date,residual
2007-06-05,68.66265628883048
2007-06-06,-2.9430831273239164
2007-06-07,19.380907197464694
2007-06-08,209.9367881825001
2007-06-09,142.47638070608082
2007-06-10,288.6963411104625
2007-06-11,85.02292928465795
2007-06-12,334.3478420162446
2007-06-13,411.9881015250139
2007-06-14,260.4077992250568
2007-06-15,232.9332525559621
2007-06-16,281.74421000502116
2007-06-17,69.59831852944444
2007-06-18,208.71112531242034
2007-06-19,354.65977138979906
2007-06-20,281.43729463937234
2007-06-21,191.04856597844082
2007-06-22,318.5928333101965
2007-06-23,327.6649116886201
2007-06-24,-46.659697048444286
2007-06-25,51.77579714240346
2007-06-26,181.74257434866195
2007-06-27,176.73077571360773
2007-06-28,83.29026470090866
2007-06-29,121.18173245784237
2007-06-30,263.70879412240356
2007-07-01,0.5063276623277488
2007-07-02,-13.62762196634867
2007-07-03,16.68724544075485
2007-07-04,-49.116854367632186
2007-07-05,-175.3088848265379
2007-07-06,99.29266492373608
2007-07-07,359.20189329720415
2007-07-08,122.13520475909354
2007-07-09,139.48367878527097
2007-07-10,-31.74018956159489
2007-07-11,-99.00764072068341
2007-07-12,-103.04579122055111
2007-07-13,56.81031308652382
2007-07-14,188.461998252169
2007-07-15,89.53457047208212
2007-07-16,250.22533253202528
2007-07-17,280.7617856224333
2007-07-18,177.63278070267734
2007-07-19,83.4733862326284
2007-07-20,172.96622071247293
2007-07-21,180.85588440097672
2007-07-22,-123.76639671068006
2007-07-23,-222.93094707435012
2007-07-24,-226.50298324101823
2007-07-25,-205.86641023377524
2007-07-26,-295.1143229320878
2007-07-27,-19.74169209937645
2007-07-28,-0.5819106581802771
2007-07-29,-429.06656832137014
2007-07-30,-247.52743638326865
2007-07-31,-101.48903299030826
2007-08-01,-205.19748677698408
2007-08-02,-296.3768263945349
2007-08-03,-15.23752859630622
2007-08-04,180.66764501572652
2007-08-05,-186.0893506338307
2007-08-06,-168.05531842522214
2007-08-07,-175.99012099931497
2007-08-08,-243.10268913546497
2007-08-09,-310.49196379122077
2007-08-10,-150.74729150418534
2007-08-11,-186.40577597684023
2007-08-12,-513.6528347367184
2007-08-13,-363.9015323444437
2007-08-14,-203.90375711804336
2007-08-15,-268.53887877540546
2007-08-16,-259.5302355807289
2007-08-17,-159.93544532696433
2007-08-18,-48.508530282260836
2007-08-19,-342.90630641639655
2007-08-20,-201.1138889809099
2007-08-21,-170.05505287100095
2007-08-22,-172.62218802740972
2007-08-23,-403.0124679319488
2007-08-24,-312.87552619075177
2007-08-25,-154.1674399650219
2007-08-26,-429.77983946266613
2007-08-27,-238.15783881312746
2007-08-28,-258.919447309936
2007-08-29,-310.52494723343443
2007-08-30,-357.0198240252812
2007-08-31,-193.13340598439936
2007-09-01,31.823020808409638
2007-09-02,-203.1301266411865
2007-09-03,-147.65250454769193
2007-09-04,-118.01418883133192
2007-09-05,-162.15311096943879
2007-09-06,-334.87098064297606
2007-09-07,-347.3522201955511
2007-09-08,92.27359130773402
2007-09-09,-225.40043991921448
2007-09-10,-145.9741225911166
2007-09-11,-170.58172566125177
2007-09-12,-185.4123292775621
2007-09-13,-181.26763123100318
2007-09-14,47.485463177881684
2007-09-15,210.34823618594783
2007-09-16,-126.0894962952807
2007-09-17,-53.44268617079433
2007-09-18,-108.72134305769214
2007-09-19,-104.50760347515461
2007-09-20,-121.19858814723557
2007-09-21,15.238034616357254
2007-09-22,257.0195193943455
2007-09-23,-113.30410121907698
2007-09-24,-97.12566933855305
2007-09-25,-61.23590079009409
2007-09-26,-45.157216741787124
2007-09-27,-126.64006381736363
2007-09-28,109.10165366462024
2007-09-29,200.84414828440276
2007-09-30,-110.76905553352299
2007-10-01,-168.2340447676088
2007-10-02,8.538916285404412
2007-10-03,-59.89339267061223
2007-10-04,-282.7112251097824
2007-10-05,111.45793103013602
2007-10-06,156.38436716902834
2007-10-07,203.7332727810699
2007-10-08,63.321474126789326
2007-10-09,82.61505055047564
2007-10-10,64.60451630035823
2007-10-11,29.097091353505675
2007-10-12,156.03928850461307
2007-10-13,264.8350943272635
2007-10-14,-198.77065630475954
2007-10-15,-20.75366466055857
2007-10-16,72.17612097094388
2007-10-17,4.463714330218863
2007-10-18,-77.79401493146179
2007-10-19,131.15885009113663
2007-10-20,176.1778773083297
2007-10-21,-78.09868110692878
2007-10-22,172.63012416303536
2007-10-23,-3.5597679238835553
2007-10-24,-97.21933216581783
2007-10-25,-76.03349550613166
2007-10-26,132.04758718404446
2007-10-27,244.72512015067696
2007-10-28,-250.11361197536098
2007-10-29,47.6295414199667
2007-10-30,64.67281623855888
2007-10-31,-2.6466685966661316
2007-11-01,-257.96288331778305
2007-11-02,161.4226426360092
2007-11-03,294.3021053912362
2007-11-04,-19.142603121550565
2007-11-05,92.23654115321187
2007-11-06,58.448390226514675
2007-11-07,-73.96968430493689
2007-11-08,-102.75278991067353
2007-11-09,120.74556968943398
2007-11-10,270.8109259617049
2007-11-11,-123.75190415933866
2007-11-12,39.96943991840271
2007-11-13,60.17503704184128
2007-11-14,-97.15467263144456
2007-11-15,-259.9119548281342
2007-11-16,171.99780274746809
2007-11-17,470.3703351783479
2007-11-18,15.91827770773125
2007-11-19,194.30108548717544
2007-11-20,360.20981430963
2007-11-21,361.62903625682884
2007-11-22,117.64075036915347
2007-11-23,439.1819882965028
2007-11-24,271.42592087461526
2007-11-25,-11.328101583321768
2007-11-26,239.36644010659074
2007-11-27,253.44928807592441
2007-11-28,194.74911673980387
2007-11-29,158.2415624453024
2007-11-30,262.83798208114604
2007-12-01,316.72778414794993
2007-12-02,-190.177600129653
2007-12-03,-30.833374244870356
2007-12-04,-24.972963331721985
2007-12-05,72.25367836935584
2007-12-06,-120.39129159295953
2007-12-07,18.45421550034189
2007-12-08,497.13196382463684
2007-12-09,155.35823131209145
2007-12-10,-5.687625248889162
2007-12-11,73.14444302072116
2007-12-12,67.52282969168482
2007-12-13,9.664902679884108
2007-12-14,157.58978905304502
2007-12-15,408.29963255487746
2007-12-16,67.6222894131206
2007-12-17,218.52929096842854
2007-12-18,328.3657048050045
2007-12-19,-34.92722700732884
2007-12-20,46.939456933938345
2007-12-21,354.6684955616074
2007-12-22,421.8078780996366
2007-12-23,57.32589116084819
2007-12-24,92.48530095595561
2007-12-25,59.901059065407026
2007-12-26,78.79125285141163
2007-12-27,-62.721354637189506
2007-12-28,-25.514813022571616
2007-12-29,-13.315609265964667
2007-12-30,30.504233058883983
2007-12-31,61.73976738977399
2008-01-01,7.900117463894276
2008-01-02,177.58493899164387
2008-01-03,264.65674257323917
2008-01-04,243.95301477759858
2008-01-05,204.61870728650865
2008-01-06,-206.31354511700556
2008-01-07,-202.510090388565
2008-01-08,-338.6014088406391
2008-01-09,161.5172673598645
2008-01-10,400.15718998865304
2008-01-11,574.5249558376363
2008-01-12,526.8009905664512
2008-01-13,255.82010576285393
2008-01-14,-17.50857709506272
2008-01-15,-409.0496250301403
2008-01-16,-313.1284700945598
2008-01-17,-179.56109025999467
2008-01-18,196.27454471577948
2008-01-19,235.15903656165574
2008-01-20,-249.27561190265988
2008-01-21,-387.96736249434434
2008-01-22,-324.6492488900858
2008-01-23,-143.85199544036914
2008-01-24,-470.1370868197464
2008-01-25,-455.17053695703
2008-01-26,270.00067218458753
2008-01-27,171.7899438651839
2008-01-28,-150.7923645275605
2008-01-29,-112.51769101462014
2008-01-30,-153.6604104746766
2008-01-31,-330.46978519759614
2008-02-01,-279.6209631977945
2008-02-02,-34.710970273577914
2008-02-03,-561.9498645484327
2008-02-04,-308.2890224543553
2008-02-05,-302.87221345148464
2008-02-06,-489.2079254341352
2008-02-07,-810.8894643638087
2008-02-08,-649.9264971875655
2008-02-09,-361.93606998064934
2008-02-10,-211.83407622506274
2008-02-11,159.41594813013216
2008-02-12,325.2296925245282
2008-02-13,332.9052510331512
2008-02-14,93.37390015098936
2008-02-15,238.1156401299795
2008-02-16,389.3112480157906
2008-02-17,-61.22759164387389
2008-02-18,76.33055558160049
2008-02-19,24.74912879706244
2008-02-20,-59.77255222374333
2008-02-21,-110.67918474065482
2008-02-22,309.81927326366167
2008-02-23,490.47901859197555
2008-02-24,-190.42402586234493
2008-02-25,-189.73468137970303
2008-02-26,-32.51856113003487
2008-02-27,32.70656173982934
2008-02-28,-22.457318488453893
2008-02-29,60.67096277600285
2008-03-01,-0.05507462661444151
2008-03-02,-0.060584689848838025
2008-03-03,-0.06581625915168843
2008-03-04,-0.07077129204481025
2008-03-05,-0.07545177755309851
2008-03-06,-0.07985973518771061
2008-03-07,-0.08399721373461944
2008-03-08,-0.08786629032147175
2008-03-09,-0.09146906938440225
2008-03-10,-0.09480768163666653
2008-03-11,-0.09788428314459452
2008-03-12,-0.10070105441809574
2008-03-13,-0.10326019948115572
2008-03-14,-0.10556394491868559
2008-03-15,-0.10761453919622
2008-03-16,-0.10941425165219698
2008-03-17,-0.11096537182856991
2008-03-18,-0.11227020864134829
2008-03-19,-0.11333108959115634
2008-03-20,-0.1141503600319993
2008-03-21,-0.11473038259100576
2008-03-22,-0.11507353630622674
2008-03-23,-0.11518221609185275
2008-03-24,-0.11505883201061806
2008-03-25,-0.11470580864624935
2008-03-26,-0.11412558459960565
2008-03-27,-0.11332061177563446
2008-03-28,-0.11229335489042569
2008-03-29,-0.11104629091096285
2008-03-30,-0.10958190845121862
2008-03-31,-0.10790270737561514
2008-04-01,-0.1060111981605587
2008-04-02,-0.10390990153064195
2008-04-03,-0.10160134791294695
2008-04-04,-0.09908807693318522
2008-04-05,-0.09637263707190868
2008-04-06,-0.09345758516792557
2008-04-07,-0.09034548591989733
2008-04-08,-0.08703891166078392
2008-04-09,-0.08354044174302544
2008-04-10,-0.07985266224750376
2008-04-11,-0.07597816558154591
2008-04-12,-0.07191955007692741
2008-04-13,-0.06767941959515156
2008-04-14,-0.06326038321458327
2008-04-15,-0.058665054788434645
2008-04-16,-0.05389605264099373
2008-04-17,-0.048955999154713936
2008-04-18,-0.043847520455528866
2008-04-19,-0.03857324603450252
2008-04-20,-0.03313580840949726
2008-04-21,-0.027537842710444238
2008-04-22,-0.021781986419227906
2008-04-23,-0.01587087893676653
2008-04-24,-0.009807161270146025
2008-04-25,-0.003593475637899246
2008-04-26,0.0027675348974298686
2008-04-27,0.009273226738514495
2008-04-28,0.01592095616069855
2008-04-29,0.022708079743097187
2008-04-30,0.029631954657816095
2008-05-01,0.03668993910832796
2008-05-02,0.04387939274965902
2008-05-03,0.05119767701580713
2008-05-04,0.05864215554538532
2008-05-05,0.06621019476551737
2008-05-06,0.0738991640500899
2008-05-07,0.08170643636367458
2008-05-08,0.08962938853255764
2008-05-09,0.09766540196869755
2008-05-10,0.10581186283161514
2008-05-11,0.1140661627468944
2008-05-12,0.12242569910631573
2008-05-13,0.13088787575361494
2008-05-14,0.1394501033864799
2008-05-15,0.14810980003494478
2008-05-16,0.15686439175988198
2008-05-17,0.16571131301861897
2008-05-18,0.17464800743982778
2008-05-19,0.18367192814730515
2008-05-20,0.1927805385494139
2008-05-21,0.20197131288841774
2008-05-22,0.21124173675707425
2008-05-23,0.22058930790626619
2008-05-24,0.23001153667428298
2008-05-25,0.23950594682901283
2008-05-26,0.24907007608999265
2008-05-27,0.25870147689238365
2008-05-28,0.26839771708364424
2008-05-29,0.27815638048559777
2008-05-30,0.2879750678130222
2008-05-31,0.2978513972211658
2008-06-01,0.3077830051879573
2008-06-02,0.31776754712336697
2008-06-03,0.32780269813338236
2008-06-04,-119.99318660824247
2008-06-05,23.15806578432057
2008-06-06,-21.55959787120264
2008-06-07,-402.7580319708377
2008-06-08,-267.89768049054146
2008-06-09,-560.4196643369378
2008-06-10,-153.11938772836038
2008-06-11,-651.8616188597643
2008-06-12,-807.2170932881127
2008-06-13,-504.1081648721756
2008-06-14,-449.22328009297416
2008-06-15,-546.917091668749
2008-06-16,-122.67071658169698
2008-06-17,-400.977299063401
2008-06-18,-692.9562165449715
2008-06-19,-546.5706415086679
2008-06-20,-365.8507911763081
2008-06-21,-621.018990839626
2008-06-22,-639.2307785935445
2008-06-23,109.38968938299513
2008-06-24,-87.55794017783955
2008-06-25,-347.57131166586987
2008-06-26,-337.61383412759824
2008-06-27,-150.7899546809349
2008-06-28,-226.64333058739248
2008-06-29,-511.7784888661081
2008-06-30,14.58653723687894
2008-07-01,42.78929216772485
2008-07-02,-17.910088834527414
2008-07-03,113.63820677646254
2008-07-04,365.96848217899424
2008-07-05,-183.3290270884263
2008-07-06,-703.2404110628504
2008-07-07,-229.1496019832939
2008-07-08,-263.91491401985513
2008-07-09,78.48355678699954
2008-07-10,212.958641440051
2008-07-11,220.96869834442987
2008-07-12,-98.82638540384505
2008-07-13,-362.20979514660576
2008-07-14,-164.4116350307504
2008-07-15,-485.8761939709857
2008-07-16,-547.0189734517044
2008-07-17,-340.81732174687204
2008-07-18,-152.55583390897118
2008-07-19,-331.61745304097894
2008-07-20,-347.4644983803246
2008-07-21,261.7439783937698
2008-07-22,460.0161282967074
2008-07-23,467.0935171224992
2008-07-24,425.75118758951976
2008-07-25,604.1889176835939
2008-07-26,53.34855626807075
2008-07-27,14.959808209960102
2008-07-28,871.9052524689214
2008-07-29,508.7412359566588
2008-07-30,216.58221651690292
2008-07-31,423.94216329352275
2008-08-01,606.2425503764025
2008-08-02,43.86786517890141
2008-08-03,-348.0299981766984
2008-08-04,385.45343576200867
2008-08-05,349.31574754961
2008-08-06,365.1182910862499
2008-08-07,499.28229211297185
2008-08-08,633.9996614981319
2008-08-09,314.42604300413404
2008-08-10,385.6784664408133
2008-08-11,1040.1375138363655
2008-08-12,740.5514173592237
2008-08-13,420.4712573178058
2008-08-14,549.6795767760177
2008-08-15,531.592820987411
2008-08-16,332.32450720516863
2008-08-17,109.39066031249968
2008-08-18,698.1472400494567
2008-08-19,414.4791379603321
2008-08-20,352.28933261693055
2008-08-21,357.3547875589393
2008-08-22,818.0895298780106
2008-08-23,637.7372502846047
2008-08-24,320.23563696316705
2008-08-25,871.4189162689363
2008-08-26,488.08594286179505
2008-08-27,529.541612281193
2008-08-28,632.6880883827671
2008-08-29,725.6126962637209
2008-08-30,397.7532866614001
2008-08-31,-52.25243754871735
2008-09-01,417.6074885983344
2008-09-02,306.5763292601314
2008-09-03,247.22628808764966
2008-09-04,335.43808459334105
2008-09-05,680.8206903264581
2008-09-06,705.7136768231248
2008-09-07,-173.65338054993845
2008-09-08,461.6558762380464
2008-09-09,302.72406515429793
2008-09-10,351.87051170130144
2008-09-11,381.4618395729849
2008-09-12,373.1005101461542
2008-09-13,-84.50050869600273
2008-09-14,-410.31434159944183
2008-09-15,262.52330339111177
2008-09-16,117.15026400347233
2008-09-17,227.64098299460238
2008-09-18,219.140736794212
2008-09-19,252.4519131247398
2008-09-20,-20.507791280713718
2008-09-21,-504.16804463059634
2008-09-22,236.4437991218747
2008-09-23,204.01221451767378
2008-09-24,132.15580554378175
2008-09-25,99.92341856415806
2008-09-26,262.82382530223185
2008-09-27,-208.75720523407108
2008-09-28,-392.32535487678433
2008-09-29,230.85861184047099
2008-09-30,345.7202302146052
2008-10-01,-7.9179543713089515
2008-10-02,128.87908883180899
2008-10-03,574.4626613225319
2008-10-04,-213.9904398595536
2008-10-05,-303.92287174519333
2008-10-06,-398.700654962493
2008-10-07,-117.93816774125844
2008-10-08,-156.60278470857156
2008-10-09,-120.65556806278983
2008-10-10,-49.71296557246205
2008-10-11,-303.68624054428983
2008-10-12,-521.3650630689808
2008-10-13,405.8170702952393
2008-10-14,49.688521681309794
