date,all_load
2010-02-01,9288.933180801021
2010-02-02,9604.389122900528
2010-02-03,9254.050418187271
2010-02-04,9463.149806420464
2010-02-05,9853.427870675918
2010-02-06,8589.087266372599
2010-02-07,8031.555064571936
2010-02-08,9254.754775462116
2010-02-09,9769.98795881146
2010-02-10,9629.65351601315
2010-02-11,9913.52738987288
2010-02-12,10197.148703616
2010-02-13,8835.167313868564
2010-02-14,8261.549303663936
2010-02-15,9524.48932513061
2010-02-16,9435.89723214499
2010-02-17,8820.263484408057
2010-02-18,8878.53853920889
2010-02-19,8933.265241347466
2010-02-20,8502.589037970853
2010-02-21,8386.619567620639
2010-02-22,10255.346465021956
2010-02-23,10260.236521341598
2010-02-24,8896.335315252192
2010-02-25,8720.45724674023
2010-02-26,8679.210083056141
2010-02-27,8603.449044584859
2010-02-28,8138.6658034931115
