date,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h
2010/2/11,8320.316406,8067.954102,7806.583496,7459.228516,7160.727539,6979.024902,6891.979004,6878.126465,6937.695313,7139.047363,7405.345215,7951.813965,8501.914063,8960.275391,9451.328125,9810.879883,10120.85059,10466.3916,10658.10156,10843.89844,10969.1875,11041.54492,11147.7334,11218.39844,11288.80957,11371.73145,11424.89844,11472.86719,11489.11816,11479.14551,11529.84277,11554.68066,11496.77637,11342.36328,11168.19141,10834.74316,10604.68848,10318.13477,10157.51953,10117.11426,10033.33691,9741.499023,9377.941406,9333.908203,9045.297852,8920.328125,8679.295898,8433.611328
2010/2/12,8382.697266,8124.96582,7854.609375,7509.265137,7204.667969,7018.48584,6933.893555,6918.710449,6975.038574,7170.261719,7455.518066,8003.169434,8544.413086,9017.738281,9509.249023,9880.472656,10196.17578,10542.64258,10759.13672,10957.03418,11099.73535,11185.62109,11309.54004,11375.30762,11457.85938,11554.75684,11597.24414,11661.45801,11696.60352,11692.90332,11728.56934,11741.35645,11677.27832,11500.0918,11314.82422,10955.04785,10710.54395,10409.22266,10246.13574,10201.0957,10103.53125,9792.078125,9428.102539,9372.943359,9072.71582,8953.766602,8706.232422,8468.599609
2010/2/13,8493.927734,8232.342773,7929.571777,7651.637207,7288.794922,7039.578613,6879.976563,6776.137695,6734.036621,6795.003418,6837.595215,6984.300781,7173.342285,7486.401855,7869.456055,8308.614258,8744.973633,9142.703125,9382.731445,9631.558594,9668.445313,9778.546875,9802.93457,9827.250977,9856.520508,9914.820313,9901.242188,9931.113281,9909.074219,9933.413086,9948.382813,9959.74707,9948.352539,9852.345703,9918.862305,9852.448242,9808.026367,9656.049805,9563.762695,9475.857422,9421.149414,9205.830078,8971.999023,8850.080078,8638.976563,8577.958008,8347.751953,8102.10498
2010/2/14,8070.679199,7870.308105,7656.296875,7434.837402,7151.949219,6887.318359,6662.967773,6532.369629,6429.962891,6434.180664,6440.621582,6532.093262,6660.65918,6947.066406,7230.493164,7605.104492,7975.101074,8360.845703,8590.712891,8840.358398,8879.974609,8912.902344,8895.442383,8888.755859,8853.296875,8809.31543,8791.963867,8735.71582,8690.746094,8656.670898,8639.494141,8637.619141,8635.688477,8604.355469,8658.452148,8662.182617,8793.366211,8900.21875,8916.094727,8821.235352,8707.331055,8495.863281,8334.038086,8176.291992,8022.482422,8020.319824,7881.282227,7774.556641
2010/2/15,7882.377441,7711.276855,7551.722656,7332.214844,7105.216797,6822.664063,6622.654297,6496.987305,6452.843262,6531.055664,6685.778809,7064.323242,7484.226563,8018.165039,8517.955078,8788.902344,9100.837891,9368.321289,9527.241211,9701.389648,9781.758789,9837.246094,9885.408203,9885.336914,9889.925781,9924.37793,9934.833008,9954.183594,9931.801758,9930.223633,9922.620117,9906.344727,9868.394531,9835.932617,9808.870117,9705.683594,9787.730469,9775.764648,9678.404297,9480.444336,9318.05957,9095.253906,8826.182617,8630.577148,8393.771484,8455.056641,8320.364258,8221.367188
2010/2/16,8225.09082,7987.094727,7736.59082,7386.762695,7083.060547,6902.504395,6802.761719,6791.200195,6852.279785,7058.710449,7336.856934,7925.405762,8506.957031,8950.863281,9407.615234,9738.679688,9999.141602,10330.27734,10517.78711,10681.37402,10785.2041,10855.18652,10951.23633,11015.74609,11073.41602,11152.09277,11206.20703,11266.25391,11279.76367,11272.64355,11317.65918,11344.02344,11306.53809,11159.75684,10998.94434,10653.20801,10440.72266,10171.03613,10058.27734,10019.35742,9899.196289,9610.667969,9253.213867,9212.18457,8963.047852,8846.717773,8631.65625,8393.039063
2010/2/17,7917.160156,7715.613281,7490.088867,7155.439453,6848.503906,6642.285156,6545.646973,6534.332031,6591.338867,6815.881836,7113.951172,7746.533691,8342.897461,8764.620117,9169.30957,9387.746094,9547.177734,9792.561523,9933.144531,10049.31543,10110.20215,10122.19629,10180.35352,10175.09277,10176.3877,10221.41797,10238.07617,10262.00586,10250.29785,10240.23242,10269.04297,10286.04883,10269.00293,10172.60449,10085.21582,9818.064453,9649.416992,9458.835938,9439.626953,9475.678711,9360.270508,9037.304688,8724.764648,8721.09375,8523.991211,8484.640625,8321.87793,8153.982422
2010/2/18,7858.79541,7666.123047,7422.171387,7086.599121,6815.019043,6611.797852,6507.826172,6495.090332,6555.984863,6798.635742,7071.835938,7710.805664,8318.501953,8720.337891,9130.926758,9362.874023,9541.620117,9803.166992,9976.327148,10101.31934,10181.29199,10203.76074,10264.68262,10290.51758,10295.94922,10363.22363,10391.30078,10423.95996,10453.75684,10444.43555,10490.32422,10528.73633,10528.7207,10413.24121,10299.85449,9994.143555,9813.628906,9613.665039,9575.697266,9604.581055,9449.271484,9133.296875,8812.493164,8781.582031,8559.188477,8489.237305,8320.516602,8132.293945
2010/2/19,7886.359863,7680.266602,7473.900391,7136.73584,6825.343262,6631.54248,6533.219727,6517.0625,6577.073242,6814.790039,7100.959473,7730.654785,8348.5625,8783.861328,9189.532227,9361.870117,9508.584961,9749.789063,9877.635742,9967.791992,10031.39355,10041.92285,10069.47949,10065.76953,10089.78516,10097.20605,10110.61035,10149.13281,10118.94238,10087.47461,10127.1123,10153.27734,10127.5918,10033.07324,9926.250977,9679.018555,9569.608398,9431.774414,9456.530273,9409.490234,9237.851563,8935.956055,8631.242188,8626.764648,8441.310547,8423.171875,8289.741211,8114.790039
2010/2/20,7965.187012,7733.196777,7458.500488,7129.319824,6781.340332,6566.699707,6442.122559,6373.820801,6361.526855,6442.048828,6511.854492,6721.411621,6948.758301,7253.012695,7671.551758,8091.936523,8442.180664,8833.288086,8925.725586,9061.788086,9043.970703,9050.535156,9062.226563,9015.980469,8982.467773,8955.707031,8925.59375,8884.691406,8862.206055,8884.432617,8908.814453,8909.803711,8929.563477,8825.837891,8842.819336,8756.979492,8694.152344,8606.004883,8630.832031,8628.258789,8558.354492,8366.863281,8173.993164,8153.263672,8030.214844,8031.098633,7803.384766,7607.713379
2010/2/21,7774.675293,7559.273926,7339.557617,7093.734375,6828.612793,6612.908203,6472.785156,6370.953613,6322.468262,6344.977051,6344.586426,6451.114746,6557.21875,6800.566895,7104.920898,7475.089844,7851.313477,8216.193359,8452.363281,8687.547852,8758.754883,8837.168945,8860.776367,8881.583008,8898.34375,8881.5,8883.517578,8859.648438,8859.433594,8852.194336,8853.135742,8846.650391,8861.557617,8807.839844,8859.375977,8855.749023,8905.635742,8914.454102,8867.90332,8840.769531,8795.112305,8603.69043,8390.607422,8252.521484,8062.482422,7990.679199,7793.654785,7633.437988
2010/2/22,7987.542969,7820.352051,7628.317383,7412.979492,7178.631836,6912.030762,6725.713867,6621.983887,6601.941406,6704.299316,6851.134277,7260.12207,7678.600098,8249.087891,8803.954102,9101.073242,9437.933594,9740.356445,9877.176758,10040.40039,10116.39258,10176.42383,10239.54395,10262.21875,10287.66504,10312.86816,10350.08008,10385.19531,10383.16992,10392.21387,10401.4834,10407.04883,10396.30078,10355.46582,10356.43652,10268.68652,10312.77637,10235.44238,10124.69141,9935.898438,9765.324219,9536.578125,9231.770508,9030.970703,8779.144531,8748.662109,8601.885742,8430.060547
2010/2/23,8359.616211,8096.22998,7833.338379,7477.879883,7188.693359,7004.258301,6913.90332,6890.316406,6943.693359,7159.610352,7416.840332,7973.04834,8507.452148,8984.336914,9478.044922,9855.324219,10171.05371,10523.51465,10739.12109,10932.03027,11070.58594,11158.19824,11280.5498,11349.76563,11433.38477,11518.15918,11585.57422,11632.56348,11658.10938,11651.87695,11703.31641,11714.49316,11659.50684,11485.94141,11305.10547,10946.9707,10702.24805,10393.37695,10216.06934,10178.24805,10088.1875,9787.546875,9419.692383,9360.118164,9065.170898,8930.910156,8693.091797,8442.495117
2010/2/24,8091.873047,7863.195801,7687.89502,7313.683594,6993.321289,6844.912109,6733.724121,6717.980469,6809.891113,7022.915527,7300.361816,7939.706543,8490.042969,8944.12793,9334.489258,9589.319336,9792.918945,10024.47754,10220.22461,10331.12598,10418.95996,10397.49414,10497.07715,10510.29004,10524.87207,10579.16113,10635.70996,10666.00195,10651.30762,10650.28418,10702.89941,10703.09375,10657.43066,10527.76074,10419.75293,10158.43066,9994.634766,9746.183594,9690.362305,9695.541992,9580.239258,9268.537109,8922.244141,8932.865234,8692.30957,8645.118164,8464.404297,8266.956055
2010/2/25,7904.55957,7709.868164,7491.552734,7158.136719,6847.395996,6642.492188,6528.61377,6514.449707,6583.054688,6817.297363,7110.516602,7748.623047,8360.625977,8787.495117,9179.250977,9367.606445,9486.303711,9733.851563,9867.316406,9970.669922,10021.82129,10029.37402,10072.37988,10069.8125,10076.05664,10099.8916,10113.50391,10139.98145,10114.6377,10091.98926,10132.66797,10145.71777,10122.90039,10019.36816,9921.884766,9658.636719,9542.443359,9385.349609,9369.500977,9384.875,9244.543945,8933.655273,8629.050781,8637.735352,8449.707031,8438.249023,8285.358398,8119.051758
2010/2/26,7925.385742,7724.372559,7490.214844,7172.598633,6856.003906,6656.447266,6559.895508,6539.625488,6609.39209,6831.893555,7131.34082,7753.378418,8362.902344,8779.356445,9190.495117,9390.551758,9540.455078,9795.363281,9928.22168,10029.35352,10098.12793,10106.96875,10152.15723,10145.85742,10157.77148,10184.29688,10202.13965,10231.26953,10225.83691,10204.36035,10244.68848,10257.61719,10233.34668,10136.91992,10025.38574,9760.474609,9612.207031,9459.956055,9448.050781,9455.356445,9312.59668,9012.583984,8704.624023,8702.106445,8502.581055,8473.770508,8310.944336,8144.446777
2010/2/27,7929.071777,7699.379395,7434.205566,7098.256348,6795.418457,6549.409668,6425.984375,6351.908691,6370.63916,6444.186523,6509.304199,6724.658203,6938.820313,7232.644043,7637.382324,8049.812988,8397.470703,8763.738281,8870.477539,9001.831055,8994.720703,8986.356445,8992.451172,8947.454102,8921.795898,8896.072266,8865.893555,8834.818359,8815.228516,8809.15332,8841.399414,8857.847656,8875.108398,8748.954102,8770.489258,8709.206055,8642.751953,8583.554688,8569.614258,8575.380859,8514.96875,8317.086914,8137.105469,8096.748047,7978.748047,7976.930664,7767.723633,7550.424316
2010/2/28,7854.92627,7698.826172,7436.359375,7188.999023,6924.025391,6698.633789,6521.608887,6376.116699,6318.046875,6343.893066,6365.225098,6459.08252,6543.454102,6802.90332,7093.137695,7475.655762,7841.733887,8243.71582,8496.551758,8735.911133,8822.165039,8888.654297,8909.8125,8942.092773,8944.912109,8935.142578,8918.098633,8900.166016,8878.598633,8857.916992,8847.075195,8831.865234,8851.396484,8793.541016,8844.824219,8837.642578,8910.183594,8940.043945,8924.257813,8864.754883,8783.904297,8580.544922,8379.863281,8237.295898,8040.236328,8001.108887,7807.816406,7671.025391
