date,smoothed_season
2008-06-15,0.5289277797503977
2008-06-16,1.033427103973808
2008-06-17,1.061779614718537
2008-06-18,1.0126506610076231
2008-06-19,1.0570576514245746
2008-06-20,0.9023816355224976
2008-06-21,-0.03474514557747155
2008-06-22,-0.09047292276111686
2008-06-23,0.8865539506678864
2008-06-24,1.3896247827044923
2008-06-25,1.4938473304054154
2008-06-26,1.6008080868370143
2008-06-27,1.3574349957791263
2008-06-28,0.3948445756716347
2008-06-29,-0.019060421082641985
2008-06-30,0.5494862193912962
2008-07-01,0.7101150832327496
2008-07-02,0.7164127671441837
2008-07-03,1.1854913355333627
2008-07-04,1.4781785872702642
2008-07-05,0.5166190233967318
2008-07-06,0.4098978379380609
2008-07-07,1.1012505951995415
2008-07-08,1.5317195361431728
2008-07-09,2.0417298943592472
2008-07-10,2.24701309440906
2008-07-11,2.0496960693353676
2008-07-12,1.1949993535333236
2008-07-13,0.7627978840750296
2008-07-14,1.1508571020614586
2008-07-15,1.3162435967710624
2008-07-16,1.4535195625192932
2008-07-17,1.6812177216796487
2008-07-18,1.5321336571417015
2008-07-19,0.6438867398376442
2008-07-20,0.5260715008720347
2008-07-21,1.0469926240148
2008-07-22,1.4771266430708865
2008-07-23,2.0042830377638525
2008-07-24,2.2633993768306135
2008-07-25,2.0834894977760943
2008-07-26,1.3033402882632847
2008-07-27,1.156143723621816
2008-07-28,2.240734196380546
2008-07-29,2.4814874506433053
2008-07-30,2.3293102401194803
2008-07-31,2.206471487404822
2008-08-01,1.8073611906251998
2008-08-02,0.7797479532319567
2008-08-03,0.455799282983596
2008-08-04,1.3356674531928823
2008-08-05,1.8201957447505461
2008-08-06,1.8801599308693904
2008-08-07,1.965862819228505
2008-08-08,1.844572374473397
2008-08-09,1.1127559422891276
2008-08-10,1.2434235970351126
2008-08-11,2.0678209146707274
2008-08-12,2.144949553306624
2008-08-13,1.9969364830010852
2008-08-14,2.0881314771046453
2008-08-15,1.6379598592313815
2008-08-16,0.553937014154649
2008-08-17,0.21931190590429028
2008-08-18,1.4212804343277867
2008-08-19,1.9289594337657396
2008-08-20,1.8118001340172656
2008-08-21,1.6589946127446569
2008-08-22,1.651120115761731
2008-08-23,0.7966582487525662
2008-08-24,0.4399385123983779
2008-08-25,0.946926413031953
2008-08-26,0.9844636917950099
2008-08-27,1.0422201574976282
2008-08-28,1.1680855556978615
2008-08-29,0.8924588910366182
2008-08-30,-0.006444577760920833
2008-08-31,-0.2945800165512171
2008-09-01,0.10709346112905016
2008-09-02,0.5339582471736067
2008-09-03,0.886791125876677
2008-09-04,1.0312259650447595
2008-09-05,1.2280104793567754
2008-09-06,0.9695780953409667
2008-09-07,-0.08012366369132773
2008-09-08,0.45875772615384286
2008-09-09,0.7712843385876913
2008-09-10,0.9010777379941111
2008-09-11,0.846078470885013
2008-09-12,0.40147563824618926
2008-09-13,-0.6848928888634479
2008-09-14,-1.3684978442338882
2008-09-15,-0.6028431523618285
2008-09-16,-0.15166302110706303
2008-09-17,0.2827990383411232
2008-09-18,0.23612482334915597
2008-09-19,-0.011243324594931797
2008-09-20,-0.6942154907101118
2008-09-21,-1.356230187334705
2008-09-22,-0.527126451894804
2008-09-23,-0.10529194846500772
2008-09-24,-0.0714426426390532
2008-09-25,-0.08644037845043642
2008-09-26,-0.15531038185403145
2008-09-27,-0.9237539410063486
2008-09-28,-1.4278851742195866
2008-09-29,-0.7672539030869021
2008-09-30,-0.37003141428700315
2008-10-01,-0.29436195165512596
2008-10-02,-0.012557351436593991
2008-10-03,0.3701416923060225
2008-10-04,-0.8519597524704347
2008-10-05,-1.6997600603391314
2008-10-06,-1.8612429544375195
2008-10-07,-0.9447494661502407
2008-10-08,-0.6147841348834538
2008-10-09,-0.4875370290553185
2008-10-10,-0.52571865539384
2008-10-11,-1.2515475494386814
2008-10-12,-1.7563767678394957
2008-10-13,-0.7146968743500106
2008-10-14,-0.3978023775701513
2008-10-15,-0.42907989143576986
2008-10-16,-0.43052385282804506
2008-10-17,-0.4427566870769869
2008-10-18,-1.1590372240297235
2008-10-19,-1.4673665028678797
2008-10-20,-0.7492537821976354
2008-10-21,-0.6177341225114493
2008-10-22,-0.2386630999975827
2008-10-23,0.12655906450454618
2008-10-24,-0.2400060259658576
2008-10-25,-1.139881216230772
2008-10-26,-1.5930112030116994
2008-10-27,-0.2919088867106584
2008-10-28,-0.2104051133711097
2008-10-29,-0.27674036359179155
2008-10-30,-0.1172240533406102
2008-10-31,0.33537037536160175
2008-11-01,-0.8533936542814079
2008-11-02,-1.462075181250901
2008-11-03,-0.5539721995108546
2008-11-04,-0.6216344855991878
2008-11-05,-0.5712666028973572
2008-11-06,-0.1408722835203507
2008-11-07,-0.2589687790554917
2008-11-08,-1.052060088785244
2008-11-09,-1.5846424285241025
2008-11-10,-0.6383139774320457
2008-11-11,-0.26902130814164105
2008-11-12,0.0073108340264815
2008-11-13,0.32684568303761136
2008-11-14,0.7367352445889295
2008-11-15,-0.5232776928710933
2008-11-16,-1.3492070476870672
2008-11-17,-0.7495988333257231
2008-11-18,-0.4529938669964839
2008-11-19,-0.3617846178402928
2008-11-20,-0.1521228141199955
2008-11-21,-0.14492340623557548
2008-11-22,-1.1178837406074709
2008-11-23,-1.5371151585151053
2008-11-24,-0.9166168071567291
2008-11-25,-0.629614258388401
2008-11-26,-0.502811076064495
2008-11-27,-0.17514280362712414
2008-11-28,-0.22395472687633244
2008-11-29,-1.1371230750925994
2008-11-30,-1.7890334890212582
2008-12-01,-0.6748360092842323
2008-12-02,-0.17756848497484773
2008-12-03,0.18513172650090154
2008-12-04,-0.15573559728860908
2008-12-05,-0.10312318011222849
2008-12-06,-0.22380575441634218
2008-12-07,-0.2631338622064817
2008-12-08,0.0029307066883728777
2008-12-09,0.16619937586750275
2008-12-10,0.18735141714102702
2008-12-11,-0.03241137340038143
2008-12-12,-0.3448567056233674
2008-12-13,-0.5708600408476845
2008-12-14,-0.7865896588405827
2008-12-15,-0.5951821989292644
2008-12-16,0.05322586703989807
2008-12-17,0.5695056243135006
2008-12-18,0.25761061462617973
2008-12-19,-0.2348443783592568
2008-12-20,-0.7328527113528278
2008-12-21,-0.9372034758893285
2008-12-22,-0.7101954614303068
2008-12-23,-0.48909585823723367
2008-12-24,-1.0602099019662663
2008-12-25,-2.1842250646342496
2008-12-26,-2.1284210253495046
2008-12-27,-1.8285218361163307
2008-12-28,-1.5833653745441576
2008-12-29,-1.382843574976126
2008-12-30,-1.1325561245584939
2008-12-31,-1.2205231832880175
2009-01-01,-1.1381331607139018
2009-01-02,-1.1298697417679864
2009-01-03,-1.476391283395223
2009-01-04,-1.3509562886833757
2009-01-05,-0.42018048006678793
2009-01-06,0.32290197997271974
2009-01-07,0.369810649588194
2009-01-08,0.1685889646437509
2009-01-09,0.17462467766658038
2009-01-10,-0.06411730519499248
2009-01-11,-0.2247438619116121
2009-01-12,0.5436210320022831
2009-01-13,0.6330821037810495
2009-01-14,0.7029649405800154
2009-01-15,0.9293323810582019
2009-01-16,0.21342139032710009
2009-01-17,-0.714226758160152
2009-01-18,-1.0726258922914336
2009-01-19,-0.685215677478588
2009-01-20,0.11223633894817323
2009-01-21,0.7754313704065301
2009-01-22,1.21302325380533
2009-01-23,1.16057472010867
2009-01-24,0.3562663584594474
2009-01-25,-0.3181032475788506
2009-01-26,-0.4123122283710208
2009-01-27,0.14604836305665575
2009-01-28,0.9904935925645373
2009-01-29,1.391645281243425
2009-01-30,1.0943656338448584
2009-01-31,0.44069144357532564
2009-02-01,0.25069644783681894
2009-02-02,0.3552390054132054
2009-02-03,0.7262222042227456
2009-02-04,0.9460786369598553
2009-02-05,1.2617858490345857
2009-02-06,0.8608175099207868
2009-02-07,0.33939991425808497
2009-02-08,0.2469478094812824
2009-02-09,0.07136144820899457
2009-02-10,0.2951775550592582
2009-02-11,0.412104206316124
2009-02-12,0.3860060284330986
2009-02-13,-0.16714967724815383
2009-02-14,-0.6197725222728259
2009-02-15,-0.6857870302859944
2009-02-16,-0.6982518978115031
2009-02-17,-0.2904859486523993
2009-02-18,-0.09036763428564125
2009-02-19,0.13685894584911956
2009-02-20,0.09776214931819549
2009-02-21,-0.0992589980033958
2009-02-22,-0.12557593677399492
2009-02-23,-0.1188045807097655
2009-02-24,0.05966031054489603
2009-02-25,0.18497571328512435
2009-02-26,0.03166565957663356
2009-02-27,-0.1956278304997256
2009-02-28,-0.6762626306674873
2009-03-01,-1.0149071907964995
2009-03-02,-0.8469765707177568
2009-03-03,-0.3137499664919908
2009-03-04,-0.09060847320295977
2009-03-05,-0.15183583988223878
2009-03-06,-0.1994237562787124
2009-03-07,-0.6293279106949408
2009-03-08,-0.7976835675404522
2009-03-09,-0.6470030246400886
2009-03-10,-0.2664643284417985
2009-03-11,-0.12327905941050324
2009-03-12,-0.06850201803700359
2009-03-13,-0.2560798309249078
2009-03-14,-0.6628332419711974
2009-03-15,-0.7384725578405769
2009-03-16,-0.6146195074844928
2009-03-17,-0.1821521642227272
2009-03-18,0.04419901204659782
2009-03-19,0.1757273927630875
2009-03-20,0.08139691422917483
2009-03-21,-0.9031917229896346
2009-03-22,-1.0925387272317921
2009-03-23,-0.8039328795791484
2009-03-24,-0.5192432366583444
2009-03-25,-0.058473717954676555
2009-03-26,0.19565967291115446
2009-03-27,-0.28041764274714387
2009-03-28,-0.8078542535225903
2009-03-29,-0.9874751669767712
2009-03-30,-0.8483994638807111
2009-03-31,-0.5134886700450194
2009-04-01,-0.4146269482628314
2009-04-02,-0.7379560424678708
2009-04-03,-0.8181886039121349
2009-04-04,-1.3006055136903003
2009-04-05,-1.6894068565312048
2009-04-06,-1.2910996940320854
2009-04-07,-0.7150474841954586
2009-04-08,-0.5235491239676562
2009-04-09,-0.5697591455615398
2009-04-10,-1.1109209938929345
2009-04-11,-1.3567546526957672
2009-04-12,-1.526843998401319
2009-04-13,-1.4931147957155277
2009-04-14,-0.8615030072522769
2009-04-15,-0.580261672555368
2009-04-16,-0.5619090869689893
2009-04-17,-0.7615973290394621
2009-04-18,-1.1134256933824476
2009-04-19,-1.1738517264925283
2009-04-20,-0.9791228702465534
2009-04-21,-0.577648133454491
2009-04-22,-0.3776265364478038
2009-04-23,-0.3396492367043936
2009-04-24,-0.6327897617074933
2009-04-25,-1.4571025007068048
2009-04-26,-1.7003789807792122
2009-04-27,-1.1499965445518996
2009-04-28,-0.48574615609008637
2009-04-29,-0.0634465774274502
2009-04-30,0.11155222685913178
2009-05-01,-0.17117706205082991
2009-05-02,-0.7024876128856419
2009-05-03,-0.8233316452805833
2009-05-04,-0.6093597677048113
2009-05-05,-0.22516213150203163
2009-05-06,-0.024102719182476327
2009-05-07,-0.0321359668667435
2009-05-08,-0.23182742800399037
2009-05-09,-0.6803258645646341
2009-05-10,-0.8227199004926669
2009-05-11,-0.6042320782668524
2009-05-12,-0.07341505991111436
2009-05-13,0.1668646035814711
2009-05-14,0.22808291326464103
2009-05-15,-0.010231896291921533
2009-05-16,-0.4534472960453502
2009-05-17,-0.4530980815515304
2009-05-18,-0.059262132268784656
2009-05-19,0.2782104828892279
2009-05-20,0.39933384565794167
2009-05-21,0.4290843933666025
2009-05-22,0.27060664866632145
2009-05-23,-0.08194463593322923
2009-05-24,-0.30020423314763
2009-05-25,-0.1026592441165441
2009-05-26,0.2608624875236344
2009-05-27,0.37270706089814887
2009-05-28,0.40912034515443296
2009-05-29,0.3213447552465687
2009-05-30,0.0071853220674037155
2009-05-31,-0.1192416741623468
2009-06-01,0.14675263674867167
2009-06-02,0.4597093734400976
2009-06-03,0.5754247905497102
2009-06-04,0.6247372063259768
2009-06-05,0.38140840382142216
2009-06-06,0.07606278349030202
2009-06-07,-0.007066281434982551
2009-06-08,-0.0491088782053642
2009-06-09,0.39166529748709245
2009-06-10,1.0105705662041518
2009-06-11,1.3017539631749147
2009-06-12,1.0980453311338132
2009-06-13,0.7303498754435696
2009-06-14,0.5772755795940273
2009-06-15,0.900776538454391
2009-06-16,1.194187367411622
2009-06-17,1.2125760184195324
2009-06-18,1.1502437287536185
2009-06-19,0.8656721220968389
2009-06-20,0.4662202874305343
2009-06-21,0.2918441248020485
2009-06-22,0.48058897769614334
2009-06-23,0.9533392985527975
2009-06-24,1.165669062575521
2009-06-25,1.1646109087943255
2009-06-26,0.9297198330601549
2009-06-27,0.7493349551723563
2009-06-28,0.6651146519747202
2009-06-29,0.8879796401508142
2009-06-30,1.2750676532247827
2009-07-01,1.2566653289154628
2009-07-02,1.3674752707374893
2009-07-03,1.2162844989612542
2009-07-04,0.9608234957340593
2009-07-05,0.7681068160616777
2009-07-06,1.0133939135933185
2009-07-07,1.4617132953010423
2009-07-08,1.6442665485071966
2009-07-09,1.7150296957307363
2009-07-10,1.382684063655546
2009-07-11,0.861655033014795
2009-07-12,0.7134580018024246
2009-07-13,0.6909790369996558
2009-07-14,0.8758308812862119
2009-07-15,1.101361157206941
2009-07-16,1.320332649813315
2009-07-17,1.1333772360233603
2009-07-18,0.713692127704918
2009-07-19,0.6432884002986952
2009-07-20,0.8891290143288308
2009-07-21,1.2541608896601892
2009-07-22,1.4094859314472032
2009-07-23,1.5296088002312742
2009-07-24,1.3359973695703427
2009-07-25,0.9311169369453154
2009-07-26,0.9282345210971086
2009-07-27,1.1125067920794507
2009-07-28,1.6709611775998134
2009-07-29,1.68363114248556
2009-07-30,1.4382812642903886
2009-07-31,0.9737946436917282
2009-08-01,0.5034607074096633
2009-08-02,0.5368242387224419
2009-08-03,0.7354585508232975
2009-08-04,1.1214950428192338
2009-08-05,1.3836174400746706
2009-08-06,1.4258636815262684
2009-08-07,1.1827153356268827
2009-08-08,0.8452985604938752
2009-08-09,0.75731864389961
2009-08-10,1.141336419604647
2009-08-11,1.4302941166679881
2009-08-12,1.4450276149390473
2009-08-13,1.2567411049179318
2009-08-14,0.9021039052703921
2009-08-15,0.26731811647557746
2009-08-16,-0.04166292353530174
2009-08-17,0.19911188279881742
2009-08-18,0.8789201378475268
2009-08-19,0.8642183842401963
2009-08-20,0.7536728023671024
2009-08-21,0.5067997651642421
2009-08-22,0.2589303747947987
2009-08-23,0.1788183704998415
2009-08-24,0.16217869378360145
2009-08-25,0.4492293952754978
2009-08-26,0.5999306004564812
2009-08-27,0.5878043838742928
2009-08-28,0.3869284265593159
2009-08-29,-0.08079224832299169
2009-08-30,-0.3406223441972611
2009-08-31,-0.2482903398786247
2009-09-01,0.08221114364629835
2009-09-02,0.15212074678840662
2009-09-03,0.23965646461868995
2009-09-04,-0.05050611762995616
2009-09-05,-0.8280723854352027
2009-09-06,-1.2189500402274325
2009-09-07,-0.2737515932337476
2009-09-08,0.07429735029962897
2009-09-09,0.23955933887450712
2009-09-10,0.22102708805197374
2009-09-11,0.0583502439243508
2009-09-12,-0.8362032443849826
2009-09-13,-1.5132654599799462
2009-09-14,-0.7845451875893987
2009-09-15,-0.3976457456325206
2009-09-16,-0.36797449046541664
2009-09-17,-0.20958949100366064
2009-09-18,-0.3709402087400509
2009-09-19,-1.1437824565775718
2009-09-20,-1.6405688487774717
2009-09-21,-0.8440094601553856
2009-09-22,-0.36982168214056416
2009-09-23,-0.4517768409431571
2009-09-24,-0.4648176078957501
2009-09-25,-0.4493852566283295
2009-09-26,-1.0316706179674067
2009-09-27,-1.2045379799177471
2009-09-28,-0.5259179398954678
2009-09-29,-0.2715435516442589
2009-09-30,-0.2588633604687961
2009-10-01,-0.19584088214317674
2009-10-02,-0.40438907015012876
2009-10-03,-0.9031764898279462
2009-10-04,-1.295059207048618
2009-10-05,-1.4737427625356347
2009-10-06,-0.6650248576735016
2009-10-07,-0.20200349591679767
2009-10-08,-0.023907435764466613
2009-10-09,0.045935847120953555
2009-10-10,-0.613656009591515
2009-10-11,-1.1822811284950174
2009-10-12,-0.5744318043563288
2009-10-13,-0.46045718449243145
2009-10-14,-0.45924609837825214
2009-10-15,-0.4394222610931095
2009-10-16,-0.44058789199783466
2009-10-17,-0.9909844742758767
2009-10-18,-1.4518006635355332
2009-10-19,-0.7091443737891076
2009-10-20,-0.3006488230130075
2009-10-21,0.026800118707704268
2009-10-22,-0.13017023402597724
2009-10-23,-0.09038571543946486
2009-10-24,-0.9412699842181815
2009-10-25,-1.4648939178820921
2009-10-26,-0.584425876124873
2009-10-27,-0.23410466777465058
2009-10-28,-0.2072964737940871
2009-10-29,-0.15001562739023422
2009-10-30,-0.05233261254925355
2009-10-31,-0.8028298785587407
2009-11-01,-1.1785006016955326
2009-11-02,-0.08492189423806007
2009-11-03,0.8408121580299694
2009-11-04,0.2666397650427225
2009-11-05,-0.03327956303297984
2009-11-06,-0.2654791873165389
2009-11-07,-1.009662399317692
2009-11-08,-1.3779563903554046
2009-11-09,-0.35840643664480976
2009-11-10,0.05928820742323805
2009-11-11,0.27053954434691685
2009-11-12,0.5834219478468567
2009-11-13,0.16093574859321214
2009-11-14,-0.49602588275783
2009-11-15,-0.8928502100349682
2009-11-16,0.6585086536969182
2009-11-17,0.28243387624811794
2009-11-18,0.24603303788471226
2009-11-19,1.1541816194790617
2009-11-20,2.0346238265656544
2009-11-21,1.0794702557883855
2009-11-22,1.0215378805952158
2009-11-23,0.3756403295593719
2009-11-24,0.0012189613768242152
2009-11-25,0.5338340468153404
2009-11-26,0.9718288954151852
2009-11-27,1.157766649141794
2009-11-28,0.6092859451877257
2009-11-29,-0.44796732981135284
2009-11-30,-0.2891866972593413
2009-12-01,-0.4371623906580229
2009-12-02,-0.42125818633827294
2009-12-03,-0.13621268224292296
2009-12-04,-0.10971556946761087
2009-12-05,-0.660725932451943
2009-12-06,-1.0060467871328864
2009-12-07,0.3769911829469927
2009-12-08,0.9334764168497355
2009-12-09,0.4799898565217764
2009-12-10,0.4788648600023312
2009-12-11,0.14433260815744453
2009-12-12,-0.48920765349489287
2009-12-13,-0.8454608646840848
2009-12-14,-0.5791117849349727
2009-12-15,0.11440046221693348
2009-12-16,0.9308115894587234
2009-12-17,1.859760469967998
2009-12-18,0.7271507196109475
2009-12-19,-0.45562381040638633
2009-12-20,-1.6069731019823814
2009-12-21,-0.7078915487666859
2009-12-22,0.5039007923928736
2009-12-23,0.9326054170957834
2009-12-24,0.6849339593773254
2009-12-25,-1.4522095863187106
2009-12-26,-2.332854511858571
2009-12-27,-2.3026256595210923
2009-12-28,-1.8992506472037665
2009-12-29,-1.359580325906759
2009-12-30,-1.176134676169087
2009-12-31,-1.0230237859499005
2010-01-01,-1.536231342733116
2010-01-02,-1.5609712914827958
2010-01-03,-2.1723810782328634
2010-01-04,-1.4668657887398378
2010-01-05,-0.24922848514860305
2010-01-06,0.3069914619053751
2010-01-07,0.15077076429078895
2010-01-08,-0.03874528374714853
2010-01-09,-0.01888744533935693
2010-01-10,-0.3329686377960282
2010-01-11,0.10800865082773885
2010-01-12,1.6767129198895727
2010-01-13,1.447865112664096
2010-01-14,0.8028709808905299
2010-01-15,0.691528356978387
2010-01-16,-0.10178077194922777
2010-01-17,-1.180543104046863
2010-01-18,-0.9272727986806839
2010-01-19,-0.36227258793079553
2010-01-20,0.39609609771432874
2010-01-21,1.5542232005893726
2010-01-22,2.513512248870663
2010-01-23,1.9520676449385843
2010-01-24,0.2382782413484194
2010-01-25,0.24249663609346683
2010-01-26,0.3324246080540444
2010-01-27,0.963515107020111
2010-01-28,1.0155288761857821
2010-01-29,0.9934633365897694
2010-01-30,0.14724121841732524
2010-01-31,-0.10745100057876447
2010-02-01,0.7037380429285219
2010-02-02,1.0504705305572293
2010-02-03,1.1484250855098304
2010-02-04,1.3079398438448855
2010-02-05,1.6349681774889122
2010-02-06,0.6795368851502188
2010-02-07,0.08250907497560499
2010-02-08,1.035098095758332
2010-02-09,1.4753512018516561
2010-02-10,1.4438496364413795
2010-02-11,1.4130322758170168
2010-02-12,1.5065748336577491
2010-02-13,0.13654436992614843
2010-02-14,-0.6514830856223723
2010-02-15,0.23140764439516592
2010-02-16,0.2609066226908663
2010-02-17,0.1084668140473131
2010-02-18,-0.020973442213870104
2010-02-19,0.03159979231547339
2010-02-20,-0.30006362481277693
2010-02-21,-0.475706537406001
2010-02-22,0.9504892082863233
2010-02-23,1.156695009095132
2010-02-24,0.531740953740009
2010-02-25,0.2256880620107423
2010-02-26,0.038599524945695005
2010-02-27,-0.30761028144444075
2010-02-28,-0.8286226687089363
2010-03-01,-0.6594388857127554
2010-03-02,-0.24302850661269854
2010-03-03,-0.10230460573646474
2010-03-04,-0.056315987142570585
2010-03-05,-0.10755315756194504
2010-03-06,-0.5069508390457523
2010-03-07,-1.1376383393741891
2010-03-08,-0.29551062301282405
2010-03-09,0.09243465685293643
2010-03-10,-0.24366295992543768
2010-03-11,-0.5125335138350857
2010-03-12,-0.5895817670118592
2010-03-13,-1.2447202716610282
2010-03-14,-1.8591850027548322
2010-03-15,-1.0427374797754485
2010-03-16,-0.3634293891401338
2010-03-17,-0.2774368540192754
2010-03-18,-0.21076108163205223
2010-03-19,0.03743080182650374
2010-03-20,-0.3675371582165315
2010-03-21,-0.6377761220110116
2010-03-22,-0.34430238086550524
2010-03-23,0.3347021079278728
2010-03-24,0.42540368697734343
2010-03-25,0.37724402740747576
2010-03-26,0.6438997889902325
2010-03-27,-0.18005690164579424
2010-03-28,-0.8888630180680374
2010-03-29,-0.3430388775649938
2010-03-30,0.07589029978532576
2010-03-31,-0.1621170225773672
2010-04-01,-0.40880456828441986
2010-04-02,-1.413403677441462
