date,all_load
1/7/2006,8017.215046
1/8/2006,8388.929178
1/9/2006,8448.413095
1/10/2006,8798.625767
1/11/2006,9620.463919
1/12/2006,9302.861858
1/13/2006,8886.321089
1/14/2006,9060.844521
1/15/2006,8479.379482
1/16/2006,8521.042328
1/17/2006,8528.661334
1/18/2006,8379.627466
1/19/2006,8479.692532
1/20/2006,8624.221062
1/21/2006,9164.853549
1/22/2006,9516.660283
1/23/2006,9513.691571
1/24/2006,8861.636677
1/25/2006,8405.43171
1/26/2006,8035.814251
1/27/2006,9367.993148
1/28/2006,9097.053869
1/29/2006,8993.758644
1/30/2006,8944.295934
1/31/2006,9115.322805
2/1/2006,10044.59865
2/2/2006,10148.26736
2/3/2006,9070.777202
2/4/2006,8639.50407
2/5/2006,8490.02093
2/6/2006,9166.028695
2/7/2006,8661.429838
2/8/2006,8447.883979
2/9/2006,8983.834709
2/10/2006,8390.912399
2/11/2006,8491.41032
2/12/2006,8952.957652
2/13/2006,8734.025891
2/14/2006,8805.046851
2/15/2006,8820.422643
2/16/2006,8635.814641
2/17/2006,9257.001965
2/18/2006,9460.907054
2/19/2006,9295.961532
2/20/2006,8848.418545
2/21/2006,9040.441356
2/22/2006,8958.244307
2/23/2006,8769.165767
2/24/2006,8917.308264
2/25/2006,8881.442056
2/26/2006,8630.527972
2/27/2006,8367.991963
2/28/2006,8625.787965
3/1/2006,8624.719407
3/2/2006,8524.379984
3/3/2006,8393.00375
3/4/2006,8414.730379
3/5/2006,8321.836521
3/6/2006,8830.621932
3/7/2006,8791.649911
3/8/2006,8681.644666
3/9/2006,8957.225173
3/10/2006,8986.439324
3/11/2006,8903.803201
3/12/2006,9096.64225
3/13/2006,9191.40698
3/14/2006,8806.725771
3/15/2006,8779.963404
3/16/2006,8679.362571
3/17/2006,8459.897203
3/18/2006,8464.774334
3/19/2006,8670.088598
3/20/2006,8232.105445
3/21/2006,8335.16818
3/22/2006,8345.138909
3/23/2006,8365.160612
3/24/2006,8421.16367
3/25/2006,8400.748522
3/26/2006,8252.038658
3/27/2006,8445.089128
3/28/2006,8469.733849
3/29/2006,8402.180683
3/30/2006,8415.072996
3/31/2006,8450.079323
4/1/2006,8266.803686
4/2/2006,8225.157425
4/3/2006,8313.206101
4/4/2006,8287.854103
4/5/2006,8325.358212
4/6/2006,8160.262348
4/7/2006,8473.318012
4/8/2006,8376.224134
4/9/2006,8321.50131
4/10/2006,8508.555715
4/11/2006,8423.131511
4/12/2006,8321.537028
4/13/2006,8273.959074
4/14/2006,7522.27566
4/15/2006,7896.840275
4/16/2006,7944.254936
4/17/2006,7505.986905
4/18/2006,8098.133056
4/19/2006,8125.132902
4/20/2006,8162.753145
4/21/2006,8392.522587
4/22/2006,8355.604653
4/23/2006,8360.925511
4/24/2006,8276.346852
4/25/2006,7666.579525
4/26/2006,8164.611686
4/27/2006,8310.265907
4/28/2006,8439.351655
4/29/2006,8434.714635
4/30/2006,8418.483427
5/1/2006,8554.11349
5/2/2006,8660.468589
5/3/2006,8490.998484
5/4/2006,8417.769987
5/5/2006,8534.396082
5/6/2006,8570.698318
5/7/2006,8634.790407
5/8/2006,8816.874141
5/9/2006,9003.460798
5/10/2006,8858.729216
5/11/2006,8932.60735
5/12/2006,8989.52012
5/13/2006,8891.751116
5/14/2006,8905.851555
5/15/2006,8821.016521
5/16/2006,8605.982944
5/17/2006,8788.421795
5/18/2006,8877.851366
5/19/2006,8788.424331
5/20/2006,8905.593823
5/21/2006,8961.851806
5/22/2006,9048.053423
5/23/2006,9391.877668
5/24/2006,9233.73667
5/25/2006,9226.872621
5/26/2006,9165.422476
5/27/2006,9374.590341
5/28/2006,9412.950194
5/29/2006,9466.318284
5/30/2006,9528.532989
5/31/2006,9610.329559
6/1/2006,9601.091138
6/2/2006,9967.775263
6/3/2006,9810.741434
6/4/2006,9694.08684
6/5/2006,10136.18583
6/6/2006,9768.174948
6/7/2006,9667.657829
6/8/2006,9671.988825
6/9/2006,9633.747587
6/10/2006,9715.158195
6/11/2006,9915.045042
6/12/2006,9281.229119
6/13/2006,9926.972884
6/14/2006,10077.06393
6/15/2006,10262.15321
6/16/2006,10062.92561
6/17/2006,10109.27225
6/18/2006,9951.632599
6/19/2006,10121.26314
6/20/2006,9761.868443
6/21/2006,9859.653662
6/22/2006,9775.293364
6/23/2006,9746.502639
6/24/2006,9727.28557
6/25/2006,9959.555271
6/26/2006,10089.513
6/27/2006,10119.08543
6/28/2006,10076.07087
6/29/2006,9930.242105
6/30/2006,10164.07202
7/1/2006,9896.526875
7/2/2006,9806.866788
7/3/2006,9770.393447
7/4/2006,9878.473496
7/5/2006,9753.837927
7/6/2006,9709.234833
7/7/2006,9748.853491
7/8/2006,9889.552941
7/9/2006,10019.75613
7/10/2006,9937.138731
7/11/2006,9645.51749
7/12/2006,9644.169676
7/13/2006,9862.508472
7/14/2006,9764.220211
7/15/2006,9908.630648
7/16/2006,9639.440573
7/17/2006,9572.050042
7/18/2006,9853.247709
7/19/2006,10002.54569
7/20/2006,10082.99006
7/21/2006,9925.306763
7/22/2006,9877.343204
7/23/2006,9912.267863
7/24/2006,9997.992401
7/25/2006,9766.593072
7/26/2006,9580.139652
7/27/2006,9428.338058
7/28/2006,9361.053479
7/29/2006,9383.544651
7/30/2006,9532.122031
7/31/2006,9686.9346
8/1/2006,9733.767501
8/2/2006,9920.21823
8/3/2006,9850.180925
8/4/2006,10213.07948
8/5/2006,10010.94231
8/6/2006,9873.44436
8/7/2006,9746.241757
8/8/2006,9760.539699
8/9/2006,9777.175855
8/10/2006,9783.170821
8/11/2006,9610.48124
8/12/2006,9544.888722
8/13/2006,9434.907827
8/14/2006,9375.017069
8/15/2006,9426.302796
8/16/2006,9281.440078
8/17/2006,9133.027364
8/18/2006,9009.432164
8/19/2006,9157.697232
8/20/2006,9304.51024
8/21/2006,9230.156686
8/22/2006,9007.929913
8/23/2006,8959.814501
8/24/2006,9089.761489
8/25/2006,9124.801863
8/26/2006,9128.037376
8/27/2006,9013.181672
8/28/2006,9081.803489
8/29/2006,9144.697309
8/30/2006,9026.429053
8/31/2006,8801.958831
9/1/2006,8794.358385
9/2/2006,8522.486245
9/3/2006,8412.291667
9/4/2006,8463.669703
9/5/2006,8576.280276
9/6/2006,8867.35554
9/7/2006,9192.718291
9/8/2006,9091.954536
9/9/2006,9418.888338
9/10/2006,9543.540615
9/11/2006,9373.870297
9/12/2006,9162.390013
9/13/2006,8837.371912
9/14/2006,8717.29137
9/15/2006,8625.039727
9/16/2006,8520.874804
9/17/2006,8432.326567
9/18/2006,8561.5846
