date,all_load
2/5/2008,9142.634375
2/6/2008,8999.779225
2/7/2008,8725.180724
2/8/2008,8826.423242
2/9/2008,8867.896786
2/10/2008,8731.647777
2/11/2008,9015.703071
2/12/2008,9135.702529
2/13/2008,9062.138816
2/14/2008,8818.471184
2/15/2008,8921.020933
2/16/2008,8844.459289
2/17/2008,8261.193122
2/18/2008,8487.449974
2/19/2008,8554.185308
2/20/2008,8612.403169
2/21/2008,8701.979673
2/22/2008,9176.554916
2/23/2008,9120.618032
2/24/2008,8300.084502
2/25/2008,8394.902034
2/26/2008,8679.297794
2/27/2008,8789.504591
2/28/2008,8755.935485
2/29/2008,8775.577185
3/1/2008,8597.896302
3/2/2008,8081.864487
3/3/2008,8304.004075
3/4/2008,8584.675093
3/5/2008,8764.222755
3/6/2008,8872.050418
3/7/2008,8962.970434
3/8/2008,8875.055083
3/9/2008,8332.226449
3/10/2008,8571.682557
3/11/2008,8745.200606
3/12/2008,8818.323196
3/13/2008,8919.508715
3/14/2008,9186.996352
3/15/2008,9167.860095
3/16/2008,8746.499686
3/17/2008,8971.873493
3/18/2008,9078.953585
3/19/2008,9045.99555
3/20/2008,9025.719163
3/21/2008,8731.259609
3/22/2008,8692.421993
3/23/2008,8110.837771
3/24/2008,8004.119884
3/25/2008,8336.021306
3/26/2008,8467.590497
3/27/2008,8512.999033
3/28/2008,8725.726267
3/29/2008,8623.292482
3/30/2008,8061.706237
3/31/2008,8232.257297
4/1/2008,8323.572247
4/2/2008,8256.002287
4/3/2008,8325.610819
4/4/2008,8627.093544
4/5/2008,8488.880857
4/6/2008,8192.137116
4/7/2008,8407.337197
4/8/2008,8526.557089
4/9/2008,8581.956569
4/10/2008,8813.664173
4/11/2008,8720.989935
4/12/2008,8665.100463
4/13/2008,8403.944787
4/14/2008,8354.807082
4/15/2008,8473.245309
4/16/2008,8522.297159
4/17/2008,8549.308816
4/18/2008,8727.042539
4/19/2008,8715.655223
4/20/2008,8309.667318
4/21/2008,8467.760997
4/22/2008,8609.889872
4/23/2008,8645.210393
4/24/2008,8597.831876
4/25/2008,8508.32769
4/26/2008,8399.837286
4/27/2008,8120.259434
4/28/2008,8439.329371
4/29/2008,8659.934914
4/30/2008,8807.176936
5/1/2008,8845.131051
5/2/2008,8995.894359
5/3/2008,9009.100669
5/4/2008,8618.284605
5/5/2008,8790.190995
5/6/2008,8939.082266
5/7/2008,8927.019502
5/8/2008,8927.217249
5/9/2008,9060.313069
5/10/2008,9017.817275
5/11/2008,8540.90627
5/12/2008,8697.697381
5/13/2008,8869.025809
5/14/2008,8923.646488
5/15/2008,8926.069028
5/16/2008,9102.808025
5/17/2008,9081.004217
5/18/2008,8773.416619
5/19/2008,8954.390159
5/20/2008,9080.396074
5/21/2008,9140.087906
5/22/2008,9180.859305
5/23/2008,9432.270536
5/24/2008,9406.083664
5/25/2008,8994.646191
5/26/2008,9102.19761
5/27/2008,9109.314761
5/28/2008,9160.542617
5/29/2008,9136.790286
5/30/2008,9246.908039
5/31/2008,9261.162964
6/1/2008,8898.559424
6/2/2008,9089.182409
6/3/2008,9241.933082
6/4/2008,9276.525031
6/5/2008,9304.385235
6/6/2008,9411.669846
6/7/2008,9390.244822
6/8/2008,9164.576604
6/9/2008,8693.84248
6/10/2008,8853.631994
6/11/2008,8891.60873
6/12/2008,8898.064191
6/13/2008,9207.529886
6/14/2008,9300.518343
6/15/2008,9170.015421
6/16/2008,9222.091307
6/17/2008,9329.08238
6/18/2008,9315.77896
6/19/2008,9345.687714
6/20/2008,9505.028102
6/21/2008,9558.379401
6/22/2008,9233.442193
6/23/2008,9432.426373
6/24/2008,9471.957809
6/25/2008,9472.12609
6/26/2008,9546.082065
6/27/2008,9801.717456
6/28/2008,9878.534722
6/29/2008,9490.140077
6/30/2008,9610.983021
7/1/2008,9732.370998
7/2/2008,9687.383049
7/3/2008,9551.631921
7/4/2008,9808.191931
7/5/2008,9774.155296
7/6/2008,9180.580494
7/7/2008,9378.408329
7/8/2008,9596.319806
7/9/2008,9839.449039
7/10/2008,9967.985742
7/11/2008,10103.3477
7/12/2008,10161.69524
7/13/2008,9754.913196
7/14/2008,9680.249465
7/15/2008,9757.029319
7/16/2008,9808.245244
7/17/2008,9851.935385
7/18/2008,10010.78705
7/19/2008,10091.5771
7/20/2008,9718.058523
7/21/2008,9899.182496
7/22/2008,10210.1423
7/23/2008,10205.77236
7/24/2008,10108.24761
7/25/2008,10293.96063
7/26/2008,10161.62284
7/27/2008,9913.551052
7/28/2008,10319.24402
7/29/2008,10397.45875
7/30/2008,10305.57347
7/31/2008,10249.39482
8/1/2008,10384.95939
8/2/2008,10353.2869
8/3/2008,9855.417232
8/4/2008,9939.211569
8/5/2008,10111.82219
8/6/2008,10244.67662
8/7/2008,10238.08382
8/8/2008,10307.28996
8/9/2008,10222.85146
8/10/2008,9957.639696
8/11/2008,10154.17227
8/12/2008,10389.89779
8/13/2008,10360.77135
8/14/2008,10324.88894
8/15/2008,10385.22283
8/16/2008,10317.14234
8/17/2008,9925.824731
8/18/2008,10027.11283
8/19/2008,10026.82054
8/20/2008,10096.95532
8/21/2008,10115.53839
8/22/2008,10397.24775
8/23/2008,10463.26026
8/24/2008,9894.117856
8/25/2008,9964.732804
8/26/2008,9918.152809
8/27/2008,9908.186139
8/28/2008,9871.539253
8/29/2008,9964.592109
8/30/2008,9856.791962
8/31/2008,9257.706832
9/1/2008,9258.884347
9/2/2008,9370.191409
9/3/2008,9457.53181
9/4/2008,9511.880493
9/5/2008,9711.454792
9/6/2008,9833.547187
9/7/2008,9233.451592
9/8/2008,9359.664044
9/9/2008,9431.061978
9/10/2008,9460.434944
9/11/2008,9416.223263
9/12/2008,9490.398144
9/13/2008,9300.724902
9/14/2008,8766.941358
9/15/2008,8831.053826
9/16/2008,8917.27652
9/17/2008,9004.119081
9/18/2008,8967.88471
9/19/2008,9093.865277
9/20/2008,9044.382895
9/21/2008,8491.633493
9/22/2008,8622.00446
9/23/2008,8794.607145
9/24/2008,8791.577822
9/25/2008,8709.032289
9/26/2008,8843.636038
9/27/2008,8703.748615
9/28/2008,8315.562606
9/29/2008,8501.973932
9/30/2008,8638.142857
10/1/2008,8645.46219
10/2/2008,8718.14467
10/3/2008,8950.717292
10/4/2008,8656.043844
10/5/2008,8510.040617
10/6/2008,8125.746642
10/7/2008,8287.514041
10/8/2008,8362.117338
10/9/2008,8347.468205
10/10/2008,8528.253602
10/11/2008,8529.00302
10/12/2008,8126.964469
10/13/2008,8433.391344
10/14/2008,8527.826305
10/15/2008,8517.663678
10/16/2008,8471.34423
10/17/2008,8615.639222
10/18/2008,8579.399883
10/19/2008,8227.97144
10/20/2008,8346.963315
10/21/2008,8339.586339
10/22/2008,8565.787063
10/23/2008,8610.981567
10/24/2008,8788.393913
10/25/2008,8681.690667
10/26/2008,8198.783176
10/27/2008,8560.122068
10/28/2008,8594.4261
10/29/2008,8602.037114
10/30/2008,8601.101229
10/31/2008,8971.683276
11/1/2008,8728.973475
11/2/2008,8541.479953
11/3/2008,8607.402246
11/4/2008,8592.753108
11/5/2008,8594.976448
11/6/2008,8678.931021
11/7/2008,8697.092203
11/8/2008,8561.546796
11/9/2008,8394.710827
11/10/2008,8480.194155
11/11/2008,8565.42788
11/12/2008,8666.329836
