date,new_avg_load
2006-07-31,2775.5768847577383
2006-08-01,2212.7427462353207
2006-08-02,2780.27526239405
2006-08-03,2208.8859370826654
2006-08-04,3071.953841646636
2006-08-05,2915.9627537059305
2006-08-06,2721.145715494792
2006-08-07,2782.3919427504798
2006-08-08,2979.5489033367353
2006-08-09,2983.462424286971
2006-08-10,2742.741318056045
2006-08-11,2868.5166510785234
2006-08-12,2967.85433377433
2006-08-13,3027.142776928676
2006-08-14,2959.6101031797934
2006-08-15,3467.7529523686376
2006-08-16,4822.103450871395
2006-08-17,4110.1069821964
2006-08-18,3087.257851026353
2006-08-19,2729.714512533974
2006-08-20,2944.8246161554084
2006-08-21,4032.200762158684
2006-08-22,3751.4826427283656
2006-08-23,3703.907926799548
2006-08-24,3789.0844527828294
2006-08-25,3104.7209516726766
2006-08-26,3124.695901435437
2006-08-27,3101.786358398441
2006-08-28,3730.063505391033
2006-08-29,4494.4774719058805
2006-08-30,4027.076638246194
2006-08-31,4543.627399889825
2006-09-01,5360.217473028201
2006-09-02,5132.9606615584935
2006-09-03,3269.8675323016832
2006-09-04,3529.4958120826655
2006-09-05,3525.1291914024373
2006-09-06,2882.659886003108
2006-09-07,3421.674480502137
2006-09-08,2865.250094876805
2006-09-09,2973.3635192307693
2006-09-10,3013.5404294871805
2006-09-11,3319.637524222093
2006-09-12,3784.060164388019
2006-09-13,3827.6277288133765
2006-09-14,4061.9624207171887
2006-09-15,3851.5095618024657
2006-09-16,3671.8414342097203
2006-09-17,4081.5923100203486
2006-09-18,5423.527874209563
2006-09-19,6045.395735869596
2006-09-20,4709.316529947917
2006-09-21,5734.124432234434
2006-09-22,5897.598275604356
2006-09-23,5765.625154517723
2006-09-24,3350.6712821430956
2006-09-25,4031.454334785656
2006-09-26,5013.197440304487
2006-09-27,4319.027788136017
2006-09-28,4482.1128110476775
2006-09-29,3787.0925383049894
2006-09-30,3355.8790714151396
2006-10-01,3780.4662555804866
2006-10-02,3588.3032264957264
2006-10-03,3914.845279580662
2006-10-04,4760.51088109209
2006-10-05,4084.3124433259886
2006-10-06,4640.948180156191
2006-10-07,4190.23640300816
2006-10-08,3043.8731076221948
2006-10-09,3219.6529550280457
2006-10-10,4338.383951524702
2006-10-11,5390.455363416895
2006-10-12,7342.97279321915
2006-10-13,7678.579881786568
2006-10-14,4488.316498731303
2006-10-15,3255.9729003572397
2006-10-16,4124.351256410259
2006-10-17,6296.275415930208
2006-10-18,5236.36685914129
2006-10-19,5682.623624549279
2006-10-20,3390.060613606771
2006-10-21,2901.6260294471163
2006-10-22,3215.8639292274215
2006-10-23,4209.61563733131
2006-10-24,4980.925252247796
2006-10-25,3994.9472475293805
2006-10-26,5306.809453396785
2006-10-27,3948.641118097291
2006-10-28,2958.2805095283156
2006-10-29,3567.7303054497347
2006-10-30,5027.837930206691
2006-10-31,5148.8385088344485
2006-11-01,5680.117015444976
2006-11-02,4828.947476963146
2006-11-03,4149.058522360776
2006-11-04,3448.1740754790994
2006-11-05,3768.368442457935
2006-11-06,3930.3359451806987
2006-11-07,3844.1832230235054
2006-11-08,3542.1463420973573
2006-11-09,4193.908611700909
2006-11-10,5492.841526880556
2006-11-11,5025.129314152645
2006-11-12,5346.134282121516
2006-11-13,4278.453408578727
2006-11-14,4547.798290347891
2006-11-15,2390.118045398702
2006-11-16,3477.9054003102674
2006-11-17,4171.819031017939
2006-11-18,4544.018145449384
2006-11-19,5048.398328120372
2006-11-20,7518.48198678369
2006-11-21,8571.638677239744
2006-11-22,5735.6195663841245
2006-11-23,5572.657737279649
2006-11-24,5963.7745892811145
2006-11-25,5097.136792100696
2006-11-26,4556.641024856437
2006-11-27,6273.432871665603
2006-11-28,5714.441433643829
2006-11-29,4734.163575504138
2006-11-30,6207.467190782412
2006-12-01,5662.820258460583
2006-12-02,3635.374304687501
2006-12-03,3801.893780209179
2006-12-04,4698.541434613816
2006-12-05,5444.209316911379
2006-12-06,5463.086458331013
2006-12-07,5744.70462211895
2006-12-08,5651.457274138621
2006-12-09,5372.454182308362
2006-12-10,5385.9406499148645
2006-12-11,4528.800781183228
2006-12-12,4937.127904997996
2006-12-13,6814.838806731895
2006-12-14,5119.722569822402
2006-12-15,4636.878153712609
2006-12-16,4289.959559625574
2006-12-17,4346.51445014776
2006-12-18,5069.390174925513
2006-12-19,5074.956595552885
2006-12-20,5589.969410807292
2006-12-21,5763.17426502404
2006-12-22,5899.116705044742
2006-12-23,4574.417989733577
2006-12-24,4624.70763251202
2006-12-25,3309.301145173946
2006-12-26,3646.7921615122787
2006-12-27,4896.087457064635
2006-12-28,4956.322579243455
2006-12-29,4921.570646125468
2006-12-30,4575.1891484375
2006-12-31,4404.742561097758
2007-01-01,4262.681390939978
2007-01-02,4988.520480719152
2007-01-03,5060.924592022237
2007-01-04,5433.337566907204
2007-01-05,5682.133813921029
2007-01-06,5994.611909555273
2007-01-07,4725.600345615506
2007-01-08,4987.764212873933
2007-01-09,5360.795847030249
2007-01-10,6109.620643642843
2007-01-11,6763.297974287133
2007-01-12,6319.259692007214
2007-01-13,5021.636120792431
2007-01-14,5146.62033072082
2007-01-15,6317.467159530254
2007-01-16,6643.894774114493
2007-01-17,6716.217006410256
2007-01-18,6787.9536768663165
2007-01-19,6792.755693537693
2007-01-20,7833.635065159889
2007-01-21,7125.201733824401
2007-01-22,6813.904660306491
2007-01-23,6766.557607071318
2007-01-24,5911.005236912396
2007-01-25,6330.800656792537
2007-01-26,5726.509446296314
2007-01-27,4969.522699308829
2007-01-28,5111.467415727145
2007-01-29,6941.419636324177
2007-01-30,6621.779238222831
2007-01-31,5820.1096874999985
2007-02-01,6026.035162459934
2007-02-02,6358.212386268031
2007-02-03,6191.866088007482
2007-02-04,5826.394995843349
2007-02-05,6925.767759114587
2007-02-06,6732.369478165061
2007-02-07,6512.169087448249
2007-02-08,6656.211462865584
2007-02-09,6645.267639222388
2007-02-10,5881.061433126336
2007-02-11,4912.153458792401
2007-02-12,5560.046894698185
2007-02-13,5896.381574118591
2007-02-14,6058.636513744454
2007-02-15,6734.891519305892
2007-02-16,6814.702800564239
2007-02-17,6169.715282301682
2007-02-18,5880.196835904277
2007-02-19,6974.977856236645
2007-02-20,7079.85015445852
2007-02-21,6833.27088221154
2007-02-22,6722.14715920473
2007-02-23,6696.486464927216
2007-02-24,5544.16524313902
2007-02-25,5046.128128255207
2007-02-26,5932.834628986437
2007-02-27,6272.358844928224
2007-02-28,6270.595279647436
2007-03-01,6640.190255807194
2007-03-02,7287.9881204927915
2007-03-03,7265.638571290413
2007-03-04,5839.61810917468
2007-03-05,5750.244274014451
2007-03-06,5594.261318913866
2007-03-07,6128.363037622882
2007-03-08,5701.639216629941
2007-03-09,5125.991340381261
2007-03-10,5144.708833447388
2007-03-11,5067.176399038465
2007-03-12,5054.547394631409
2007-03-13,5025.48120606671
2007-03-14,5621.349787672007
2007-03-15,7566.3321996658715
2007-03-16,6505.0834436090245
2007-03-17,5258.615607221557
2007-03-18,5055.675355965317
2007-03-19,6395.658706902503
2007-03-20,6895.438412343083
2007-03-21,6982.518252737715
2007-03-22,7185.617013671877
2007-03-23,7185.680159599565
2007-03-24,4585.399347956732
2007-03-25,4408.305305246729
2007-03-26,4628.9942295339215
2007-03-27,4913.71320630802
2007-03-28,5374.229485844015
2007-03-29,4926.939200878829
2007-03-30,4425.186646327863
2007-03-31,4264.56725425261
2007-04-01,4426.196547068784
2007-04-02,5252.312133179753
2007-04-03,5047.909813151044
2007-04-04,5014.726730588606
2007-04-05,4337.439905273438
2007-04-06,3405.4984340277774
2007-04-07,3734.5731807994816
2007-04-08,3648.7360203153985
2007-04-09,3827.539839218894
2007-04-10,4593.332779245429
2007-04-11,4751.978143028848
2007-04-12,4373.731702325055
2007-04-13,4518.4177140764195
2007-04-14,4509.846117713173
2007-04-15,4389.394568509614
2007-04-16,4802.889960862381
2007-04-17,4841.732504951564
2007-04-18,4801.309000995286
2007-04-19,4914.563914346288
2007-04-20,4633.954546330514
2007-04-21,4190.8813968971945
2007-04-22,3631.0936838191114
2007-04-23,3962.697715619992
2007-04-24,3675.276506410259
2007-04-25,3525.3526998530997
2007-04-26,3625.1566072716355
2007-04-27,3963.8212056373545
2007-04-28,4349.576421841613
2007-04-29,4022.796751519098
2007-04-30,4343.76992881811
2007-05-01,4812.280014781987
2007-05-02,5552.835723429432
2007-05-03,5838.672677664001
2007-05-04,4692.030459955626
2007-05-05,4004.3912246815016
2007-05-06,3822.690184083431
2007-05-07,4947.029003730969
2007-05-08,5099.566237196179
2007-05-09,4237.798516376204
2007-05-10,3859.5810769939812
2007-05-11,3883.349680608589
2007-05-12,4263.537868589745
2007-05-13,4016.266764410016
2007-05-14,4273.387429754273
2007-05-15,4650.770682036851
2007-05-16,4662.003871547925
2007-05-17,4453.891904058964
2007-05-18,4268.175184395034
2007-05-19,3703.5291225961532
2007-05-20,3578.5331690037424
2007-05-21,3334.572010742189
2007-05-22,3113.574283119657
2007-05-23,3289.5309981971136
2007-05-24,3267.9492188542763
2007-05-25,3153.825796262844
2007-05-26,3218.461935346554
2007-05-27,3536.7408183092957
2007-05-28,4682.615247751962
2007-05-29,3764.1744226846286
2007-05-30,2472.698219818375
2007-05-31,3164.304827976288
2007-06-01,3532.4920079627404
2007-06-02,2977.1875934899035
2007-06-03,2842.4889810947507
2007-06-04,2805.763151761123
2007-06-05,3107.009865386132
2007-06-06,3734.113049846421
2007-06-07,3690.82836076055
2007-06-08,3509.8073250833454
2007-06-09,2819.720259328382
2007-06-10,2460.4597280580856
2007-06-11,2118.1308122996807
2007-06-12,2066.9256520261583
2007-06-13,2077.64732966925
2007-06-14,2490.553386960805
2007-06-15,3598.4491059028605
2007-06-16,3302.953493522971
2007-06-17,2723.4328675881397
2007-06-18,2086.5104835585685
2007-06-19,2608.7999459053817
2007-06-20,2261.107129256688
2007-06-21,1833.4343850245054
2007-06-22,1882.5213903840236
2007-06-23,2127.671366418024
2007-06-24,3241.3613823117
2007-06-25,3062.54307001202
2007-06-26,2249.0133289847445
2007-06-27,2228.2634476829603
2007-06-28,3655.4978064903835
2007-06-29,2968.2318039112592
2007-06-30,2337.4435465800207
2007-07-01,3209.0390209501866
2007-07-02,4473.313030849358
2007-07-03,4465.990581805891
2007-07-04,2983.213887219551
2007-07-05,2887.7688119240797
2007-07-06,2649.8073735381136
2007-07-07,1742.763161524592
2007-07-08,2696.831922242282
2007-07-09,2500.0886110026418
2007-07-10,2708.2373422475966
2007-07-11,2390.580303327039
2007-07-12,2267.3433241429193
2007-07-13,2133.981816063727
2007-07-14,1611.712512635921
2007-07-15,1281.905346857726
2007-07-16,1461.4839935919053
2007-07-17,1906.0061299042807
2007-07-18,2177.2265685233792
2007-07-19,2777.5963195957343
2007-07-20,2631.759392528045
2007-07-21,2430.753342380684
2007-07-22,2565.627791008065
2007-07-23,2819.038175672627
2007-07-24,3672.248586062471
2007-07-25,3757.1113948169605
2007-07-26,3579.8707421875
2007-07-27,3211.319651308763
2007-07-28,2277.947372676946
2007-07-29,2109.5448811190654
2007-07-30,2634.0079801908705
2007-07-31,5069.692307023342
2007-08-01,4987.109444986979
2007-08-02,3021.1656497061977
2007-08-03,2256.112371289283
2007-08-04,2862.108398144635
2007-08-05,2853.3153507876
2007-08-06,3021.862064251333
2007-08-07,3744.1555551588276
2007-08-08,4586.223429231042
2007-08-09,4529.732208885142
2007-08-10,5163.146974065673
2007-08-11,3963.6284536261055
2007-08-12,2479.225860042735
2007-08-13,2026.904208400797
2007-08-14,2851.9162418736005
2007-08-15,2936.7526703647272
2007-08-16,3791.3790959663042
2007-08-17,3008.2534742632192
2007-08-18,2845.440734074518
2007-08-19,3320.027044187366
2007-08-20,3543.762973207133
2007-08-21,3528.761078458869
2007-08-22,3377.7397032843646
2007-08-23,3161.966278846158
2007-08-24,3560.060820681901
2007-08-25,3527.968573406647
2007-08-26,4077.7252464443113
2007-08-27,4775.863125355817
2007-08-28,4374.490625676079
2007-08-29,4663.9869340945515
2007-08-30,5415.919946764824
2007-08-31,3584.8009957682284
2007-09-01,3840.8050026867604
2007-09-02,3578.7511943239842
2007-09-03,2987.6286093749977
2007-09-04,3305.462816239318
2007-09-05,3323.4928761017663
2007-09-06,3076.2795836838923
2007-09-07,3188.995752074835
2007-09-08,2674.736039630073
2007-09-09,3203.095427143348
2007-09-10,4229.412543725596
2007-09-11,3896.615544777208
2007-09-12,3942.317153454752
2007-09-13,5044.4567768143
2007-09-14,3863.0534024233552
2007-09-15,3525.1305422662567
2007-09-16,3254.9050446965134
2007-09-17,3685.737130742521
2007-09-18,4079.2060051184135
2007-09-19,3851.669592414531
2007-09-20,3437.694032318375
2007-09-21,2886.613945383695
2007-09-22,2745.5368040887256
2007-09-23,3847.9682084794354
2007-09-24,3966.712459805586
2007-09-25,3884.483344671536
2007-09-26,5087.538483403163
2007-09-27,5905.07059418737
2007-09-28,4008.066685594155
2007-09-29,4416.460968660685
2007-09-30,5684.668262069314
2007-10-01,4432.024091880341
2007-10-02,6418.4734275480305
2007-10-03,4596.096518852262
2007-10-04,4325.541143315554
2007-10-05,5114.760613996477
2007-10-06,3768.5094181941104
2007-10-07,3810.9873991887025
2007-10-08,3947.562404221755
2007-10-09,4088.6082769793015
2007-10-10,5141.359694191784
2007-10-11,4194.397280577521
2007-10-12,3157.451230034722
2007-10-13,3601.6519673781013
2007-10-14,4841.597421485192
2007-10-15,6086.500660136528
2007-10-16,3639.199097088676
2007-10-17,3788.2780543058175
2007-10-18,5025.7287890007065
2007-10-19,4553.40731557993
2007-10-20,4815.850117852506
2007-10-21,5316.721638092392
2007-10-22,5033.639105468749
2007-10-23,4432.764224634415
2007-10-24,4497.771584134613
2007-10-25,4582.750136910722
2007-10-26,4796.777366255855
2007-10-27,5388.86697800141
2007-10-28,6153.993296874998
2007-10-29,5378.839493887705
2007-10-30,5265.30169473305
2007-10-31,5151.248095285788
2007-11-01,5281.53060228444
2007-11-02,4634.298650173612
2007-11-03,4922.976841986142
2007-11-04,3192.3924848424135
2007-11-05,3431.8980033804096
2007-11-06,3674.9202822703114
2007-11-07,3932.9839017427867
2007-11-08,4177.691236353166
2007-11-09,4633.806226532405
2007-11-10,4199.133765863919
2007-11-11,4282.083654274741
2007-11-12,4920.700713144131
2007-11-13,5704.710615389339
2007-11-14,5347.9190237713665
2007-11-15,5682.925972489315
2007-11-16,5957.932924886594
2007-11-17,5341.449984558629
2007-11-18,5307.775576988898
2007-11-19,6085.628592915331
2007-11-20,6183.927765216015
2007-11-21,5287.083140758546
2007-11-22,4843.3612684044465
2007-11-23,4867.547727964745
2007-11-24,5233.902766624478
2007-11-25,5164.971635683758
2007-11-26,5317.25266459669
2007-11-27,5709.716102430559
2007-11-28,6042.482069978631
2007-11-29,5885.321155866053
2007-11-30,5128.0488957331745
2007-12-01,4964.939374296824
2007-12-02,4897.741119804269
2007-12-03,6020.3780226252065
2007-12-04,5930.234419204056
2007-12-05,6024.645154413732
2007-12-06,6214.316736044337
2007-12-07,5785.599041666664
2007-12-08,5811.05666922076
2007-12-09,5208.035382887623
2007-12-10,4876.292987154448
2007-12-11,5002.265759248129
2007-12-12,4917.400168865893
2007-12-13,4908.878562144997
2007-12-14,5655.489609517171
2007-12-15,5160.047526709402
2007-12-16,4623.884194644765
2007-12-17,5049.3747086338135
2007-12-18,5362.2849091045655
2007-12-19,5826.8717578125
2007-12-20,6565.376363807092
2007-12-21,6754.625115909869
2007-12-22,4477.500227604564
2007-12-23,4209.633277253196
2007-12-24,3914.5283564703564
2007-12-25,3829.458537088746
2007-12-26,4325.727769981971
2007-12-27,5220.877738018626
2007-12-28,5624.816119289449
2007-12-29,5447.169201411944
2007-12-30,5424.144148434565
2007-12-31,5638.179814778807
2008-01-01,5395.89766412564
2008-01-02,6270.606841346154
2008-01-03,6032.515734450116
2008-01-04,5760.527620300813
2008-01-05,5829.134080677753
2008-01-06,6032.653141025639
2008-01-07,6208.1886980836
2008-01-08,6580.84194594685
2008-01-09,6784.751554286864
2008-01-10,7031.962070990445
2008-01-11,6945.1235292237425
2008-01-12,6609.415291821199
2008-01-13,5179.877839610043
2008-01-14,5836.0470172442565
2008-01-15,6522.804910483199
2008-01-16,6046.369919621396
2008-01-17,5488.2448707682315
2008-01-18,5704.8374697682975
2008-01-19,5684.892015349559
2008-01-20,4661.21653031517
2008-01-21,4984.835439272417
2008-01-22,5255.597673997831
2008-01-23,5373.6474188149205
2008-01-24,5686.990549028445
2008-01-25,5860.745783157274
2008-01-26,5680.516310203724
2008-01-27,5846.621329577324
2008-01-28,6242.169777660923
2008-01-29,7698.177454927889
2008-01-30,7545.472013805421
2008-01-31,5991.933926282054
2008-02-01,6121.2658375901465
2008-02-02,5624.157648696247
2008-02-03,4953.938987296341
2008-02-04,6036.9438988381435
2008-02-05,6105.3457436899025
2008-02-06,5337.405847946778
2008-02-07,4849.979095385951
2008-02-08,4107.312388020835
2008-02-09,4159.528510254466
2008-02-10,4580.191566639958
2008-02-11,5569.7905481213365
2008-02-12,5238.892785957535
2008-02-13,5073.736822440905
2008-02-14,5282.037426599226
2008-02-15,5066.02824893499
2008-02-16,4948.479013660331
2008-02-17,5036.445833834135
2008-02-18,5615.575570078794
2008-02-19,5957.822788700814
2008-02-20,6180.306673611114
2008-02-21,6155.830529647439
2008-02-22,6278.779224008412
2008-02-23,5145.907069266632
2008-02-24,4978.7341671674685
2008-02-25,5763.981687366451
2008-02-26,5897.822876956103
2008-02-27,4544.934168987046
2008-02-28,4178.316459309896
2008-02-29,4024.759733591931
2008-03-01,3882.6740323978092
2008-03-02,4126.948208759015
2008-03-03,5100.333192274303
2008-03-04,5777.832592948722
2008-03-05,5902.643695617747
2008-03-06,5868.313285056091
2008-03-07,5181.407332779613
2008-03-08,4878.078985774916
2008-03-09,5341.8778392558315
2008-03-10,6089.075968822899
2008-03-11,6274.604962281077
2008-03-12,6281.4966566000785
2008-03-13,6323.849417944664
2008-03-14,6379.36897380847
2008-03-15,5875.42544422152
2008-03-16,5500.081315103177
2008-03-17,6289.258115124968
2008-03-18,6404.156696214401
2008-03-19,6594.582627027236
2008-03-20,4896.843602564102
2008-03-21,4361.870236778846
2008-03-22,4550.171547158788
2008-03-23,4618.548022502673
2008-03-24,5091.642878668343
2008-03-25,5496.594932963413
2008-03-26,4651.637362730371
2008-03-27,4385.031931743257
2008-03-28,4457.4954660727335
2008-03-29,4517.412203234537
2008-03-30,4163.352593524641
2008-03-31,4508.030340196367
2008-04-01,5341.291706204927
2008-04-02,4767.058788057381
2008-04-03,3748.1031029091264
2008-04-04,3966.048134509374
2008-04-05,3883.547370375935
2008-04-06,3674.626482132938
2008-04-07,4088.9103063568386
2008-04-08,4442.701439941976
2008-04-09,4453.52338308657
2008-04-10,4472.627839409722
2008-04-11,4516.218800951528
2008-04-12,3888.9903392455362
2008-04-13,3151.761998063568
2008-04-14,3786.827180697449
2008-04-15,3911.672984829765
2008-04-16,3959.63951284555
2008-04-17,3967.369538461538
2008-04-18,4307.224021133815
2008-04-19,3678.237990918803
2008-04-20,3591.2027345252427
2008-04-21,4057.665078125
2008-04-22,3867.554164730232
2008-04-23,4102.21653228499
2008-04-24,4568.97331186565
2008-04-25,3934.06519324779
2008-04-26,4614.960806403436
2008-04-27,2416.730700086806
2008-04-28,2677.1973082467375
2008-04-29,3189.5526577675446
2008-04-30,3598.9665489286394
2008-05-01,3829.9019615716834
2008-05-02,3302.032912660257
2008-05-03,2954.597150192911
2008-05-04,3116.630576128426
2008-05-05,3841.050913209328
2008-05-06,4163.558922867577
2008-05-07,3664.5025012520036
2008-05-08,3703.24777943738
2008-05-09,3836.9285484692173
2008-05-10,3539.75271514423
2008-05-11,3351.3922137419877
2008-05-12,3681.205532401844
2008-05-13,3717.1345873397418
2008-05-14,3997.4906768329333
2008-05-15,4530.086438551684
2008-05-16,4248.32111173966
2008-05-17,2565.4659986183356
2008-05-18,3018.98435123698
2008-05-19,3502.161153870898
2008-05-20,3482.9469716469716
2008-05-21,3378.997174078525
2008-05-22,3324.7911498743993
2008-05-23,3386.817204627404
2008-05-24,2506.7119465535734
2008-05-25,3339.5374373998407
2008-05-26,3856.00919063001
2008-05-27,3367.5804248464187
2008-05-28,3321.9465903952064
2008-05-29,3606.7542765182075
2008-05-30,3360.2771028062766
2008-05-31,3339.32064376675
2008-06-01,3662.105870643029
2008-06-02,4141.859090119188
2008-06-03,4336.0251233974395
2008-06-04,3947.6333076923065
2008-06-05,3773.241564853766
2008-06-06,3324.0507022404645
2008-06-07,3141.115206330129
2008-06-08,3143.1653623046873
2008-06-09,3326.81398369152
2008-06-10,4327.646941506262
2008-06-11,3907.405530315171
2008-06-12,3574.3524299629403
2008-06-13,2580.0083291675605
2008-06-14,2985.8721533370067
2008-06-15,3434.2807530799278
2008-06-16,3645.32974045139
2008-06-17,3978.755396634615
2008-06-18,3868.4768531734126
2008-06-19,3633.896358757345
2008-06-20,3228.7663219401056
2008-06-21,2615.4019297196246
2008-06-22,2211.515629091402
2008-06-23,2956.8770696321826
2008-06-24,3262.2138688600544
2008-06-25,3556.84626832098
2008-06-26,3119.1764657281033
2008-06-27,2731.692743008718
2008-06-28,2827.539713417409
2008-06-29,3514.0194174679523
2008-06-30,3477.923893437834
2008-07-01,3594.5657406850983
2008-07-02,2811.7810047248104
2008-07-03,2454.4623562362476
2008-07-04,3180.2759442107417
