date,all_load
3/6/2008,9261.071042
3/7/2008,9274.488412
3/8/2008,9124.573429
3/9/2008,8532.147534
3/10/2008,8731.928237
3/11/2008,8873.708321
3/12/2008,8921.442849
3/13/2008,9002.320179
3/14/2008,9253.563471
3/15/2008,9221.43389
3/16/2008,8789.680913
3/17/2008,9006.742695
3/18/2008,9107.175133
3/19/2008,9068.900874
3/20/2008,9044.373336
3/21/2008,8746.514618
3/22/2008,8704.959352
3/23/2008,8121.202613
3/24/2008,8012.748237
3/25/2008,8343.261908
3/26/2008,8473.722254
3/27/2008,8518.244983
3/28/2008,8730.264749
3/29/2008,8627.266079
3/30/2008,8065.228918
3/31/2008,8235.420144
4/1/2008,8326.448026
4/2/2008,8258.649114
4/3/2008,8328.075082
4/4/2008,8629.412255
4/5/2008,8491.083517
4/6/2008,8194.247224
4/7/2008,8409.373443
4/8/2008,8528.534318
4/9/2008,8583.88655
4/10/2008,8815.556209
4/11/2008,8722.851361
4/12/2008,8666.937036
4/13/2008,8405.761002
4/14/2008,8356.606425
4/15/2008,8475.030459
4/16/2008,8524.070149
4/17/2008,8551.071164
4/18/2008,8728.795351
4/19/2008,8717.399278
4/20/2008,8311.403132
4/21/2008,8469.48888
4/22/2008,8611.60997
4/23/2008,8646.931992
4/24/2008,8599.551073
4/25/2008,8510.041271
4/26/2008,8401.54264
4/27/2008,8121.954491
4/28/2008,8441.012524
4/29/2008,8661.604954
4/30/2008,8808.832996
5/1/2008,8846.772542
5/2/2008,8997.52092
5/3/2008,9010.712135
5/4/2008,8619.880983
5/5/2008,8791.772432
5/6/2008,8940.649037
5/7/2008,8928.571982
5/8/2008,8928.755885
5/9/2008,9061.838362
5/10/2008,9019.329795
5/11/2008,8542.406656
5/12/2008,8699.186336
5/13/2008,8870.504121
5/14/2008,8925.115057
5/15/2008,8927.528849
5/16/2008,9104.260174
5/17/2008,9082.449833
5/18/2008,8774.856881
5/19/2008,8955.826279
5/20/2008,9081.829303
5/21/2008,9141.519547
5/22/2008,9182.290701
5/23/2008,9433.703055
5/24/2008,9407.518691
5/25/2008,8996.085106
5/26/2008,9103.655472
5/27/2008,9110.793373
5/28/2008,9162.043516
5/29/2008,9138.314735
5/30/2008,9248.457035
5/31/2008,9262.737256
6/1/2008,8900.15953
6/2/2008,9090.808631
6/3/2008,9243.585525
6/4/2008,9278.203627
6/5/2008,9306.089772
6/6/2008,9413.399994
6/7/2008,9392.000155
6/8/2008,9166.356616
6/9/2008,8695.646598
6/10/2008,8855.459588
6/11/2008,8893.459128
6/12/2008,8899.936686
6/13/2008,9209.423752
6/14/2008,9302.432842
6/15/2008,9171.949814
6/16/2008,9224.044859
6/17/2008,9331.054361
6/18/2008,9317.768649
6/19/2008,9347.694402
6/20/2008,9507.05109
6/21/2008,9560.418002
6/22/2008,9235.495733
6/23/2008,9434.494188
6/24/2008,9474.03925
6/25/2008,9474.220516
6/26/2008,9548.188847
6/27/2008,9803.835974
6/28/2008,9880.664367
6/29/2008,9492.280249
6/30/2008,9613.133126
7/1/2008,9734.530452
7/2/2008,9689.551275
7/3/2008,9553.808349
7/4/2008,9810.375999
7/5/2008,9776.346446
7/6/2008,9182.778177
7/7/2008,9380.612001
7/8/2008,9598.528929
7/9/2008,9841.663081
