date,all_load
1/7/2006,7741.317611
1/8/2006,7654.564171
1/9/2006,8795.436013
1/10/2006,9456.922182
1/11/2006,9757.546966
1/12/2006,9156.166958
1/13/2006,8719.990541
1/14/2006,8457.186088
1/15/2006,7773.468717
1/16/2006,9179.001044
1/17/2006,9144.043605
1/18/2006,8610.213849
1/19/2006,8570.998847
1/20/2006,8655.078185
1/21/2006,8552.240881
1/22/2006,8707.81323
1/23/2006,10180.5322
1/24/2006,9046.850079
1/25/2006,8507.624847
1/26/2006,8334.496675
1/27/2006,9661.316232
1/28/2006,8583.762718
1/29/2006,8073.304376
1/30/2006,9764.975379
1/31/2006,9026.525996
2/1/2006,10045.33148
2/2/2006,10278.80543
2/3/2006,9433.316768
2/4/2006,8035.225913
2/5/2006,7583.610995
2/6/2006,9665.822811
2/7/2006,8871.544009
2/8/2006,8857.902663
2/9/2006,9329.664332
2/10/2006,8488.58126
2/11/2006,8078.869867
2/12/2006,8419.897203
2/13/2006,9038.042198
2/14/2006,8677.784846
2/15/2006,9115.06299
2/16/2006,9150.134345
2/17/2006,9378.62602
2/18/2006,8794.435811
2/19/2006,8705.542906
2/20/2006,9146.884656
2/21/2006,9027.050881
2/22/2006,8987.348891
2/23/2006,9174.880376
2/24/2006,9321.738009
2/25/2006,8334.196666
2/26/2006,7876.842319
2/27/2006,8672.896798
2/28/2006,8919.395442
3/1/2006,8748.762958
3/2/2006,8865.467974
3/3/2006,8783.68597
3/4/2006,7912.688354
3/5/2006,7547.902741
3/6/2006,9118.443343
3/7/2006,9126.561061
3/8/2006,8869.167076
3/9/2006,9276.238075
3/10/2006,9131.728239
3/11/2006,8193.002267
3/12/2006,8309.315035
3/13/2006,9472.313863
3/14/2006,9085.797172
3/15/2006,8958.029007
3/16/2006,9083.690099
3/17/2006,8648.907955
3/18/2006,7816.018098
3/19/2006,7930.607505
3/20/2006,8568.14675
3/21/2006,8673.472023
3/22/2006,8680.975251
3/23/2006,8722.301987
3/24/2006,8607.947277
3/25/2006,7750.10222
3/26/2006,7504.449452
3/27/2006,8573.657774
3/28/2006,8785.582405
3/29/2006,8846.161023
3/30/2006,8812.128516
3/31/2006,8484.064456
4/1/2006,7625.797039
4/2/2006,7509.998644
4/3/2006,8439.964696
4/4/2006,8591.169843
4/5/2006,8828.836049
4/6/2006,8675.099267
4/7/2006,8450.782191
4/8/2006,7692.664336
4/9/2006,7552.443708
4/10/2006,8585.407963
4/11/2006,8617.411694
4/12/2006,8709.668604
4/13/2006,8798.437969
4/14/2006,7669.468199
4/15/2006,7398.419128
4/16/2006,7229.595226
4/17/2006,7690.375655
4/18/2006,8384.314008
4/19/2006,8462.141724
4/20/2006,8456.18186
4/21/2006,8556.365741
4/22/2006,7972.847664
4/23/2006,7565.916935
4/24/2006,8227.552432
4/25/2006,7972.115068
4/26/2006,8605.92707
4/27/2006,8603.0726
4/28/2006,8581.734253
4/29/2006,8128.457645
4/30/2006,7683.667331
5/1/2006,8541.993294
5/2/2006,8813.018872
5/3/2006,8921.643576
5/4/2006,8750.221168
5/5/2006,8715.128281
5/6/2006,8081.733925
5/7/2006,7925.503239
5/8/2006,8988.979054
5/9/2006,9288.389914
5/10/2006,9082.862053
5/11/2006,9176.489217
5/12/2006,9164.008938
5/13/2006,8345.820048
5/14/2006,8093.880252
5/15/2006,9005.441936
5/16/2006,9140.216777
5/17/2006,9070.378407
5/18/2006,9156.949868
5/19/2006,8959.827201
5/20/2006,8419.910204
5/21/2006,8128.34075
5/22/2006,9280.74715
5/23/2006,9880.663504
5/24/2006,9464.131456
5/25/2006,9381.43681
5/26/2006,9360.661525
5/27/2006,8913.04159
5/28/2006,8622.865544
5/29/2006,9650.565659
5/30/2006,10005.12153
5/31/2006,9882.685389
6/1/2006,9739.022356
6/2/2006,10133.87772
6/3/2006,9268.266913
6/4/2006,8995.985977
6/5/2006,10202.44486
6/6/2006,10134.89736
6/7/2006,9859.153328
6/8/2006,10036.60757
6/9/2006,9915.742407
6/10/2006,9230.599038
6/11/2006,9152.916143
6/12/2006,9547.333712
6/13/2006,10237.77128
6/14/2006,10275.15427
6/15/2006,10397.83906
6/16/2006,10465.00903
6/17/2006,9509.729891
6/18/2006,9144.144202
6/19/2006,10129.80341
6/20/2006,10266.88984
6/21/2006,10181.51686
6/22/2006,9972.807114
6/23/2006,9999.755025
6/24/2006,9345.09385
6/25/2006,9291.819841
6/26/2006,10173.13867
6/27/2006,10308.78356
6/28/2006,10360.31697
6/29/2006,10122.87077
6/30/2006,10412.05452
7/1/2006,9375.827548
7/2/2006,9176.44698
7/3/2006,9993.013458
7/4/2006,10098.09307
7/5/2006,9938.620796
7/6/2006,9995.781111
7/7/2006,10092.96887
