Date,Average Load
2006-08-09,10139.872291666668
2006-08-10,10021.786458333334
2006-08-11,9863.36625
2006-08-12,9068.14104166667
2006-08-13,8615.448541666667
2006-08-14,9531.853958333337
2006-08-15,9772.509166666669
2006-08-16,9591.17875
2006-08-17,9389.371249999997
2006-08-18,9193.266041666668
2006-08-19,8700.507499999998
2006-08-20,8514.169166666665
2006-08-21,9401.562916666666
2006-08-22,9373.07375
2006-08-23,9227.422083333331
2006-08-24,9369.481666666668
2006-08-25,9255.205416666666
2006-08-26,8689.962083333337
2006-08-27,8259.958125000003
2006-08-28,9259.312291666669
2006-08-29,9478.847291666669
2006-08-30,9242.835208333332
2006-08-31,9112.079375000005
2006-09-01,8919.401875000001
2006-09-02,8113.913750000001
2006-09-03,7690.1812500000015
2006-09-04,8638.577708333334
2006-09-05,8899.284375
2006-09-06,9060.721666666666
2006-09-07,9497.886458333336
2006-09-08,9224.383125000002
2006-09-09,9008.88
2006-09-10,8836.6975
2006-09-11,9525.020416666666
2006-09-12,9472.484375
2006-09-13,9034.287291666667
2006-09-14,9002.537916666666
2006-09-15,8780.93520833333
2006-09-16,8122.765416666668
2006-09-17,7769.718124999999
2006-09-18,8644.948958333334
2006-09-19,8820.545833333334
2006-09-20,8753.0375
2006-09-21,8730.251666666667
2006-09-22,8742.890833333333
2006-09-23,8051.810208333333
2006-09-24,7822.725208333331
2006-09-25,8546.381874999997
2006-09-26,8797.061875
2006-09-27,8752.369375
2006-09-28,8673.711875
2006-09-29,8587.792291666667
2006-09-30,7867.262291666666
2006-10-01,7495.467291666664
2006-10-02,7605.642708333332
2006-10-03,8406.274791666663
2006-10-04,8457.106875000001
2006-10-05,8650.355416666669
2006-10-06,8492.526875000001
2006-10-07,7917.957500000001
2006-10-08,7568.746041666665
2006-10-09,8409.641875
2006-10-10,8616.013958333333
2006-10-11,8595.525833333331
2006-10-12,8843.028125
2006-10-13,9286.624375
2006-10-14,8812.805208333333
2006-10-15,7714.931041666668
2006-10-16,8506.34666666667
2006-10-17,8732.290625
2006-10-18,8885.092916666663
2006-10-19,8973.131250000002
2006-10-20,8855.668541666668
2006-10-21,8088.517500000002
2006-10-22,7749.368958333335
2006-10-23,8536.193541666666
2006-10-24,8695.802916666666
2006-10-25,8649.712291666667
2006-10-26,8625.811666666668
2006-10-27,8699.627708333335
2006-10-28,7883.694375
2006-10-29,7626.802708333334
2006-10-30,8545.201874999997
2006-10-31,8789.153958333332
2006-11-01,8783.033125
2006-11-02,8933.481249999999
2006-11-03,8693.066458333333
2006-11-04,7919.980208333332
2006-11-05,7673.231875000002
2006-11-06,8551.358541666668
2006-11-07,8563.978333333333
2006-11-08,8578.689375
2006-11-09,8678.491041666663
2006-11-10,8596.772291666666
2006-11-11,8086.861875
2006-11-12,7901.439583333334
2006-11-13,8769.828125000002
2006-11-14,8640.055208333331
2006-11-15,8643.486875
2006-11-16,8720.968333333336
2006-11-17,8538.630833333335
2006-11-18,7914.772708333331
2006-11-19,7755.771666666667
2006-11-20,9156.443541666666
2006-11-21,9812.782708333334
2006-11-22,9738.847916666668
2006-11-23,9183.516250000002
2006-11-24,8949.426666666668
2006-11-25,8721.177291666667
2006-11-26,7941.747083333331
2006-11-27,8866.641249999999
2006-11-28,9897.47125
2006-11-29,9141.631041666666
2006-11-30,8719.098541666664
2006-12-01,9744.501458333334
2006-12-02,8273.061875000001
2006-12-03,7605.615833333332
2006-12-04,8554.018541666666
2006-12-05,8873.414166666666
2006-12-06,9085.124791666669
2006-12-07,9195.06395833333
2006-12-08,9143.140625
2006-12-09,8395.195416666667
2006-12-10,8205.644791666668
2006-12-11,9685.448333333332
2006-12-12,8723.680625
2006-12-13,8820.2425
2006-12-14,9748.876666666669
2006-12-15,8853.769791666668
2006-12-16,7938.126666666668
2006-12-17,7607.390833333332
2006-12-18,8829.249791666665
2006-12-19,8964.679166666667
2006-12-20,8785.142708333335
2006-12-21,8934.155
2006-12-22,8887.665416666665
2006-12-23,8128.824791666669
2006-12-24,7524.457499999999
2006-12-25,6698.577291666667
2006-12-26,6732.539375000001
2006-12-27,7641.717291666664
2006-12-28,7953.568958333331
2006-12-29,7923.782708333335
2006-12-30,7546.703750000001
2006-12-31,7302.715
2007-01-01,7154.631666666664
2007-01-02,8003.179791666668
2007-01-03,8146.0422916666685
2007-01-04,8352.288333333332
2007-01-05,8593.95625
2007-01-06,8331.505833333333
2007-01-07,7809.771874999998
2007-01-08,8532.28666666667
2007-01-09,8594.351874999998
2007-01-10,8918.423958333335
2007-01-11,9783.929374999998
2007-01-12,9976.516250000002
2007-01-13,8228.731458333332
2007-01-14,7889.187708333334
2007-01-15,9088.937708333337
2007-01-16,9488.02
2007-01-17,9773.599375
2007-01-18,9803.687291666663
2007-01-19,9754.181458333334
2007-01-20,9262.317916666669
2007-01-21,9410.288125
2007-01-22,9762.64625
2007-01-23,9877.3775
2007-01-24,9493.513333333334
2007-01-25,9159.862291666666
2007-01-26,8470.143750000001
2007-01-27,8117.223124999998
2007-01-28,7747.751666666666
2007-01-29,9090.127708333335
2007-01-30,10104.51854166667
2007-01-31,9422.099999999997
2007-02-01,9036.880416666663
2007-02-02,9212.874791666669
2007-02-03,8688.384166666669
2007-02-04,8412.982708333331
2007-02-05,9699.105833333337
2007-02-06,9758.417083333332
2007-02-07,9439.789791666664
2007-02-08,9414.576875
2007-02-09,9329.314374999996
2007-02-10,8536.859166666667
2007-02-11,8061.499791666665
2007-02-12,8946.542708333334
2007-02-13,8993.747500000001
2007-02-14,9058.015416666669
2007-02-15,9347.878125
2007-02-16,9406.86770833333
2007-02-17,8713.63625
2007-02-18,8353.902499999998
2007-02-19,9578.841666666667
2007-02-20,9756.683958333331
2007-02-21,9708.472291666669
2007-02-22,9626.207291666668
2007-02-23,9678.303541666668
2007-02-24,8799.031249999998
2007-02-25,7980.696874999999
2007-02-26,8965.523541666666
2007-02-27,9207.67375
2007-02-28,9307.44875
2007-03-01,9243.678125000002
2007-03-02,9360.7875
2007-03-03,9206.535625
2007-03-04,9061.100833333334
2007-03-05,9246.623958333335
2007-03-06,8925.072708333335
2007-03-07,8877.252708333333
2007-03-08,9213.577291666665
2007-03-09,8747.76041666667
2007-03-10,7984.327083333331
2007-03-11,8070.235
2007-03-12,8857.789999999999
2007-03-13,8792.038333333334
2007-03-14,8757.81104166667
2007-03-15,9149.983125000002
2007-03-16,9469.113125000002
2007-03-17,8462.607708333337
2007-03-18,7804.902083333333
2007-03-19,8932.664166666666
2007-03-20,9543.647708333332
2007-03-21,9462.680833333334
2007-03-22,9812.506875000005
2007-03-23,9736.94770833333
2007-03-24,8802.612500000001
2007-03-25,7568.010208333336
2007-03-26,8536.995416666667
2007-03-27,8698.934791666668
2007-03-28,8768.516666666666
2007-03-29,8797.224583333335
2007-03-30,8592.194375
2007-03-31,7808.935416666668
2007-04-01,7517.546666666666
2007-04-02,8599.954791666665
2007-04-03,8707.984583333333
2007-04-04,8707.915625
2007-04-05,8586.128958333333
2007-04-06,7451.020416666666
2007-04-07,7525.223750000001
2007-04-08,7236.587291666667
2007-04-09,7434.661041666666
2007-04-10,8248.171666666665
2007-04-11,8359.8375
2007-04-12,8499.559583333337
2007-04-13,8403.852916666667
2007-04-14,7801.896249999999
2007-04-15,7532.954374999997
2007-04-16,8500.328541666668
2007-04-17,8580.024375000003
2007-04-18,8586.420625
2007-04-19,8623.375416666668
2007-04-20,8577.19729166667
2007-04-21,7854.952291666665
2007-04-22,7604.001874999998
2007-04-23,8556.876458333334
2007-04-24,8716.733333333335
2007-04-25,7930.137291666667
2007-04-26,8563.68625
2007-04-27,8720.756041666667
2007-04-28,8086.207916666665
2007-04-29,7677.703541666667
2007-04-30,8500.235000000002
2007-05-01,8673.153958333336
2007-05-02,8663.506666666663
2007-05-03,8782.81625
2007-05-04,8711.826250000004
2007-05-05,7959.672291666667
2007-05-06,7639.259166666667
2007-05-07,8588.568125
2007-05-08,8789.198541666663
2007-05-09,8740.328124999998
2007-05-10,8848.639999999998
2007-05-11,8701.715416666668
2007-05-12,8079.100000000002
2007-05-13,7745.191874999998
2007-05-14,8669.030416666666
2007-05-15,8824.267291666665
2007-05-16,8764.300416666669
2007-05-17,8858.098958333334
2007-05-18,8857.874166666668
2007-05-19,8087.496666666665
2007-05-20,7811.805833333333
2007-05-21,8743.661875
2007-05-22,9106.49333333333
2007-05-23,9205.818333333327
2007-05-24,9295.5
2007-05-25,9252.408541666668
2007-05-26,8591.744375
2007-05-27,8143.639375000003
2007-05-28,9028.12270833333
2007-05-29,9052.297291666668
2007-05-30,9105.716666666664
2007-05-31,9565.344375
2007-06-01,9511.434791666668
2007-06-02,8730.098958333334
2007-06-03,8495.811875000001
2007-06-04,9486.839375
2007-06-05,9760.9775
2007-06-06,9640.407708333334
2007-06-07,9887.632916666666
2007-06-08,9984.589791666664
2007-06-09,8973.634791666667
2007-06-10,8508.322916666666
2007-06-11,8737.158333333333
2007-06-12,9896.501874999998
2007-06-13,10277.066458333336
2007-06-14,10563.162708333335
2007-06-15,10426.896875000004
2007-06-16,9592.939166666669
2007-06-17,9063.584583333331
2007-06-18,9935.006041666667
2007-06-19,10582.747708333334
2007-06-20,10494.093333333332
2007-06-21,10580.930000000002
2007-06-22,10566.164583333331
2007-06-23,9922.772291666666
2007-06-24,9556.387916666668
2007-06-25,10107.2425
2007-06-26,10461.306874999998
2007-06-27,10730.745833333334
2007-06-28,10671.488333333333
2007-06-29,10111.514375
2007-06-30,9528.432291666668
2007-07-01,9425.46645833333
2007-07-02,9898.394791666666
2007-07-03,9702.421875
2007-07-04,9502.42708333333
2007-07-05,9864.336875000005
2007-07-06,9911.462916666664
2007-07-07,9411.373541666662
2007-07-08,9472.688541666668
2007-07-09,10370.984166666669
2007-07-10,10375.687500000002
2007-07-11,10355.585625
2007-07-12,10515.215416666666
2007-07-13,10545.27541666667
2007-07-14,9814.185000000003
2007-07-15,9728.293541666668
2007-07-16,10866.440416666666
2007-07-17,11159.726249999998
2007-07-18,11092.789374999998
2007-07-19,11071.35166666667
2007-07-20,10857.638750000002
2007-07-21,9844.491874999998
2007-07-22,9436.791875
2007-07-23,10271.998958333332
2007-07-24,10385.148958333331
2007-07-25,10015.753541666669
2007-07-26,9836.36875
2007-07-27,9803.63729166667
2007-07-28,9166.14
2007-07-29,9261.959583333331
2007-07-30,10163.060625
2007-07-31,10262.73479166667
2007-08-01,9542.219375
2007-08-02,9348.908333333336
2007-08-03,9819.104583333334
2007-08-04,9502.29125
2007-08-05,9048.246875
2007-08-06,9804.455625000002
2007-08-07,9955.696458333332
2007-08-08,9701.028541666668
2007-08-09,9490.650208333334
2007-08-10,9229.545833333332
2007-08-11,8371.312083333332
2007-08-12,8058.533333333334
2007-08-13,9354.9425
2007-08-14,9962.747291666665
2007-08-15,9818.02125
2007-08-16,9927.908333333336
2007-08-17,9432.915416666665
2007-08-18,8948.242500000002
2007-08-19,9141.519583333333
2007-08-20,10044.551875
2007-08-21,9933.221666666668
2007-08-22,9944.371666666664
2007-08-23,9885.105000000003
2007-08-24,9642.877708333332
2007-08-25,8699.673541666669
2007-08-26,8238.628958333333
2007-08-27,8989.182083333331
2007-08-28,8999.199374999998
2007-08-29,8887.854166666666
2007-08-30,8960.122083333334
2007-08-31,8818.038125
2007-09-01,8223.942083333332
2007-09-02,7883.296249999999
2007-09-03,8852.232916666662
2007-09-04,9409.711666666668
2007-09-05,9534.986458333333
2007-09-06,9486.525624999997
2007-09-07,8939.502916666663
2007-09-08,8601.057916666667
2007-09-09,8321.980000000001
2007-09-10,9037.422916666668
2007-09-11,9028.919791666664
2007-09-12,8909.836666666668
2007-09-13,8924.698124999999
2007-09-14,8815.305625
2007-09-15,8162.083333333333
2007-09-16,7899.118124999998
2007-09-17,8859.398958333335
2007-09-18,8972.240208333335
2007-09-19,8854.086666666664
2007-09-20,9009.328333333331
2007-09-21,8885.175000000001
2007-09-22,8494.929791666666
2007-09-23,8075.103958333333
2007-09-24,8737.128749999998
2007-09-25,8757.718749999998
2007-09-26,8785.454583333334
2007-09-27,8750.330208333331
2007-09-28,8682.637083333333
2007-09-29,7968.401458333333
2007-09-30,7656.036250000001
2007-10-01,7768.491666666666
2007-10-02,8684.615208333333
2007-10-03,9012.37875
2007-10-04,8697.77708333333
2007-10-05,8655.80208333333
2007-10-06,8033.307291666667
2007-10-07,7647.712291666667
2007-10-08,8497.728124999998
2007-10-09,8683.769791666666
2007-10-10,8615.53125
2007-10-11,8925.162499999997
2007-10-12,8639.550833333331
2007-10-13,7953.395833333336
2007-10-14,7601.8287500000015
2007-10-15,8711.454583333336
2007-10-16,8999.743333333332
2007-10-17,8616.313124999997
2007-10-18,8644.031875000002
2007-10-19,8779.686875
2007-10-20,7992.793333333332
2007-10-21,7888.329791666666
2007-10-22,9023.89083333333
2007-10-23,8891.890625000002
2007-10-24,8741.969999999998
2007-10-25,8780.643541666665
2007-10-26,8730.953333333333
2007-10-27,8017.292708333331
2007-10-28,7808.238749999999
2007-10-29,9060.932291666664
2007-10-30,8934.797083333331
2007-10-31,8806.517291666665
2007-11-01,8848.04375
2007-11-02,8891.01416666667
2007-11-03,7995.152708333335
2007-11-04,7682.425416666664
2007-11-05,8520.856875000001
2007-11-06,8584.55875
2007-11-07,8753.212499999998
2007-11-08,8758.939375000002
2007-11-09,8743.559375000003
2007-11-10,7941.985208333334
2007-11-11,7654.025208333335
2007-11-12,8720.582916666668
2007-11-13,8922.770833333334
2007-11-14,8958.661666666665
2007-11-15,9128.963333333331
2007-11-16,9180.196666666669
2007-11-17,8430.13541666667
2007-11-18,8214.414583333333
2007-11-19,9440.477916666669
2007-11-20,9530.771041666669
2007-11-21,9298.590416666668
2007-11-22,8931.680624999999
2007-11-23,8704.255000000001
2007-11-24,8068.071458333333
2007-11-25,8028.253333333331
2007-11-26,9094.054166666669
2007-11-27,8984.083333333334
2007-11-28,9151.720416666669
2007-11-29,9240.006041666666
2007-11-30,8972.737499999997
2007-12-01,8076.965833333333
2007-12-02,7822.84625
2007-12-03,9042.522291666664
2007-12-04,9223.495208333332
2007-12-05,8975.477083333333
2007-12-06,9334.938958333334
2007-12-07,9382.052499999996
2007-12-08,8383.075625000003
2007-12-09,8451.502708333335
2007-12-10,9070.144791666666
2007-12-11,8960.567916666667
2007-12-12,8838.360208333334
2007-12-13,8820.503125
2007-12-14,8871.35625
2007-12-15,8459.983333333332
2007-12-16,8019.187708333331
2007-12-17,8738.292499999998
2007-12-18,8808.333749999996
2007-12-19,8918.24375
2007-12-20,9045.194791666669
2007-12-21,9448.29875
2007-12-22,8174.852291666666
2007-12-23,7448.776875000003
2007-12-24,7722.623124999999
2007-12-25,6800.660625
2007-12-26,6975.718124999999
2007-12-27,7849.714374999999
2007-12-28,8156.359166666669
2007-12-29,8085.717708333333
2007-12-30,7966.731666666667
2007-12-31,8353.354791666667
2008-01-01,7879.803749999999
2008-01-02,8818.703333333333
2008-01-03,8745.518541666663
2008-01-04,8631.972708333333
2008-01-05,8167.004583333334
2008-01-06,8528.746666666668
2008-01-07,9262.187083333332
2008-01-08,9097.635833333332
2008-01-09,9312.989375000005
2008-01-10,9607.410000000002
2008-01-11,9622.5525
2008-01-12,8868.932083333335
2008-01-13,8792.828541666668
2008-01-14,8932.834583333333
2008-01-15,9197.221250000002
2008-01-16,9618.699375
2008-01-17,8952.786875
2008-01-18,8749.707708333333
2008-01-19,8059.005208333333
2008-01-20,8070.474791666665
2008-01-21,8697.7625
2008-01-22,8679.351458333333
2008-01-23,8727.063541666666
2008-01-24,8877.808749999998
2008-01-25,8861.413541666665
2008-01-26,8216.126041666668
2008-01-27,8244.26125
2008-01-28,8485.162708333331
2008-01-29,9999.818333333336
2008-01-30,10288.717916666666
2008-01-31,10116.252083333336
2008-02-01,9050.278125000004
2008-02-02,8428.638541666665
2008-02-03,8118.865208333334
2008-02-04,9051.064375
2008-02-05,9142.634374999996
2008-02-06,9174.412916666666
2008-02-07,8914.247291666668
2008-02-08,8588.298333333334
2008-02-09,7882.608124999996
2008-02-10,7587.044166666666
2008-02-11,8667.745625
2008-02-12,8953.287500000002
2008-02-13,8738.043958333332
2008-02-14,8802.807916666668
2008-02-15,8753.154166666669
2008-02-16,7934.350624999998
2008-02-17,7731.223124999999
2008-02-18,8843.202916666667
2008-02-19,9028.429166666663
2008-02-20,9184.356666666668
2008-02-21,9264.925833333336
2008-02-22,9393.893749999996
2008-02-23,8175.281041666669
2008-02-24,7742.629583333334
2008-02-25,8772.498958333332
2008-02-26,9189.117291666667
2008-02-27,8970.548541666665
2008-02-28,8843.447708333333
2008-02-29,8522.779583333333
2008-03-01,7829.970416666666
2008-03-02,7604.918958333335
2008-03-03,8674.91083333333
2008-03-04,8978.626666666667
2008-03-05,8928.007916666667
2008-03-06,9261.071041666668
2008-03-07,9020.571041666666
2008-03-08,8042.06416666667
2008-03-09,7877.423541666667
2008-03-10,9097.53
2008-03-11,9345.076666666666
2008-03-12,9314.213541666668
2008-03-13,9493.761666666667
2008-03-14,9422.394791666668
2008-03-15,8637.176458333333
2008-03-16,8210.156666666666
2008-03-17,9262.442916666669
2008-03-18,9432.215208333331
2008-03-19,9248.79375
2008-03-20,9355.88
2008-03-21,7598.567916666666
2008-03-22,7657.762916666664
2008-03-23,7362.304166666668
2008-03-24,7808.750000000003
2008-03-25,8834.1925
2008-03-26,8827.253750000002
2008-03-27,8641.957916666664
2008-03-28,8585.468541666667
2008-03-29,7876.675416666666
2008-03-30,7568.078125000001
2008-03-31,8590.002083333333
2008-04-01,8746.220624999998
2008-04-02,8772.175416666667
2008-04-03,8683.992708333333
2008-04-04,8644.883541666666
2008-04-05,7922.627083333334
2008-04-06,7690.648750000001
2008-04-07,8702.182916666667
2008-04-08,8783.352708333334
2008-04-09,8768.631666666666
2008-04-10,8827.83416666667
2008-04-11,8750.568333333335
2008-04-12,7990.549791666668
2008-04-13,7745.198333333333
2008-04-14,8685.032291666666
2008-04-15,8870.296874999998
2008-04-16,8782.778125
2008-04-17,8892.379999999997
2008-04-18,8847.692500000003
2008-04-19,8163.686666666666
2008-04-20,7910.724583333335
2008-04-21,8803.07
2008-04-22,9000.014166666666
2008-04-23,8954.204166666665
2008-04-24,8922.04458333333
2008-04-25,7949.021875000002
2008-04-26,7898.883750000001
2008-04-27,7759.402916666666
2008-04-28,9049.681041666665
2008-04-29,9466.258541666668
2008-04-30,9419.126041666665
2008-05-01,9354.570208333333
2008-05-02,9042.1
2008-05-03,8463.990000000002
2008-05-04,8277.41
2008-05-05,9149.024791666669
2008-05-06,9290.401458333332
2008-05-07,9065.013125
2008-05-08,9201.897916666663
2008-05-09,9090.625208333331
2008-05-10,8404.892291666665
2008-05-11,8077.515416666666
2008-05-12,8932.810625000002
2008-05-13,9167.9525
2008-05-14,9179.150625
2008-05-15,9170.393958333336
2008-05-16,9056.892291666669
2008-05-17,8560.699375
2008-05-18,8608.916874999999
2008-05-19,9338.09875
2008-05-20,9458.639583333332
2008-05-21,9472.121458333331
2008-05-22,9533.232291666667
2008-05-23,9474.888749999998
2008-05-24,8803.648541666667
2008-05-25,8637.808749999998
2008-05-26,9296.434791666668
2008-05-27,9360.223541666666
2008-05-28,9446.939374999998
2008-05-29,9472.283958333332
2008-05-30,9390.116041666666
2008-05-31,8757.033333333331
2008-06-01,8643.60875
2008-06-02,9370.144375
2008-06-03,9563.240000000003
2008-06-04,9503.561666666665
2008-06-05,9569.204375
2008-06-06,9401.507708333333
2008-06-07,8742.443750000002
2008-06-08,8487.872708333334
2008-06-09,8451.63125
2008-06-10,9393.692291666668
2008-06-11,9356.182083333331
2008-06-12,9251.875625
2008-06-13,9449.304166666669
2008-06-14,9366.264791666665
2008-06-15,9098.784374999996
2008-06-16,9614.056458333334
2008-06-17,9545.341666666664
2008-06-18,9443.245208333336
2008-06-19,9494.614583333334
2008-06-20,9491.226875000002
2008-06-21,8841.992708333333
2008-06-22,8838.980000000001
2008-06-23,9903.871666666668
2008-06-24,10015.357708333337
2008-06-25,9869.803541666664
2008-06-26,9924.110208333332
2008-06-27,9885.899791666669
2008-06-28,9241.245416666668
2008-06-29,8881.118333333337
2008-06-30,9672.309791666668
2008-07-01,9773.459791666666
2008-07-02,9686.963958333332
2008-07-03,9921.19520833333
2008-07-04,10224.071041666668
2008-07-05,9275.613541666668
2008-07-06,8925.547708333332
2008-07-07,9747.145208333332
2008-07-08,10067.816875
2008-07-09,10518.13083333333
2008-07-10,10552.16125
2008-07-11,10365.451250000004
2008-07-12,9741.141458333334
2008-07-13,9279.0425
2008-07-14,9709.387083333331
2008-07-15,9818.91125
2008-07-16,9926.96
2008-07-17,10094.404583333331
2008-07-18,10032.353749999998
2008-07-19,9440.516041666668
2008-07-20,9314.707083333336
2008-07-21,10016.822499999997
2008-07-22,10520.900625
2008-07-23,10769.435000000003
2008-07-24,10638.886458333332
2008-07-25,10514.150833333331
2008-07-26,9762.369374999998
2008-07-27,9662.663958333333
2008-07-28,11012.244583333331
2008-07-29,10884.563541666668
2008-07-30,10517.253749999998
2008-07-31,10357.332499999997
2008-08-01,10184.121666666668
2008-08-02,9473.290833333334
2008-08-03,9138.738541666666
2008-08-04,10139.42979166667
2008-08-05,10446.414791666662
2008-08-06,10444.444583333334
2008-08-07,10451.256458333331
2008-08-08,10361.131458333331
2008-08-09,9714.869166666664
2008-08-10,9828.359583333331
2008-08-11,10672.368333333334
