date,all_load
1/4/2006,8060.226216
1/5/2006,8081.884756
1/6/2006,8292.417466
1/7/2006,8634.272579
1/8/2006,8277.20115
1/9/2006,8817.28174
1/10/2006,9071.342042
1/11/2006,8690.318577
1/12/2006,8633.926879
1/13/2006,9472.909638
1/14/2006,9251.098596
1/15/2006,8151.879285
1/16/2006,8513.062097
1/17/2006,8451.664092
1/18/2006,8180.025049
1/19/2006,8422.697144
1/20/2006,8709.756274
1/21/2006,8575.722243
1/22/2006,8647.37481
1/23/2006,9340.345959
1/24/2006,8829.315379
1/25/2006,8480.764479
1/26/2006,8961.242745
1/27/2006,9634.441333
1/28/2006,9378.49925
1/29/2006,8387.593167
1/30/2006,8520.092976
1/31/2006,8388.759975
2/1/2006,9210.046174
2/2/2006,9598.568881
2/3/2006,9278.776772
2/4/2006,8727.259126
2/5/2006,8130.554609
2/6/2006,8962.52333
2/7/2006,8400.068973
2/8/2006,8490.286485
2/9/2006,9277.839453
2/10/2006,9353.375858
2/11/2006,9063.951436
2/12/2006,8812.905413
2/13/2006,9222.729246
2/14/2006,8725.612607
2/15/2006,8653.199274
2/16/2006,9083.775307
2/17/2006,9438.189415
2/18/2006,9130.067978
2/19/2006,8431.194105
2/20/2006,8501.874153
2/21/2006,8452.453304
2/22/2006,8486.350823
2/23/2006,9020.510225
2/24/2006,9347.522488
2/25/2006,9011.276478
2/26/2006,8337.22846
2/27/2006,8539.757894
2/28/2006,8548.495076
3/1/2006,8515.354819
3/2/2006,8688.376274
3/3/2006,8722.402147
3/4/2006,8263.672313
3/5/2006,8048.506171
3/6/2006,8817.737626
3/7/2006,8646.970092
3/8/2006,8361.42177
3/9/2006,9154.641241
3/10/2006,9366.26724
3/11/2006,8626.2256
3/12/2006,8281.057432
3/13/2006,8773.530045
3/14/2006,8424.909206
3/15/2006,8174.284634
3/16/2006,8457.796521
3/17/2006,8784.599324
3/18/2006,8477.52376
3/19/2006,8073.070637
3/20/2006,8134.693866
3/21/2006,8056.025091
3/22/2006,8207.806509
3/23/2006,8381.386085
3/24/2006,8776.344303
3/25/2006,8780.434897
3/26/2006,8115.377689
3/27/2006,8588.107813
3/28/2006,8470.060152
3/29/2006,8402.429238
3/30/2006,8780.212752
3/31/2006,9022.215732
4/1/2006,8498.765401
4/2/2006,7900.924937
4/3/2006,8048.148226
4/4/2006,8169.559155
4/5/2006,8222.822739
4/6/2006,8772.095756
4/7/2006,8937.453874
4/8/2006,8601.976198
4/9/2006,8402.370295
4/10/2006,8441.213145
4/11/2006,8341.471496
4/12/2006,8299.218092
4/13/2006,8603.934362
4/14/2006,8478.630169
4/15/2006,8351.654539
4/16/2006,7855.271248
4/17/2006,7923.654479
4/18/2006,8093.639295
4/19/2006,8187.226041
4/20/2006,8559.363208
4/21/2006,8869.527273
4/22/2006,8581.13508
4/23/2006,8075.309497
4/24/2006,8247.582831
4/25/2006,8235.120286
4/26/2006,8413.457819
4/27/2006,8454.838955
4/28/2006,8937.947403
4/29/2006,8627.847622
4/30/2006,8126.084132
5/1/2006,8487.387127
5/2/2006,8438.821732
5/3/2006,8389.240472
5/4/2006,8726.419908
5/5/2006,9128.371848
5/6/2006,8836.63966
5/7/2006,8392.290273
5/8/2006,8837.210354
5/9/2006,8845.963173
5/10/2006,8666.804456
5/11/2006,9102.233619
5/12/2006,9466.054226
5/13/2006,9200.732361
5/14/2006,8724.161364
5/15/2006,9055.473522
5/16/2006,9013.802268
5/17/2006,8949.254718
5/18/2006,9304.323114
5/19/2006,9626.46854
5/20/2006,9367.636334
5/21/2006,8888.186993
5/22/2006,9209.620798
5/23/2006,9343.473633
5/24/2006,9158.603305
5/25/2006,9458.047367
5/26/2006,9782.269529
5/27/2006,9678.207956
5/28/2006,9187.75479
5/29/2006,9590.333104
5/30/2006,9658.20223
5/31/2006,9372.201693
6/1/2006,9690.984178
6/2/2006,10240.05508
6/3/2006,9858.509107
6/4/2006,9279.857398
6/5/2006,9744.814196
6/6/2006,9662.743321
6/7/2006,9494.729206
6/8/2006,9787.632258
6/9/2006,10290.78579
6/10/2006,10251.0095
6/11/2006,9984.792348
6/12/2006,9639.523363
6/13/2006,9757.916796
6/14/2006,9588.145157
6/15/2006,9763.545582
6/16/2006,10253.11462
6/17/2006,10029.30402
6/18/2006,9583.798164
6/19/2006,9710.950954
6/20/2006,9583.122009
6/21/2006,9529.499142
6/22/2006,9820.725476
6/23/2006,10114.59929
6/24/2006,9697.286252
6/25/2006,9448.61454
6/26/2006,9690.202229
6/27/2006,9524.678815
6/28/2006,9590.223407
6/29/2006,10087.72692
6/30/2006,10613.87573
7/1/2006,10081.73242
7/2/2006,9715.783128
7/3/2006,10201.25497
7/4/2006,10085.52977
7/5/2006,9740.247185
7/6/2006,10091.82622
7/7/2006,10383.62558
7/8/2006,9978.880841
7/9/2006,9461.444819
7/10/2006,9641.631783
7/11/2006,9387.139491
7/12/2006,9258.989581
7/13/2006,9690.643752
7/14/2006,10010.21815
7/15/2006,9691.574736
7/16/2006,9008.09065
7/17/2006,9268.800299
7/18/2006,9233.732806
7/19/2006,9259.450174
7/20/2006,9748.564032
7/21/2006,10108.44873
7/22/2006,9850.101268
7/23/2006,9261.070791
7/24/2006,9526.421192
7/25/2006,9470.973659
7/26/2006,9468.388644
7/27/2006,9728.289777
7/28/2006,9987.061303
7/29/2006,9373.719301
7/30/2006,8863.779215
