date,all_load
2010-08-01,8277.32354134897
2010-08-02,9680.78230536303
2010-08-03,10234.26088044534
2010-08-04,9660.574457529883
2010-08-05,9746.760884477317
2010-08-06,9862.283836013192
2010-08-07,9367.961685642786
2010-08-08,8985.747605732586
2010-08-09,9717.073292474433
2010-08-10,10224.370633593444
2010-08-11,9550.302399401067
2010-08-12,9644.716479283059
2010-08-13,9606.196802790719
2010-08-14,8818.541980782358
2010-08-15,8132.253863043397
2010-08-16,8983.104681425639
2010-08-17,9826.154675558324
2010-08-18,9511.017935047907
2010-08-19,8927.93070877105
2010-08-20,8944.268929278107
2010-08-21,8676.972032800031
2010-08-22,8301.576855973564
2010-08-23,9385.154747402092
2010-08-24,9691.15822738729
2010-08-25,9260.918720676375
2010-08-26,9566.601854467344
2010-08-27,9371.033654117213
2010-08-28,8892.809715929845
2010-08-29,8397.15425365328
2010-08-30,9003.965067287956
2010-08-31,9543.195170496403
