date,avg_load
2/5/2008,9142.634375
2/6/2008,9174.412917
2/7/2008,8914.247292
2/8/2008,8588.298333
2/9/2008,7882.608125
2/10/2008,7587.044167
2/11/2008,8667.745625
2/12/2008,8953.2875
2/13/2008,8738.043958
2/14/2008,8802.807917
2/15/2008,8753.154167
2/16/2008,7934.350625
2/17/2008,7731.223125
2/18/2008,8843.202917
2/19/2008,9028.429167
2/20/2008,9184.356667
2/21/2008,9264.925833
2/22/2008,9393.89375
2/23/2008,8175.281042
2/24/2008,7742.629583
2/25/2008,8772.498958
2/26/2008,9189.117292
2/27/2008,8970.548542
2/28/2008,8843.447708
2/29/2008,8522.779583
3/1/2008,7829.970417
3/2/2008,7604.918958
3/3/2008,8674.910833
3/4/2008,8978.626667
3/5/2008,8928.007917
3/6/2008,9261.071042
3/7/2008,9020.571042
3/8/2008,8042.064167
3/9/2008,7877.423542
3/10/2008,9097.53
3/11/2008,9345.076667
3/12/2008,9314.213542
3/13/2008,9493.761667
3/14/2008,9422.394792
3/15/2008,8637.176458
3/16/2008,8210.156667
3/17/2008,9262.442917
3/18/2008,9432.215208
3/19/2008,9248.79375
3/20/2008,9355.88
3/21/2008,7598.567917
3/22/2008,7657.762917
3/23/2008,7362.304167
3/24/2008,7808.75
3/25/2008,8834.1925
3/26/2008,8827.25375
3/27/2008,8641.957917
3/28/2008,8585.468542
3/29/2008,7876.675417
3/30/2008,7568.078125
3/31/2008,8590.002083
4/1/2008,8746.220625
4/2/2008,8772.175417
4/3/2008,8683.992708
4/4/2008,8644.883542
4/5/2008,7922.627083
4/6/2008,7690.64875
4/7/2008,8702.182917
4/8/2008,8783.352708
4/9/2008,8768.631667
4/10/2008,8827.834167
4/11/2008,8750.568333
4/12/2008,7990.549792
4/13/2008,7745.198333
4/14/2008,8685.032292
4/15/2008,8870.296875
4/16/2008,8782.778125
4/17/2008,8892.38
4/18/2008,8847.6925
4/19/2008,8163.686667
4/20/2008,7910.724583
4/21/2008,8803.07
4/22/2008,9000.014167
4/23/2008,8954.204167
4/24/2008,8922.044583
4/25/2008,7949.021875
4/26/2008,7898.88375
4/27/2008,7759.402917
4/28/2008,9049.681042
4/29/2008,9466.258542
4/30/2008,9419.126042
5/1/2008,9354.570208
5/2/2008,9042.1
5/3/2008,8463.99
5/4/2008,8277.41
5/5/2008,9149.024792
5/6/2008,9290.401458
5/7/2008,9065.013125
5/8/2008,9201.897917
5/9/2008,9090.625208
5/10/2008,8404.892292
5/11/2008,8077.515417
5/12/2008,8932.810625
5/13/2008,9167.9525
5/14/2008,9179.150625
5/15/2008,9170.393958
5/16/2008,9056.892292
5/17/2008,8560.699375
5/18/2008,8608.916875
5/19/2008,9338.09875
5/20/2008,9458.639583
5/21/2008,9472.121458
5/22/2008,9533.232292
5/23/2008,9474.88875
5/24/2008,8803.648542
5/25/2008,8637.80875
5/26/2008,9296.434792
5/27/2008,9360.223542
5/28/2008,9446.939375
5/29/2008,9472.283958
5/30/2008,9390.116042
5/31/2008,8757.033333
6/1/2008,8643.60875
6/2/2008,9370.144375
6/3/2008,9563.24
6/4/2008,9503.561667
6/5/2008,9569.204375
6/6/2008,9401.507708
6/7/2008,8742.44375
6/8/2008,8487.872708
6/9/2008,8451.63125
6/10/2008,9393.692292
6/11/2008,9356.182083
6/12/2008,9251.875625
6/13/2008,9449.304167
6/14/2008,9366.264792
6/15/2008,9098.784375
6/16/2008,9614.056458
6/17/2008,9545.341667
6/18/2008,9443.245208
6/19/2008,9494.614583
6/20/2008,9491.226875
6/21/2008,8841.992708
6/22/2008,8838.98
6/23/2008,9903.871667
6/24/2008,10015.35771
6/25/2008,9869.803542
6/26/2008,9924.110208
6/27/2008,9885.899792
6/28/2008,9241.245417
6/29/2008,8881.118333
6/30/2008,9672.309792
7/1/2008,9773.459792
7/2/2008,9686.963958
7/3/2008,9921.195208
7/4/2008,10224.07104
7/5/2008,9275.613542
7/6/2008,8925.547708
7/7/2008,9747.145208
7/8/2008,10067.81688
7/9/2008,10518.13083
7/10/2008,10552.16125
7/11/2008,10365.45125
7/12/2008,9741.141458
7/13/2008,9279.0425
7/14/2008,9709.387083
7/15/2008,9818.91125
7/16/2008,9926.96
7/17/2008,10094.40458
7/18/2008,10032.35375
7/19/2008,9440.516042
7/20/2008,9314.707083
7/21/2008,10016.8225
7/22/2008,10520.90063
7/23/2008,10769.435
7/24/2008,10638.88646
7/25/2008,10514.15083
7/26/2008,9762.369375
7/27/2008,9662.663958
7/28/2008,11012.24458
7/29/2008,10884.56354
7/30/2008,10517.25375
7/31/2008,10357.3325
8/1/2008,10184.12167
8/2/2008,9473.290833
8/3/2008,9138.738542
8/4/2008,10139.42979
8/5/2008,10446.41479
8/6/2008,10444.44458
8/7/2008,10451.25646
8/8/2008,10361.13146
8/9/2008,9714.869167
8/10/2008,9828.359583
8/11/2008,10672.36833
8/12/2008,10669.40042
8/13/2008,10448.56083
8/14/2008,10502.26063
8/15/2008,10148.65917
8/16/2008,9376.033333
8/17/2008,9165.219375
8/18/2008,10449.85354
8/19/2008,10481.25854
8/20/2008,10246.8425
8/21/2008,10142.02063
8/22/2008,10448.26688
8/23/2008,9828.971042
8/24/2008,9306.954792
8/25/2008,9981.075
8/26/2008,9840.27375
8/27/2008,9882.490625
8/28/2008,9936.733125
8/29/2008,9768.332292
8/30/2008,9053.126667
8/31/2008,8599.9475
9/1/2008,9183.5925
9/2/2008,9486.821875
9/3/2008,9709.28125
9/4/2008,9747.415833
9/5/2008,9899.27625
9/6/2008,9584.921667
9/7/2008,8622.404792
9/8/2008,9467.619167
9/9/2008,9616.927083
9/10/2008,9652.557917
9/11/2008,9559.516875
9/12/2008,9135.65
9/13/2008,8192.142917
9/14/2008,7837.986042
9/15/2008,8798.994583
9/16/2008,9018.235208
9/17/2008,9314.326458
9/18/2008,9139.053333
9/19/2008,8907.99125
9/20/2008,8305.283542
9/21/2008,7852.701042
9/22/2008,8870.121458
9/23/2008,9041.472708
9/24/2008,8949.674583
9/25/2008,8924.750625
9/26/2008,8861.000208
9/27/2008,8120.662917
9/28/2008,7849.77375
9/29/2008,8653.511875
9/30/2008,8850.531667
10/1/2008,8807.441667
10/2/2008,9063.92875
10/3/2008,9359.0775
10/4/2008,8035.484375
10/5/2008,7559.083333
10/6/2008,7650.973333
10/7/2008,8606.231458
10/8/2008,8660.652083
10/9/2008,8688.576042
10/10/2008,8612.927083
10/11/2008,7905.626667
10/12/2008,7621.347708
10/13/2008,8802.489792
10/14/2008,8806.760208
10/15/2008,8681.594167
10/16/2008,8689.36625
10/17/2008,8677.590417
10/18/2008,7971.99625
10/19/2008,7879.3775
10/20/2008,8681.779792
10/21/2008,8598.583125
10/22/2008,8934.67875
10/23/2008,9183.532708
10/24/2008,8712.013333
10/25/2008,7929.845833
10/26/2008,7748.348958
10/27/2008,9170.871458
10/28/2008,8864.953333
10/29/2008,8774.889583
10/30/2008,8952.321875
10/31/2008,9352.817708
11/1/2008,8041.293125
11/2/2008,7791.538542
11/3/2008,8871.124375
11/4/2008,8534.189792
11/5/2008,8603.903333
11/6/2008,9014.783125
11/7/2008,8769.771042
11/8/2008,8019.399583
11/9/2008,7727.401667
11/10/2008,8822.1625
11/11/2008,8906.398125
11/12/2008,9069.973333
11/13/2008,9303.919167
11/14/2008,9614.475625
11/15/2008,8244.960833
11/16/2008,7801.151458
11/17/2008,8639.707708
11/18/2008,8754.886042
11/19/2008,8756.7025
11/20/2008,8936.78125
11/21/2008,8881.228125
11/22/2008,7915.425625
11/23/2008,7788.9225
11/24/2008,8527.295
11/25/2008,8626.687917
11/26/2008,8666.520417
11/27/2008,8952.781458
11/28/2008,8806.654375
11/29/2008,7916.609375
11/30/2008,7541.920625
12/1/2008,8838.0975
12/2/2008,8998.955625
12/3/2008,9209.812083
12/4/2008,8764.086042
12/5/2008,9178.793958
12/6/2008,8765.29
12/7/2008,7804.0825
12/8/2008,8762.025417
12/9/2008,9166.006458
12/10/2008,8980.025208
12/11/2008,8766.644792
12/12/2008,8637.522708
12/13/2008,8209.904792
12/14/2008,7561.189167
12/15/2008,8495.312917
12/16/2008,8777.719167
12/17/2008,8875.717292
12/18/2008,9139.347708
12/19/2008,8579.815625
12/20/2008,7616.653333
12/21/2008,7427.165833
12/22/2008,8440.797708
12/23/2008,8521.142083
12/24/2008,7954.435
12/25/2008,6972.687292
12/26/2008,7644.014583
12/27/2008,7849.135833
12/28/2008,7977.585833
12/29/2008,8014.866875
12/30/2008,8139.849583
12/31/2008,8085.341667
1/1/2009,7852.888958
1/2/2009,7661.696667
1/3/2009,7356.850417
1/4/2009,7661.893542
1/5/2009,9367.306667
1/6/2009,9818.210417
1/7/2009,9915.455417
1/8/2009,8701.343542
1/9/2009,8289.112917
1/10/2009,7701.558333
1/11/2009,7708.26
1/12/2009,9058.026667
1/13/2009,9464.4675
