日期,归一化
2007/7/5,0.926239861
2007/7/6,0.941811169
2007/7/7,0.880853551
2007/7/8,0.86387246
2007/7/9,0.91565403
2007/7/10,0.940036708
2007/7/11,0.941403098
2007/7/12,0.967104158
2007/7/13,0.978840341
2007/7/14,0.930353803
2007/7/15,0.900611737
2007/7/16,0.979343505
2007/7/17,0.979567851
2007/7/18,1
2007/7/19,0.982446503
2007/7/20,0.96733312
2007/7/21,0.916540337
2007/7/22,0.878305418
2007/7/23,0.929884799
2007/7/24,0.91724292
2007/7/25,0.899073624
2007/7/26,0.89020963
2007/7/27,0.903149714
2007/7/28,0.882778499
2007/7/29,0.851043165
2007/7/30,0.928956946
2007/7/31,0.903894766
2007/8/1,0.854634555
2007/8/2,0.842500457
2007/8/3,0.938906666
2007/8/4,0.895932774
2007/8/5,0.844661754
2007/8/6,0.901451882
2007/8/7,0.901848874
2007/8/8,0.875435998
2007/8/9,0.854491454
2007/8/10,0.848953881
2007/8/11,0.770036542
2007/8/12,0.763705909
2007/8/13,0.874858976
2007/8/14,0.897308396
2007/8/15,0.88378298
2007/8/16,0.88063936
2007/8/17,0.8866524
2007/8/18,0.833737095
2007/8/19,0.831613651
2007/8/20,0.896800616
2007/8/21,0.893798251
2007/8/22,0.891770823
2007/8/23,0.890205014
2007/8/24,0.878659941
2007/8/25,0.815427468
2007/8/26,0.776908192
2007/8/27,0.813694553
2007/8/28,0.813711171
2007/8/29,0.809687706
2007/8/30,0.802071004
2007/8/31,0.814121088
2008/6/1,0.784989281
2008/6/2,0.831465933
2008/6/3,0.845090136
2008/6/4,0.848170053
2008/6/5,0.862647325
2008/6/6,0.86489356
2008/6/7,0.818156555
2008/6/8,0.785575536
2008/6/9,0.800357477
2008/6/10,0.840612438
2008/6/11,0.837549139
2008/6/12,0.841584606
2008/6/13,0.889176528
2008/6/14,0.863529016
2008/6/15,0.807567032
2008/6/16,0.853720551
2008/6/17,0.852586817
2008/6/18,0.842677718
2008/6/19,0.850789275
2008/6/20,0.871423612
2008/6/21,0.833215467
2008/6/22,0.827888392
2008/6/23,0.9023585
2008/6/24,0.899061622
2008/6/25,0.887460232
2008/6/26,0.897998054
2008/6/27,0.916021478
2008/6/28,0.856023103
2008/6/29,0.819356763
2008/6/30,0.860687294
2008/7/1,0.871743975
2008/7/2,0.88257908
2008/7/3,0.916950254
2008/7/4,0.919740275
2008/7/5,0.865746631
2008/7/6,0.831723516
2008/7/7,0.880282067
2008/7/8,0.920105877
2008/7/9,0.934237859
2008/7/10,0.949807321
2008/7/11,0.967739344
2008/7/12,0.89212073
2008/7/13,0.844009949
2008/7/14,0.885758707
2008/7/15,0.897072971
2008/7/16,0.917404487
2008/7/17,0.934789954
2008/7/18,0.935620867
2008/7/19,0.88731713
2008/7/20,0.845287708
2008/7/21,0.924895628
2008/7/22,0.955336584
2008/7/23,0.947640484
2008/7/24,0.939896376
2008/7/25,0.979409055
2008/7/26,0.90735598
2008/7/27,0.877137523
2008/7/28,0.974127218
2008/7/29,0.963572778
2008/7/30,0.951862445
2008/7/31,0.91896291
2008/8/1,0.941370785
2008/8/2,0.88941934
2008/8/3,0.85592524
2008/8/4,0.917697153
2008/8/5,0.929875566
2008/8/6,0.922003128
2008/8/7,0.956889468
2008/8/8,0.982789024
2008/8/9,0.907754818
2008/8/10,0.901175834
2008/8/11,0.959941688
2008/8/12,0.942112144
2008/8/13,0.945972196
2008/8/14,0.940022859
2008/8/15,0.934905359
2008/8/16,0.878781808
2008/8/17,0.863529016
2008/8/18,0.953568586
2008/8/19,0.942453741
2008/8/20,0.918191084
2008/8/21,0.916327993
2008/8/22,0.968789988
2008/8/23,0.911597329
2008/8/24,0.880600584
2008/8/25,0.91091875
2008/8/26,0.88716018
2008/8/27,0.891604641
2008/8/28,0.906489984
2008/8/29,0.903732276
2008/8/30,0.830109699
2008/8/31,0.785992839
2009/6/1,0.847706588
2009/6/2,0.835765446
2009/6/3,0.834396286
2009/6/4,0.843363683
2009/6/5,0.859426153
2009/6/6,0.807242052
2009/6/7,0.802636948
2009/6/8,0.806896762
2009/6/9,0.887365138
2009/6/10,0.925929653
2009/6/11,0.943652102
2009/6/12,0.955584935
2009/6/13,0.876800542
2009/6/14,0.837527905
2009/6/15,0.905304548
2009/6/16,0.913236997
2009/6/17,0.89807099
2009/6/18,0.901945813
2009/6/19,0.900208282
2009/6/20,0.836420944
2009/6/21,0.787369385
2009/6/22,0.850143933
2009/6/23,0.874901444
2009/6/24,0.886834277
2009/6/25,0.906329341
2009/6/26,0.908319839
2009/6/27,0.856168051
2009/6/28,0.796824251
2009/6/29,0.851428155
2009/6/30,0.850080229
2009/7/1,0.84304332
2009/7/2,0.87005076
2009/7/3,0.921962506
2009/7/4,0.853237698
2009/7/5,0.850666484
2009/7/6,0.912077412
2009/7/7,0.921993896
2009/7/8,0.915917152
2009/7/9,0.909328013
2009/7/10,0.903246654
2009/7/11,0.859145489
2009/7/12,0.812784241
2009/7/13,0.881651227
2009/7/14,0.90910182
2009/7/15,0.893940429
2009/7/16,0.914547993
2009/7/17,0.917566053
2009/7/18,0.857060821
2009/7/19,0.827618807
2009/7/20,0.873113135
2009/7/21,0.850305499
2009/7/22,0.813639159
2009/7/23,0.896402701
2009/7/24,0.913011727
2009/7/25,0.852093808
2009/7/26,0.822711804
2009/7/27,0.896226363
2009/7/28,0.894578386
2009/7/29,0.883999018
2009/7/30,0.896237442
2009/7/31,0.90245821
2009/8/1,0.858762346
2009/8/2,0.819073329
2009/8/3,0.881155449
2009/8/4,0.886569308
2009/8/5,0.870297264
2009/8/6,0.856947263
2009/8/7,0.894095533
2009/8/8,0.867970708
2009/8/9,0.826009605
2009/8/10,0.871175262
2009/8/11,0.875161797
2009/8/12,0.858996848
2009/8/13,0.860467564
2009/8/14,0.863627803
2009/8/15,0.796972892
2009/8/16,0.724004889
2009/8/17,0.825445508
2009/8/18,0.856769078
2009/8/19,0.843508631
2009/8/20,0.828843942
2009/8/21,0.825143609
2009/8/22,0.764046583
2009/8/23,0.713457835
2009/8/24,0.778088088
2009/8/25,0.813588381
2009/8/26,0.802475382
2009/8/27,0.807987104
2009/8/28,0.815290829
2009/8/29,0.726330522
2009/8/30,0.748476198
2009/8/31,0.810054231
2010/6/1,0.846131546
2010/6/2,0.833409346
2010/6/3,0.840936494
2010/6/4,0.860764846
2010/6/5,0.816723692
2010/6/6,0.785780495
2010/6/7,0.869747015
2010/6/8,0.870093228
2010/6/9,0.87647187
2010/6/10,0.918364653
2010/6/11,0.923183948
2010/6/12,0.880566424
2010/6/13,0.839047552
2010/6/14,0.865528747
2010/6/15,0.899266581
2010/6/16,0.860508186
2010/6/17,0.881868188
2010/6/18,0.912176198
2010/6/19,0.852358777
2010/6/20,0.818780663
2010/6/21,0.887001383
2010/6/22,0.880387316
2010/6/23,0.874438903
2010/6/24,0.868477564
2010/6/25,0.848459949
2010/6/26,0.850985001
2010/6/27,0.857076516
2010/6/28,0.925278771
2010/6/29,0.953000796
2010/6/30,0.94542564
2010/7/1,0.952587186
2010/7/2,0.961724458
2010/7/3,0.905700617
2010/7/4,0.847491474
2010/7/5,0.905965585
2010/7/6,0.903395295
2010/7/7,0.927657952
2010/7/8,0.912602733
2010/7/9,0.903512546
2010/7/10,0.828740539
2010/7/11,0.803257363
2010/7/12,0.866111309
2010/7/13,0.834955768
2010/7/14,0.862518996
2010/7/15,0.915608791
2010/7/16,0.92417735
2010/7/17,0.868818239
2010/7/18,0.82643891
2010/7/19,0.909033501
2010/7/20,0.912791073
2010/7/21,0.931154249
2010/7/22,0.926954446
2010/7/23,0.919515929
2010/7/24,0.851594337
2010/7/25,0.837112448
2010/7/26,0.892803925
2010/7/27,0.880492565
2010/7/28,0.868329847
2010/7/29,0.88044548
2010/7/30,0.846399285
2010/7/31,0.803618349
