date,hour,load
1/1/2006,0.5,8013.27833
1/1/2006,1,7726.89167
1/1/2006,1.5,7372.85833
1/1/2006,2,7071.83333
1/1/2006,2.5,6865.44
1/1/2006,3,6685.92667
1/1/2006,3.5,6548.62833
1/1/2006,4,6487.83667
1/1/2006,4.5,6449.17833
1/1/2006,5,6388.27833
1/1/2006,5.5,6395.48
1/1/2006,6,6494.33333
1/1/2006,6.5,6715.20167
1/1/2006,7,7062.48
1/1/2006,7.5,7532.11667
1/1/2006,8,8037.86833
1/1/2006,8.5,8623.735
1/1/2006,9,9169.365
1/1/2006,9.5,9600.79
1/1/2006,10,10005.305
1/1/2006,10.5,10264.63167
1/1/2006,11,10463.60333
1/1/2006,11.5,10647.80833
1/1/2006,12,10682.93667
1/1/2006,12.5,10787.545
1/1/2006,13,10842.33167
1/1/2006,13.5,10907.03
1/1/2006,14,10859.58833
1/1/2006,14.5,10903.85167
1/1/2006,15,10900.735
1/1/2006,15.5,10952.31
1/1/2006,16,10948.03167
1/1/2006,16.5,10904.45333
1/1/2006,17,10997.89667
1/1/2006,17.5,11026.05
1/1/2006,18,11009.98667
1/1/2006,18.5,10923.48667
1/1/2006,19,10894.9
1/1/2006,19.5,10952.21833
1/1/2006,20,11112.76333
1/1/2006,20.5,10821.02
1/1/2006,21,10247.085
1/1/2006,21.5,9842.20667
1/1/2006,22,9345.815
1/1/2006,22.5,8924.16
1/1/2006,23,8416.87333
1/1/2006,23.5,8044.81833
1/2/2006,0,7737.02833
1/2/2006,0.5,7378.52333
1/2/2006,1,7146.215
1/2/2006,1.5,6852.245
1/2/2006,2,6643.685
1/2/2006,2.5,6529.54833
1/2/2006,3,6448.595
1/2/2006,3.5,6375.28833
1/2/2006,4,6364.80333
1/2/2006,4.5,6423.77333
1/2/2006,5,6427.65333
1/2/2006,5.5,6568.18833
1/2/2006,6,6636.45667
1/2/2006,6.5,6802.52833
1/2/2006,7,6990.35833
1/2/2006,7.5,7159.07
1/2/2006,8,7482.43833
1/2/2006,8.5,7721.50833
1/2/2006,9,8007.92
1/2/2006,9.5,8194.55833
1/2/2006,10,8287.84
1/2/2006,10.5,8354.12167
1/2/2006,11,8398.81333
1/2/2006,11.5,8348.86
1/2/2006,12,8341.38667
1/2/2006,12.5,8324.505
1/2/2006,13,8322.00667
1/2/2006,13.5,8303.15167
1/2/2006,14,8314.05333
1/2/2006,14.5,8319.595
1/2/2006,15,8327.145
1/2/2006,15.5,8328.98
1/2/2006,16,8351.05
1/2/2006,16.5,8389.24
1/2/2006,17,8456.72833
1/2/2006,17.5,8353.72333
1/2/2006,18,8334.12667
1/2/2006,18.5,8191.81
1/2/2006,19,8087.22333
1/2/2006,19.5,8056.53667
1/2/2006,20,8280.22
1/2/2006,20.5,8096.09333
1/2/2006,21,7884.9
1/2/2006,21.5,7911.675
1/2/2006,22,7816.335
1/2/2006,22.5,7808.34833
1/2/2006,23,7632.93667
1/2/2006,23.5,7429.40333
1/3/2006,0,7254.75333
1/3/2006,0.5,7069.56833
1/3/2006,1,6853.235
1/3/2006,1.5,6521.88
1/3/2006,2,6255.02833
1/3/2006,2.5,6090.655
1/3/2006,3,6046.28333
1/3/2006,3.5,6035.49833
1/3/2006,4,6040.67667
1/3/2006,4.5,6143.955
1/3/2006,5,6316.1
1/3/2006,5.5,6706.71667
1/3/2006,6,7114.53
1/3/2006,6.5,7488.11833
1/3/2006,7,7939.335
1/3/2006,7.5,8431.57333
1/3/2006,8,8885.89667
1/3/2006,8.5,9354.92167
1/3/2006,9,9577.29
1/3/2006,9.5,9787.94
1/3/2006,10,9957.565
1/3/2006,10.5,10097.47167
1/3/2006,11,10197.69167
1/3/2006,11.5,10313.15
1/3/2006,12,10326.965
1/3/2006,12.5,10441.28333
1/3/2006,13,10536.01167
1/3/2006,13.5,10658.27
1/3/2006,14,10674.235
1/3/2006,14.5,10647.035
1/3/2006,15,10671.07667
1/3/2006,15.5,10642.90167
1/3/2006,16,10606.66833
1/3/2006,16.5,10439.75333
1/3/2006,17,10246.81
1/3/2006,17.5,9837.41167
1/3/2006,18,9631.52333
1/3/2006,18.5,9280.94667
1/3/2006,19,8988.575
1/3/2006,19.5,8951.84167
1/3/2006,20,8967.45667
1/3/2006,20.5,8740.82667
1/3/2006,21,8452.16833
1/3/2006,21.5,8436.54167
1/3/2006,22,8259.34667
1/3/2006,22.5,8184.60333
1/3/2006,23,8010.57667
1/3/2006,23.5,7780.86167
1/4/2006,0,7526.44167
1/4/2006,0.5,7340.255
1/4/2006,1,7113.48333
1/4/2006,1.5,6772.77
1/4/2006,2,6490.73167
1/4/2006,2.5,6332.30333
1/4/2006,3,6252.63333
1/4/2006,3.5,6232.96667
1/4/2006,4,6250.015
1/4/2006,4.5,6422.30833
1/4/2006,5,6609.35667
1/4/2006,5.5,6995.36333
1/4/2006,6,7333.25833
1/4/2006,6.5,7638.99833
1/4/2006,7,8009.26167
1/4/2006,7.5,8336.075
1/4/2006,8,8615.20333
1/4/2006,8.5,8957.15333
1/4/2006,9,9037.27667
1/4/2006,9.5,9102.865
1/4/2006,10,9115.16167
1/4/2006,10.5,9092.605
1/4/2006,11,9065.49667
1/4/2006,11.5,8938.875
1/4/2006,12,8949.79
1/4/2006,12.5,9016.86833
1/4/2006,13,8940.05667
1/4/2006,13.5,8884.26667
1/4/2006,14,8863.56167
1/4/2006,14.5,8838.27167
1/4/2006,15,8890.97333
1/4/2006,15.5,8917.07667
1/4/2006,16,8864.67667
1/4/2006,16.5,8871.46167
1/4/2006,17,8787.24833
1/4/2006,17.5,8569.93833
1/4/2006,18,8497.72167
1/4/2006,18.5,8284.92167
1/4/2006,19,8122.15333
1/4/2006,19.5,8243.82333
1/4/2006,20,8328.74
1/4/2006,20.5,8165.08667
1/4/2006,21,7936.01667
1/4/2006,21.5,8035.38333
1/4/2006,22,7928.495
1/4/2006,22.5,7931.40167
1/4/2006,23,7812.46667
1/4/2006,23.5,7629.6
1/5/2006,0,7467.54167
1/5/2006,0.5,7270.78833
1/5/2006,1,7066.65333
1/5/2006,1.5,6712.65667
1/5/2006,2,6408.31
1/5/2006,2.5,6189.755
1/5/2006,3,6086.95833
1/5/2006,3.5,6062.905
1/5/2006,4,6095.85667
1/5/2006,4.5,6240.735
1/5/2006,5,6446.30333
1/5/2006,5.5,6835.52333
1/5/2006,6,7209.67833
1/5/2006,6.5,7556.89833
1/5/2006,7,7944.99667
1/5/2006,7.5,8279.40167
1/5/2006,8,8449.71667
1/5/2006,8.5,8836.89667
1/5/2006,9,9030.35333
1/5/2006,9.5,9089.92667
1/5/2006,10,9145.73833
1/5/2006,10.5,9141.73833
1/5/2006,11,9103.31333
1/5/2006,11.5,9081.44
1/5/2006,12,9034.89667
1/5/2006,12.5,9059.28333
1/5/2006,13,9018.345
1/5/2006,13.5,8929.175
1/5/2006,14,8952.62167
1/5/2006,14.5,8909.26833
1/5/2006,15,8913.96
1/5/2006,15.5,8908.565
1/5/2006,16,8983.31167
1/5/2006,16.5,9001.805
1/5/2006,17,9044.885
1/5/2006,17.5,8876.29833
1/5/2006,18,8771.89167
1/5/2006,18.5,8593.185
1/5/2006,19,8478.74
1/5/2006,19.5,8480.69333
1/5/2006,20,8542.62333
1/5/2006,20.5,8241.53833
1/5/2006,21,8009.84333
1/5/2006,21.5,8074.20167
1/5/2006,22,7824.55833
1/5/2006,22.5,7955.73833
1/5/2006,23,7842.08167
1/5/2006,23.5,7728.87333
1/6/2006,0,7536.12333
1/6/2006,0.5,7351.495
1/6/2006,1,7075.27167
1/6/2006,1.5,6745.605
1/6/2006,2,6373.425
1/6/2006,2.5,6193.19333
1/6/2006,3,6100.96833
1/6/2006,3.5,6103.505
1/6/2006,4,6135.67
1/6/2006,4.5,6273.98667
1/6/2006,5,6468.90667
1/6/2006,5.5,6869.505
1/6/2006,6,7231.08167
1/6/2006,6.5,7570.15667
1/6/2006,7,7925.63667
1/6/2006,7.5,8362.99667
1/6/2006,8,8703.20833
1/6/2006,8.5,9049.52
1/6/2006,9,9208.065
1/6/2006,9.5,9353.45167
1/6/2006,10,9393.59667
1/6/2006,10.5,9349.065
1/6/2006,11,9449.09667
1/6/2006,11.5,9434.12167
1/6/2006,12,9479.70667
1/6/2006,12.5,9507.17167
1/6/2006,13,9518.45833
1/6/2006,13.5,9541.34833
1/6/2006,14,9589.825
1/6/2006,14.5,9611.14
1/6/2006,15,9612.58667
1/6/2006,15.5,9673.71
1/6/2006,16,9618.33
1/6/2006,16.5,9555.03
1/6/2006,17,9404.53667
1/6/2006,17.5,9104.795
1/6/2006,18,8928.02667
1/6/2006,18.5,8689.27
1/6/2006,19,8530.55333
1/6/2006,19.5,8474.36333
1/6/2006,20,8452.73833
1/6/2006,20.5,8276.66167
1/6/2006,21,8018.165
1/6/2006,21.5,8142.41167
1/6/2006,22,8091.98
1/6/2006,22.5,8142.59667
1/6/2006,23,7995.39167
1/6/2006,23.5,7819.59
1/7/2006,0,7619.9
1/7/2006,0.5,7390.98
1/7/2006,1,7084.75833
1/7/2006,1.5,6742.41333
1/7/2006,2,6433.325
1/7/2006,2.5,6251.47333
1/7/2006,3,6110.9
1/7/2006,3.5,6035.61167
1/7/2006,4,5979.96667
1/7/2006,4.5,6094.54167
1/7/2006,5,6165.06833
1/7/2006,5.5,6216.08833
1/7/2006,6,6366.43333
1/7/2006,6.5,6640.70667
1/7/2006,7,7005.09
1/7/2006,7.5,7439.02333
1/7/2006,8,7846.22333
1/7/2006,8.5,8219.12667
1/7/2006,9,8341.635
1/7/2006,9.5,8530.06333
1/7/2006,10,8541.365
1/7/2006,10.5,8539.335
1/7/2006,11,8508.52833
1/7/2006,11.5,8447.73667
1/7/2006,12,8441.68833
1/7/2006,12.5,8412.95167
1/7/2006,13,8361.135
1/7/2006,13.5,8283.93
1/7/2006,14,8215.245
1/7/2006,14.5,8203.15
1/7/2006,15,8249.59
1/7/2006,15.5,8274.58333
1/7/2006,16,8309.725
1/7/2006,16.5,8155.98833
1/7/2006,17,8190.38333
1/7/2006,17.5,8149.09333
1/7/2006,18,8094.035
1/7/2006,18.5,8024.53333
1/7/2006,19,7856.85667
1/7/2006,19.5,7899.585
1/7/2006,20,8134.78
1/7/2006,20.5,7995.06
1/7/2006,21,7925.40333
1/7/2006,21.5,7820.63
1/7/2006,22,7730.66
1/7/2006,22.5,7744.665
1/7/2006,23,7489.53833
1/7/2006,23.5,7282.68833
1/8/2006,0,7075.85167
1/8/2006,0.5,6886.97
1/8/2006,1,6658.70833
1/8/2006,1.5,6384.72
1/8/2006,2,6129.59833
1/8/2006,2.5,6047.925
1/8/2006,3,5925.18167
1/8/2006,3.5,5897.14
1/8/2006,4,5841.69333
1/8/2006,4.5,5892.83667
1/8/2006,5,5884.89167
1/8/2006,5.5,6000.27667
1/8/2006,6,6098.82667
1/8/2006,6.5,6305.275
1/8/2006,7,6651.26667
1/8/2006,7.5,6960.22667
1/8/2006,8,7359.755
1/8/2006,8.5,7672.97833
1/8/2006,9,7885.53833
1/8/2006,9.5,8180.59167
1/8/2006,10,8207.2
1/8/2006,10.5,8314.55333
1/8/2006,11,8315.545
1/8/2006,11.5,8479.37833
1/8/2006,12,8396.08
1/8/2006,12.5,8425.475
1/8/2006,13,8376.13167
1/8/2006,13.5,8362.39
1/8/2006,14,8414.84
1/8/2006,14.5,8427.64167
1/8/2006,15,8471.81167
1/8/2006,15.5,8488.78167
1/8/2006,16,8470.81333
1/8/2006,16.5,8375.91
1/8/2006,17,8446.94333
1/8/2006,17.5,8441.77667
1/8/2006,18,8427.52
1/8/2006,18.5,8326.58833
1/8/2006,19,8305.4
1/8/2006,19.5,8293.49833
1/8/2006,20,8504.99667
1/8/2006,20.5,8269.035
1/8/2006,21,8039.49
1/8/2006,21.5,7934.64167
1/8/2006,22,7760.47667
1/8/2006,22.5,7768.79
1/8/2006,23,7495.17333
1/8/2006,23.5,7251.59833
1/9/2006,0,7091.32833
1/9/2006,0.5,6887.23833
1/9/2006,1,6693.86667
1/9/2006,1.5,6438.89833
1/9/2006,2,6262.655
1/9/2006,2.5,6127.32167
1/9/2006,3,6106.93667
1/9/2006,3.5,6045.60667
1/9/2006,4,6159
1/9/2006,4.5,6357.79167
1/9/2006,5,6657.63833
1/9/2006,5.5,7141.33
1/9/2006,6,7609.635
1/9/2006,6.5,7991.81833
1/9/2006,7,8429.16833
1/9/2006,7.5,8828.15833
1/9/2006,8,9164.19167
1/9/2006,8.5,9566.97333
1/9/2006,9,9741.02833
1/9/2006,9.5,9898.785
1/9/2006,10,9944.21
1/9/2006,10.5,9977.89
1/9/2006,11,10082.79667
1/9/2006,11.5,10209.87167
1/9/2006,12,10186.90167
1/9/2006,12.5,10274.37667
1/9/2006,13,10373.41333
1/9/2006,13.5,10426.63667
1/9/2006,14,10429.025
1/9/2006,14.5,10488.28333
1/9/2006,15,10555.83333
1/9/2006,15.5,10614.42167
1/9/2006,16,10643.02833
1/9/2006,16.5,10569.46333
1/9/2006,17,10489.02833
1/9/2006,17.5,10163.96167
1/9/2006,18,10011.16667
1/9/2006,18.5,9708.81667
1/9/2006,19,9455.24167
1/9/2006,19.5,9401.43167
1/9/2006,20,9529.16333
1/9/2006,20.5,9407.88333
1/9/2006,21,9103.145
1/9/2006,21.5,9141.86833
1/9/2006,22,8817.46
1/9/2006,22.5,8711.73333
1/9/2006,23,8408.38667
1/9/2006,23.5,8214.64333
1/10/2006,0,7968.13667
1/10/2006,0.5,7701.34667
1/10/2006,1,7441.50333
1/10/2006,1.5,7095.89833
1/10/2006,2,6778.66333
1/10/2006,2.5,6611.19167
1/10/2006,3,6493.04667
1/10/2006,3.5,6493.35
1/10/2006,4,6529.87
1/10/2006,4.5,6707.39333
1/10/2006,5,6928.72
1/10/2006,5.5,7392.14667
1/10/2006,6,7968.85333
1/10/2006,6.5,8396.61
1/10/2006,7,8898.98
1/10/2006,7.5,9400.79167
1/10/2006,8,9825.81833
1/10/2006,8.5,10211.9
1/10/2006,9,10465.875
1/10/2006,9.5,10656.65
1/10/2006,10,10841.61333
1/10/2006,10.5,10885.42
1/10/2006,11,11022.21167
1/10/2006,11.5,11051.68833
1/10/2006,12,11197.19
1/10/2006,12.5,11395.61667
1/10/2006,13,11561.43333
1/10/2006,13.5,11612.72167
1/10/2006,14,11693.57
1/10/2006,14.5,11678.18167
1/10/2006,15,11870.86333
1/10/2006,15.5,12073.96667
1/10/2006,16,12174.29
1/10/2006,16.5,12064.125
1/10/2006,17,12005.8
1/10/2006,17.5,11645.93333
1/10/2006,18,11456.52
1/10/2006,18.5,11145.26667
1/10/2006,19,10928.77833
1/10/2006,19.5,10762.895
1/10/2006,20,10885.82833
1/10/2006,20.5,10599.50667
1/10/2006,21,10278.97833
1/10/2006,21.5,10154.92333
1/10/2006,22,9734.535
1/10/2006,22.5,9527.72833
1/10/2006,23,9182.89833
1/10/2006,23.5,8824.56667
1/11/2006,0,8546.38333
1/11/2006,0.5,8228.865
1/11/2006,1,7918.94833
1/11/2006,1.5,7492.29333
1/11/2006,2,7186.94167
1/11/2006,2.5,7013.01667
1/11/2006,3,6869.14
1/11/2006,3.5,6871.41333
1/11/2006,4,6850.93167
1/11/2006,4.5,7083.42
1/11/2006,5,7270.34
1/11/2006,5.5,7691.31
1/11/2006,6,8258.09833
1/11/2006,6.5,8816.51833
1/11/2006,7,9451.045
1/11/2006,7.5,10055.10667
1/11/2006,8,10679.74
1/11/2006,8.5,11269.90167
1/11/2006,9,11582.97
1/11/2006,9.5,11853.22
1/11/2006,10,11953.41333
1/11/2006,10.5,11953.21667
1/11/2006,11,12093.25
1/11/2006,11.5,12138.43667
1/11/2006,12,12221.795
1/11/2006,12.5,12173.45
1/11/2006,13,11920.73
1/11/2006,13.5,11687.80167
1/11/2006,14,11706.93833
1/11/2006,14.5,11687.32833
1/11/2006,15,11715.50833
1/11/2006,15.5,11654.835
1/11/2006,16,11478.11333
1/11/2006,16.5,11198.715
1/11/2006,17,10926.51167
1/11/2006,17.5,10502.005
1/11/2006,18,10190.83
1/11/2006,18.5,9916.47833
1/11/2006,19,9696.05167
1/11/2006,19.5,9596.94833
1/11/2006,20,9490.96
1/11/2006,20.5,9256.48833
1/11/2006,21,8957.9
1/11/2006,21.5,8986.30167
1/11/2006,22,8693.545
1/11/2006,22.5,8552.95833
1/11/2006,23,8352.73833
1/11/2006,23.5,8143.235
1/12/2006,0,7934.73167
1/12/2006,0.5,7683.26
1/12/2006,1,7504.84167
1/12/2006,1.5,7098.025
1/12/2006,2,6797.4
1/12/2006,2.5,6629.18167
1/12/2006,3,6575.35667
1/12/2006,3.5,6574.69333
1/12/2006,4,6589.035
1/12/2006,4.5,6755.74833
1/12/2006,5,6979.26167
1/12/2006,5.5,7469.35167
1/12/2006,6,7974.32
1/12/2006,6.5,8370.75333
1/12/2006,7,8852.995
1/12/2006,7.5,9200.17
1/12/2006,8,9555.24667
1/12/2006,8.5,9867.885
1/12/2006,9,10059.465
1/12/2006,9.5,10175.45833
1/12/2006,10,10279.77833
1/12/2006,10.5,10213.09833
1/12/2006,11,10294.375
1/12/2006,11.5,10258.73333
1/12/2006,12,10399.45167
1/12/2006,12.5,10481.04667
1/12/2006,13,10553.39667
1/12/2006,13.5,10640.575
1/12/2006,14,10684.825
1/12/2006,14.5,10699.23333
1/12/2006,15,10739.89667
1/12/2006,15.5,10858.03167
1/12/2006,16,10857.22167
1/12/2006,16.5,10757.78333
1/12/2006,17,10658.705
1/12/2006,17.5,10405.95833
1/12/2006,18,10196.33833
1/12/2006,18.5,9977.29833
1/12/2006,19,9794.11
1/12/2006,19.5,9751.15833
1/12/2006,20,9826.17833
1/12/2006,20.5,9582.45167
1/12/2006,21,9248.37167
1/12/2006,21.5,9248.655
1/12/2006,22,8966.40667
1/12/2006,22.5,8895.64833
1/12/2006,23,8615.16167
1/12/2006,23.5,8361.71833
1/13/2006,0,8104.87333
1/13/2006,0.5,7881.27
1/13/2006,1,7559.355
1/13/2006,1.5,7240.975
1/13/2006,2,6826.03833
1/13/2006,2.5,6722.24333
1/13/2006,3,6593.00667
1/13/2006,3.5,6581.405
1/13/2006,4,6617.17333
1/13/2006,4.5,6853.485
1/13/2006,5,7103.69833
1/13/2006,5.5,7571.07
1/13/2006,6,8042.76167
1/13/2006,6.5,8533.40667
1/13/2006,7,9018.78
1/13/2006,7.5,9435.81667
1/13/2006,8,9753.085
1/13/2006,8.5,9995.405
1/13/2006,9,10158.94667
1/13/2006,9.5,10234.66833
1/13/2006,10,10301.34
1/13/2006,10.5,10256.765
1/13/2006,11,10248.72167
1/13/2006,11.5,10108.365
1/13/2006,12,10101.09333
1/13/2006,12.5,10160.4
1/13/2006,13,10142.70833
1/13/2006,13.5,10081.565
1/13/2006,14,10055.03167
1/13/2006,14.5,10025.45
1/13/2006,15,9973.00667
1/13/2006,15.5,9977.00833
1/13/2006,16,9917.12833
1/13/2006,16.5,9817.52
1/13/2006,17,9681.22833
1/13/2006,17.5,9395.62
1/13/2006,18,9248.5
1/13/2006,18.5,9046.13167
1/13/2006,19,8951.65167
1/13/2006,19.5,8939.34667
1/13/2006,20,8894.27833
1/13/2006,20.5,8680.17167
1/13/2006,21,8458.415
1/13/2006,21.5,8583.37333
1/13/2006,22,8159.505
1/13/2006,22.5,8346.03333
1/13/2006,23,8319.69833
1/13/2006,23.5,8117.83333
1/14/2006,0,7871.83
1/14/2006,0.5,7628.16333
1/14/2006,1,7315.9
1/14/2006,1.5,6970.53833
1/14/2006,2,6673.77833
1/14/2006,2.5,6476.905
1/14/2006,3,6348.48333
1/14/2006,3.5,6256.08833
1/14/2006,4,6292.35333
1/14/2006,4.5,6357.12833
1/14/2006,5,6430.63833
1/14/2006,5.5,6561.9
1/14/2006,6,6742.74167
1/14/2006,6.5,7042.645
1/14/2006,7,7403.44833
1/14/2006,7.5,7870.49333
1/14/2006,8,8244.20333
1/14/2006,8.5,8753.43167
1/14/2006,9,8925.34333
1/14/2006,9.5,9171.755
1/14/2006,10,9260.625
1/14/2006,10.5,9353.99333
1/14/2006,11,9463.53333
1/14/2006,11.5,9474.88333
1/14/2006,12,9692.045
1/14/2006,12.5,9841.965
1/14/2006,13,9945.71667
1/14/2006,13.5,10133.40333
1/14/2006,14,10236.615
1/14/2006,14.5,10358.89333
1/14/2006,15,10466.14167
1/14/2006,15.5,10567.005
1/14/2006,16,10652.51833
1/14/2006,16.5,10531.83167
1/14/2006,17,10495.68667
1/14/2006,17.5,10341.88333
1/14/2006,18,10080.85667
1/14/2006,18.5,9793.295
1/14/2006,19,9547.13333
1/14/2006,19.5,9528.29
1/14/2006,20,9508.77333
1/14/2006,20.5,9210.94333
1/14/2006,21,8924.90167
1/14/2006,21.5,8844.21833
1/14/2006,22,8553.355
1/14/2006,22.5,8442.52667
1/14/2006,23,8106.87667
1/14/2006,23.5,7823.99333
1/15/2006,0,7550.03667
1/15/2006,0.5,7305.35
1/15/2006,1,7060.81167
1/15/2006,1.5,6753.265
1/15/2006,2,6505.17667
1/15/2006,2.5,6305.635
1/15/2006,3,6250.31167
1/15/2006,3.5,6132.56833
1/15/2006,4,6044.62167
1/15/2006,4.5,6119.405
1/15/2006,5,6260.285
1/15/2006,5.5,6340.07
1/15/2006,6,6358.21667
1/15/2006,6.5,6586.89333
1/15/2006,7,6799.04
1/15/2006,7.5,7198.61333
1/15/2006,8,7511.25167
1/15/2006,8.5,7818.16667
1/15/2006,9,7994.45333
1/15/2006,9.5,8201.11333
1/15/2006,10,8295.34833
1/15/2006,10.5,8337.40167
1/15/2006,11,8337.635
1/15/2006,11.5,8393.515
1/15/2006,12,8401.52833
1/15/2006,12.5,8389.80167
1/15/2006,13,8328.87667
1/15/2006,13.5,8360.94
1/15/2006,14,8288.55833
1/15/2006,14.5,8323.85667
1/15/2006,15,8347.81833
1/15/2006,15.5,8294.12833
1/15/2006,16,8332.12667
1/15/2006,16.5,8288.80167
1/15/2006,17,8390.64333
1/15/2006,17.5,8455.9
1/15/2006,18,8467.785
1/15/2006,18.5,8401.68833
1/15/2006,19,8361.36333
1/15/2006,19.5,8412.895
1/15/2006,20,8478.99333
1/15/2006,20.5,8277.07333
1/15/2006,21,8106.92667
1/15/2006,21.5,8060.96667
1/15/2006,22,7884.015
1/15/2006,22.5,7820.17667
1/15/2006,23,7521.45667
1/15/2006,23.5,7332.04833
1/16/2006,0,7176.675
1/16/2006,0.5,6961.295
1/16/2006,1,6799.20333
1/16/2006,1.5,6529.2
1/16/2006,2,6353.53833
1/16/2006,2.5,6248.25833
1/16/2006,3,6218.35667
1/16/2006,3.5,6255.00167
1/16/2006,4,6339.905
1/16/2006,4.5,6535.7
1/16/2006,5,6819.02
1/16/2006,5.5,7392.415
1/16/2006,6,7875.57333
1/16/2006,6.5,8309.72
1/16/2006,7,8741.15333
1/16/2006,7.5,9235.06833
1/16/2006,8,9687.05333
1/16/2006,8.5,9978.28333
1/16/2006,9,10113.50667
1/16/2006,9.5,10306.45833
1/16/2006,10,10390.25333
1/16/2006,10.5,10493.86833
1/16/2006,11,10618.67833
1/16/2006,11.5,10646.81833
1/16/2006,12,10723.54667
1/16/2006,12.5,10843.35667
1/16/2006,13,10817.90167
1/16/2006,13.5,10800.795
1/16/2006,14,10723.62833
1/16/2006,14.5,10751.86333
1/16/2006,15,10767.45167
1/16/2006,15.5,10773.84667
1/16/2006,16,10676.66
1/16/2006,16.5,10606.92333
1/16/2006,17,10516.80833
1/16/2006,17.5,10270.94167
1/16/2006,18,10082.36167
1/16/2006,18.5,9726.76167
1/16/2006,19,9466.52833
1/16/2006,19.5,9497.465
1/16/2006,20,9498.94
1/16/2006,20.5,9237.33167
1/16/2006,21,8875.35333
1/16/2006,21.5,8893.44333
1/16/2006,22,8682.86167
1/16/2006,22.5,8573.35333
1/16/2006,23,8327.69833
1/16/2006,23.5,8159.04333
1/17/2006,0,7951.125
1/17/2006,0.5,7721.88
1/17/2006,1,7492.65
1/17/2006,1.5,7124.755
1/17/2006,2,6839.60333
1/17/2006,2.5,6637.94
1/17/2006,3,6580.935
1/17/2006,3.5,6515.385
1/17/2006,4,6521.965
1/17/2006,4.5,6706.53
1/17/2006,5,7094.235
1/17/2006,5.5,7612.095
1/17/2006,6,8173.53667
1/17/2006,6.5,8559.73667
1/17/2006,7,9084.14833
1/17/2006,7.5,9443.92
1/17/2006,8,9712.17
1/17/2006,8.5,10053.35333
1/17/2006,9,10177.32
1/17/2006,9.5,10353.37167
1/17/2006,10,10406.665
1/17/2006,10.5,10498.405
1/17/2006,11,10555.28667
1/17/2006,11.5,10451.095
1/17/2006,12,10488.935
1/17/2006,12.5,10566.39167
1/17/2006,13,10530.56
1/17/2006,13.5,10578.94333
1/17/2006,14,10496.31833
1/17/2006,14.5,10541.93333
1/17/2006,15,10570.75167
1/17/2006,15.5,10589.745
1/17/2006,16,10545.14
1/17/2006,16.5,10471.125
1/17/2006,17,10421.52
1/17/2006,17.5,10116.51333
1/17/2006,18,9942.445
1/17/2006,18.5,9636.62667
1/17/2006,19,9414.69167
1/17/2006,19.5,9398.21167
1/17/2006,20,9473.75667
1/17/2006,20.5,9251.705
1/17/2006,21,8932.555
1/17/2006,21.5,8904.89167
1/17/2006,22,8621.44167
1/17/2006,22.5,8580.335
1/17/2006,23,8319.25167
1/17/2006,23.5,8098.73333
1/18/2006,0,7885.51833
1/18/2006,0.5,7616.37167
1/18/2006,1,7406.72833
1/18/2006,1.5,7036.89167
1/18/2006,2,6737.705
1/18/2006,2.5,6552.82833
1/18/2006,3,6461.2
1/18/2006,3.5,6450.04
1/18/2006,4,6483.645
1/18/2006,4.5,6665.745
1/18/2006,5,6930.32
1/18/2006,5.5,7407.29
1/18/2006,6,7891.26
1/18/2006,6.5,8327.82
1/18/2006,7,8785.485
1/18/2006,7.5,9186.57333
1/18/2006,8,9488.715
1/18/2006,8.5,9766.285
1/18/2006,9,9833.75333
1/18/2006,9.5,9896.59167
1/18/2006,10,9883.105
1/18/2006,10.5,9960.40167
1/18/2006,11,9977.47167
1/18/2006,11.5,9906.25333
1/18/2006,12,9863.68167
1/18/2006,12.5,9872.40333
1/18/2006,13,9800.80833
1/18/2006,13.5,9690.04167
1/18/2006,14,9719.195
1/18/2006,14.5,9680.26333
1/18/2006,15,9638.43833
1/18/2006,15.5,9596.41167
1/18/2006,16,9556.91167
1/18/2006,16.5,9536.40333
1/18/2006,17,9432.81333
1/18/2006,17.5,9159.45667
1/18/2006,18,8974.78667
1/18/2006,18.5,8738.54833
1/18/2006,19,8611.33167
1/18/2006,19.5,8612.93
1/18/2006,20,8585.15667
1/18/2006,20.5,8372.66667
1/18/2006,21,8055.04667
1/18/2006,21.5,8171.46167
1/18/2006,22,8064.66667
1/18/2006,22.5,8061.79
1/18/2006,23,7944.41333
1/18/2006,23.5,7803.56167
1/19/2006,0,7652.89167
1/19/2006,0.5,7422.85333
1/19/2006,1,7174.09167
1/19/2006,1.5,6860.19833
1/19/2006,2,6555.66833
1/19/2006,2.5,6353.515
1/19/2006,3,6266.27333
1/19/2006,3.5,6203.51333
1/19/2006,4,6288.26833
1/19/2006,4.5,6496.00667
1/19/2006,5,6759.18167
1/19/2006,5.5,7218.585
1/19/2006,6,7721.97667
1/19/2006,6.5,8075.40667
1/19/2006,7,8495.9
1/19/2006,7.5,8844.95167
1/19/2006,8,9069.76333
1/19/2006,8.5,9380.03833
1/19/2006,9,9477.18667
1/19/2006,9.5,9652.65167
1/19/2006,10,9653.56
1/19/2006,10.5,9641.16
1/19/2006,11,9719.08833
1/19/2006,11.5,9590.93
1/19/2006,12,9583.23333
1/19/2006,12.5,9624.62667
1/19/2006,13,9604.76
1/19/2006,13.5,9554.43833
1/19/2006,14,9500.39667
1/19/2006,14.5,9469.89667
