date,residual
2008-01-05,242.90692879495145
2008-01-06,-168.19881015578903
2008-01-07,-164.57425877668902
2008-01-08,-300.85019863599155
2008-01-09,199.07787203360022
2008-01-10,437.5209636583968
2008-01-11,611.6854315219825
2008-01-12,563.751464624871
2008-01-13,292.5536508083205
2008-01-14,19.000897373605767
2008-01-15,-372.7715583566933
2008-01-16,-277.08930666381457
2008-01-17,-143.76845641369073
2008-01-18,231.8128916832302
2008-01-19,270.43521721077923
2008-01-20,-214.26957852237865
2008-01-21,-353.2395536943968
2008-01-22,-290.20783621883675
2008-01-23,-109.7052225324569
2008-01-24,-436.29325328638697
2008-01-25,-421.6379956659148
2008-01-26,303.213532476213
2008-01-27,204.67471882845348
2008-01-28,-118.2440931372148
2008-01-29,-80.31435478873937
2008-01-30,-121.81043583342216
2008-01-31,-298.98158533478636
2008-02-01,-248.50294836022658
2008-02-02,-3.9715424143305427
2008-02-03,-531.5973941437896
2008-02-04,-278.33182740760276
2008-02-05,-273.3185369976309
2008-02-06,-460.0659031985342
2008-02-07,-782.1671068940186
2008-02-08,-621.6316934677607
2008-02-09,-334.0765760282702
2008-02-10,-184.41750036537815
2008-02-11,186.38214628801688
2008-02-12,351.73820522906135
2008-02-13,358.94894009085147
2008-02-14,118.9458017726447
2008-02-15,263.20894892281103
2008-02-16,413.91931746131195
2008-02-17,-37.11123823392518
2008-02-18,99.94888390265987
2008-02-19,47.863290249681086
2008-02-20,-37.168509748658835
2008-02-21,-88.59100455116095
2008-02-22,331.3860522550458
2008-02-23,511.5190630644174
2008-02-24,-169.91583224401984
2008-02-25,-169.76323418423817
2008-02-26,-13.088530019242171
2008-02-27,51.59074725829669
2008-02-28,-4.123176518614855
2008-02-29,78.45105952216363
2008-03-01,92.4848129480215
2008-03-02,-304.5772836715896
2008-03-03,-175.43074580577377
2008-03-04,6.486443090288958
2008-03-05,144.82240565436769
2008-03-06,155.13012227293257
2008-03-07,231.3858918731512
2008-03-08,351.4549362988055
2008-03-09,-77.93549590717703
2008-03-10,29.79707514888287
2008-03-11,53.08531599419803
2008-03-12,1.9754532187380391
2008-03-13,-40.66114314842525
2008-03-14,167.71908269042615
2008-03-15,280.9971118177582
2008-03-16,-6.563321336316221
2008-03-17,145.883509422094
2008-03-18,164.36501918112845
2008-03-19,80.42594450315482
2008-03-20,-22.67023602824156
2008-03-21,-34.23435257369965
2008-03-22,185.31756551848048
2008-03-23,-209.40612033786238
2008-03-24,-267.55192935060586
2008-03-25,-60.461150216751776
2008-03-26,-19.073014869947656
2008-03-27,-6.166793364316618
2008-03-28,241.3649519310129
2008-03-29,325.3281990153173
2008-03-30,-113.10558964306074
2008-03-31,-32.242684261096656
2008-04-01,-46.839254380811326
2008-04-02,-243.6995066675754
2008-04-03,-263.93117388149585
2008-04-04,32.86147311625791
2008-04-05,35.97164118081855
2008-04-06,-135.63876800843718
2008-04-07,5.612785854160393
2008-04-08,60.398174002830274
2008-04-09,68.89460604493615
2008-04-10,296.82659859238447
2008-04-11,196.52565329867684
2008-04-12,309.0425801237998
2008-04-13,212.3429110640991
2008-04-14,80.41876838079406
2008-04-15,99.36423747779008
2008-04-16,83.06603781297417
2008-04-17,24.07993742965664
2008-04-18,171.42085470354505
2008-04-19,297.79480641875307
2008-04-20,-8.689037181331514
2008-04-21,65.34483354818258
2008-04-22,109.70895778495651
2008-04-23,67.55763308650057
2008-04-24,-61.101403218212
2008-04-25,-11.010585173269646
2008-04-26,5.5017124748228525
2008-04-27,-184.10200655920198
2008-04-28,-17.864347136415745
2008-04-29,0.9115416819022357
2008-04-30,-5.086848360584554
2008-05-01,-94.75003201183245
2008-05-02,44.20001547005086
2008-05-03,193.41784927392655
2008-05-04,-112.44994186382792
2008-05-05,-30.52655173307903
2008-05-06,30.256269245368458
2008-05-07,-16.587589288077652
2008-05-08,-85.34665919354848
2008-05-09,39.88059090448405
2008-05-10,150.32169844413147
2008-05-11,-211.03966293288795
2008-05-12,-113.32857428696661
2008-05-13,-17.03708721816838
2008-05-14,-26.601184636681865
2008-05-15,-85.57201216536305
2008-05-16,102.33047038312179
2008-05-17,210.28419429126916
2008-05-18,-56.50029873233325
2008-05-19,28.221185637909002
2008-05-20,59.33831701276722
2008-05-21,35.690931908195125
2008-05-22,-11.964593799037175
2008-05-23,228.45563283397132
2008-05-24,352.5383926139184
2008-05-25,29.96850445742166
2008-05-26,88.61630023462749
2008-05-27,32.65944633312938
2008-05-28,11.938895500912622
2008-05-29,-96.03840804270658
2008-05-30,-22.076473976627312
2008-05-31,117.85484855682625
2008-06-01,-181.36915275004685
2008-06-02,-61.34683408728961
2008-06-03,10.714961706733447
2008-06-04,-11.81629516565954
2008-06-05,-50.52674699827912
2008-06-06,58.93077758311301
2008-06-07,199.08672583656153
2008-06-08,142.2235854190203
2008-06-09,-268.3301519450706
2008-06-10,-243.92958375847593
2008-06-11,-322.47143114337086
2008-06-12,-404.84537181265114
2008-06-13,-156.20100870683927
2008-06-14,-80.02806575461909
2008-06-15,-193.10318869515504
2008-06-16,-239.39953182535464
2008-06-17,-186.85511965467595
2008-06-18,-232.40775712416325
2008-06-19,-240.11410832672482
2008-06-20,-77.70744863616164
2008-06-21,154.3559303463262
2008-06-22,-72.35079141588176
2008-06-23,8.386614689019552
2008-06-24,-88.3176846452825
2008-06-25,-187.954753899945
2008-06-26,-208.89193213706676
2008-06-27,25.311742649895677
2008-06-28,261.0653180085028
2008-06-29,24.540347057620238
2008-06-30,129.66622504495172
2008-07-01,240.3971499941017
2008-07-02,195.12975762550923
2008-07-03,-33.39564976945985
2008-07-04,118.81200818120851
2008-07-05,209.0292523225271
2008-07-06,-321.16776615504205
2008-07-07,-215.90328996499738
2008-07-08,-116.24382857800083
2008-07-09,-43.16127669379239
2008-07-10,-61.0430519241545
2008-07-11,8.42015816206731
2008-07-12,171.53516038874295
2008-07-13,-116.64818002774518
2008-07-14,-198.96313113680662
2008-07-15,-138.0182711806574
2008-07-16,-116.84309111705988
2008-07-17,-134.12969969895494
2008-07-18,18.97359108218734
2008-07-19,262.1751088757501
2008-07-20,-10.856375790794118
2008-07-21,140.50999199667058
2008-07-22,373.43588535044546
2008-07-23,227.8428686528223
2008-07-24,-2.646974389688694
2008-07-25,127.71497026956786
2008-07-26,94.88871064843624
2008-07-27,-90.76159318466853
2008-07-28,141.3823699207005
2008-07-29,97.52331723372117
2008-07-30,-47.57845536114837
