date,all_load
2010-09-01,8769.628009091513
2010-09-02,8834.757684380194
2010-09-03,8952.267623314214
2010-09-04,8260.394962288343
2010-09-05,7418.902822996713
2010-09-06,8615.020794454438
2010-09-07,9586.601766471385
2010-09-08,8997.782993012339
2010-09-09,9145.68683792678
2010-09-10,8933.306114099652
2010-09-11,8263.771742675743
2010-09-12,7785.095927629847
2010-09-13,8526.910895940893
2010-09-14,9262.846345133874
2010-09-15,8741.025772234794
2010-09-16,8670.091249052011
2010-09-17,8812.185861898757
2010-09-18,8172.236825839428
2010-09-19,7777.794243038653
2010-09-20,8678.96912328263
2010-09-21,9142.992421228953
2010-09-22,8616.95332968396
2010-09-23,8631.58575421956
2010-09-24,8599.131640975782
2010-09-25,7921.352308039065
2010-09-26,7359.784499634677
2010-09-27,8259.635262478645
2010-09-28,8606.588779803044
2010-09-29,8405.228502042917
2010-09-30,8681.94736301796
