date,residual
2008-03-06,73.244523580639
2008-03-07,150.1100700100851
2008-03-08,270.79250223552117
2008-03-09,-157.98101330347708
2008-03-10,-49.62808254253832
2008-03-11,-25.71612852022554
2008-03-12,-76.19901787752497
2008-03-13,-118.20547739763788
2008-03-14,90.80794839709051
2008-03-15,204.72213685169845
2008-03-16,-82.16884671357002
2008-03-17,70.95040621218504
2008-03-18,90.10702039148418
2008-03-19,6.845464476256893
2008-03-20,-95.57104023631473
2008-03-21,-106.45356770135913
2008-03-22,113.78162436927232
2008-03-23,-280.2573045351637
2008-03-24,-337.71705041873247
2008-03-25,-129.9390509326986
2008-03-26,-87.86265527167234
2008-03-27,-74.2672363401216
2008-03-28,173.95454769534444
2008-03-29,258.60859508156864
2008-03-30,-179.13370443224812
2008-03-31,-97.57869142554591
2008-04-01,-111.48259747276643
2008-04-02,-307.6496784385308
2008-04-03,-327.1877158010484
2008-04-04,-29.701032871535062
2008-04-05,-25.896466492516993
2008-04-06,-196.81214784704753
2008-04-07,-54.865558512196
2008-04-08,0.6151604797996697
2008-04-09,9.807218519192247
2008-04-10,238.43512792999354
2008-04-11,138.83038057315207
2008-04-12,252.04378846466352
2008-04-13,156.04089103710612
2008-04-14,24.813820735069385
2008-04-15,44.456680991334
2008-04-16,28.85621772299055
2008-04-17,-29.43178298373823
2008-04-18,118.60761251082477
2008-04-19,245.68045799017818
2008-04-20,-60.104016912584484
2008-04-21,14.629766657328219
2008-04-22,59.69442461733706
2008-04-23,18.244332650465367
2008-04-24,-109.71269999422475
2008-04-25,-58.919050905338736
2008-04-26,-41.70303678052005
2008-04-27,-230.60209847088845
2008-04-28,-63.65879289088298
2008-04-29,-44.17622313553693
2008-04-30,-49.46685587988395
2008-05-01,-138.42118561899224
2008-05-02,1.2388278293528856
2008-05-03,151.1677817368618
2008-05-04,-153.98768127147014
2008-05-05,-71.35069377541186
2008-05-06,-9.852913614879071
2008-05-07,-55.98031224840997
2008-05-08,-124.02126050073093
2008-05-09,1.9259484241811151
2008-05-10,113.08902724410473
2008-05-11,-247.54818264275673
2008-05-12,-149.11059589588876
2008-05-13,-52.090083566208705
2008-05-14,-60.92242731817896
2008-05-15,-119.15856885389621
2008-05-16,69.48012590326107
2008-05-17,178.1776820856394
2008-05-18,-87.85520639501192
2008-05-19,-2.3742719402580406
2008-05-20,29.510168640012125
2008-05-21,6.637917428937726
2008-05-22,-40.234730456175384
2008-05-23,200.97599818782692
2008-05-24,325.8567378141415
2008-05-25,4.092143327678059
2008-05-26,63.55237157891861
2008-05-27,8.414910261910336
2008-05-28,-11.479466120701545
2008-05-29,-118.62399514659774
2008-05-30,-43.82286856342034
2008-05-31,96.95388442477451
2008-06-01,-201.4186250047751
2008-06-02,-80.53892188989448
2008-06-03,-7.614005266896129
2008-06-04,-29.276551544968243
2008-06-05,-67.11285161670821
2008-06-06,43.22411955424286
2008-06-07,184.2646654000455
2008-06-08,128.29112382046515
2008-06-09,-281.36817548987165
2008-06-10,-256.06850002083956
2008-06-11,-333.7067480512451
2008-06-12,-415.17277737270706
2008-06-13,-165.61636980330331
2008-06-14,-88.52742981109259
2008-06-15,-200.6827891077446
2008-06-16,-246.05579609339838
2008-06-17,-192.58467585059225
2008-06-18,-237.20743592427425
2008-06-19,-243.98094687849152
2008-06-20,-80.63869261890432
2008-06-21,152.36282321801627
2008-06-22,-73.40342805978798
2008-06-23,8.276579061663142
2008-06-24,-87.48318658496646
2008-06-25,-186.17399273909177
2008-06-26,-206.16339478085138
2008-06-27,28.989336294371242
2008-06-28,265.69300059033776
2008-06-29,30.11889671118479
2008-06-30,136.1961668852473
2008-07-01,247.8787656614786
2008-07-02,203.5630932763779
2008-07-03,-24.010781245988255
2008-07-04,129.14798281679214
2008-07-05,220.31566013249903
2008-07-06,-308.93184114435644
2008-07-07,-202.71900088615985
2008-07-08,-102.11255826437628
2008-07-09,-28.08463682508591
2008-07-10,-45.02287628411068
2008-07-11,25.3818172276915
2008-07-12,189.43602134329558
2008-07-13,-97.81063825609453
2008-07-14,-179.1916726242962
2008-07-15,-117.31590494698503
2008-07-16,-95.21307090335358
2008-07-17,-111.57551960883939
2008-07-18,42.44820061327482
2008-07-19,286.56618431678
2008-07-20,14.446981997269177
2008-07-21,166.7212413835914
2008-07-22,400.550444328459
2008-07-23,255.82242782935646
2008-07-24,26.19410032802807
2008-07-25,157.4141688942218
2008-07-26,125.44273380792947
2008-07-27,-59.35596769799304
2008-07-28,173.63644630220915
2008-07-29,130.62277035388615
2008-07-30,-13.636600540883592
2008-07-31,-96.25550143464534
2008-08-01,90.06088759301201
2008-08-02,278.9280427897029
2008-08-03,-39.23303809697063
2008-08-04,-4.956000502215829
2008-08-05,84.5420998366626
2008-08-06,167.98858607410511
2008-08-07,108.63512584447199
2008-08-08,164.91190621266105
2008-08-09,207.9985499773975
2008-08-10,-24.364972210038104
2008-08-11,43.14554468386268
2008-08-12,209.52123348682835
2008-08-13,158.97231345201908
2008-08-14,79.271130480809
2008-08-15,199.26961323389332
2008-08-16,366.9717523638956
2008-08-17,166.3109489753133
2008-08-18,162.4194573851364
2008-08-19,49.02333031274793
2008-08-20,82.1919764141985
2008-08-21,94.66000482931668
2008-08-22,364.11984231604583
2008-08-23,589.209485577685
2008-08-24,167.36217303985904
2008-08-25,234.39529853491513
2008-08-26,207.78813162740698
2008-08-27,204.7476773344224
2008-08-28,152.3038821646478
2008-08-29,294.9224097724964
2008-08-30,388.53839109047294
2008-08-31,-45.60808148480646
2008-09-01,-25.109831931700683
2008-09-02,57.53626309172432
2008-09-03,82.43478811442583
2008-09-04,78.39394157082461
2008-09-05,231.50597859631307
2008-09-06,416.2466106293559
2008-09-07,-30.596728010496008
2008-09-08,69.11613479308289
2008-09-09,94.53555240314017
2008-09-10,76.36404234396468
2008-09-11,-3.1863154770471738
2008-09-12,160.15873084317536
2008-09-13,248.11245435310957
2008-09-14,-52.95249898059228
2008-09-15,19.65281115939797
2008-09-16,81.11213441126165
2008-09-17,90.87744076945819
2008-09-18,12.32382676983434
2008-09-19,185.244158903286
2008-09-20,321.0062287210858
2008-09-21,-71.54208582659521
2008-09-22,-2.7151852828137635
2008-09-23,108.65382229573515
2008-09-24,66.58048791494184
2008-09-25,-69.41702000594341
2008-09-26,61.32070969715278
2008-09-27,67.67716166741229
2008-09-28,-203.59171493792746
2008-09-29,-54.59743457913646
2008-09-30,28.939308373603126
2008-10-01,-3.773582131632793
2008-10-02,-17.076828036124425
2008-10-03,113.86368806285282
2008-10-04,-25.21433018937205
2008-10-05,66.97488203437024
2008-10-06,-198.17516687559691
2008-10-07,-115.6391191829025
2008-10-08,-115.22415821104732
2008-10-09,-214.70760240383242
2008-10-10,-54.65068053429604
2008-10-11,102.37991835326284
2008-10-12,-172.82021091855313
2008-10-13,41.763346139465284
2008-10-14,66.89309050251904
2008-10-15,16.17294402067091
2008-10-16,-84.23019734931404
2008-10-17,44.99537891209911
2008-10-18,161.02177915486573
2008-10-19,-102.84701241234688
2008-10-20,-67.15183680805421
2008-10-21,-138.87438383304652
2008-10-22,-4.4967672923357895
2008-10-23,-102.04403953545989
2008-10-24,94.85569405513525
2008-10-25,176.50218377658712
2008-10-26,-193.41188335728293
2008-10-27,15.620936372715732
2008-10-28,-17.32910833596179
2008-10-29,-52.55696233431627
2008-10-30,-140.9271768970175
2008-10-31,134.7387443002117
2008-11-01,115.30825683873445
2008-11-02,-338.8340139432785
2008-11-03,-359.504776577498
2008-11-04,-125.21614748347565
2008-11-05,-74.03974407320857
2008-11-06,-58.44972578722445
2008-11-07,71.52762116984559
2008-11-08,158.7629043837169
2008-11-09,-246.83121955559363
2008-11-10,-78.3106211739414
2008-11-11,-79.63036625518725
2008-11-12,-91.30715957662869
2008-11-13,19.50080354448255
2008-11-14,224.19913723095124
2008-11-15,144.25308894291993
2008-11-16,-522.7784938611712
2008-11-17,-126.42660773766875
2008-11-18,-119.85143905733094
2008-11-19,-455.6691290171311
2008-11-20,-729.3411183919761
2008-11-21,-373.08224342449284
2008-11-22,-425.37995731946285
2008-11-23,-216.77114097311096
2008-11-24,-4.179961059300695
2008-11-25,-162.02964269399854
2008-11-26,-267.1775708985315
2008-11-27,-362.08658695408485
2008-11-28,-288.42563199934557
2008-11-29,-12.444822967805521
2008-11-30,-211.03617195005427
2008-12-01,-0.44111623453500215
2008-12-02,-0.43636015340598533
2008-12-03,-0.4317661079348909
2008-12-04,-0.42733097728887515
2008-12-05,-0.4230516204806918
2008-12-06,-0.4189248781513015
2008-12-07,-0.4149475742906361
2008-12-08,-0.41111651794017234
2008-12-09,-0.4074285049482569
2008-12-10,-0.40388031958354986
2008-12-11,-0.40046873620121914
2008-12-12,-0.39719052097825625
2008-12-13,-0.3940424334759882
2008-12-14,-0.39102122818803764
2008-12-15,-0.3881236562028789
2008-12-16,-0.3853464667536173
2008-12-17,-0.38268640874230186
2008-12-18,-0.3801402322060312
2008-12-19,-0.37770468989401706
2008-12-20,-0.37537653864455933
2008-12-21,-0.37315254087297944
2008-12-22,-0.3710294659831561
2008-12-23,-0.3690040917299484
2008-12-24,-0.367073205554334
2008-12-25,-0.36523360602404864
2008-12-26,-0.3634821039668168
2008-12-27,-0.36181552394373284
2008-12-28,-0.3602307053661207
2008-12-29,-0.35872450373426545
2008-12-30,-0.3572937918561365
2008-12-31,-0.3559354610115406
2009-01-01,-0.35464642212173203
2009-01-02,-0.35342360676804674
2009-01-03,-0.3522639683687885
2009-01-04,-0.3511644831924059
2009-01-05,-0.35012215134520375
2009-01-06,-0.34913399785000365
2009-01-07,-0.34819707346105133
2009-01-08,-0.34730845587728254
2009-01-09,-0.3464652503171237
2009-01-10,-0.34566459062261856
2009-01-11,-0.3449036400852492
2009-01-12,-0.3441795921862649
2009-01-13,-0.3434896714898059
2009-01-14,-0.34283113430683443
2009-01-15,-0.3422012695828016
2009-01-16,-0.34159739945425827
2009-01-17,-0.34101688001828734
2009-01-18,-0.34045710205282376
2009-01-19,-0.33991549147685873
2009-01-20,-0.33938951014170016
2009-01-21,-0.3388766562929959
2009-01-22,-0.3383744651982852
2009-01-23,-0.33788050951989135
2009-01-24,-0.33739240013892413
2009-01-25,-0.3369077861734695
2009-01-26,-0.3364243558826274
2009-01-27,-0.33593983681748796
2009-01-28,-0.335451996208576
2009-01-29,-0.3349586415788508
2009-01-30,-0.33445762074552476
2009-01-31,-0.33394682251855556
2009-02-01,-0.33342417672065494
2009-02-02,-0.3328876545201638
2009-02-03,-0.3323352688112209
2009-02-04,-0.3317650743556442
2009-02-05,-0.3311751679266308
2009-02-06,-0.3305636886088905
2009-02-07,-0.32992881790778483
2009-02-08,-0.32926877989666536
2009-02-09,-0.32858184129690926
2009-02-10,-0.3278663116689131
2009-02-11,-0.3271205433575233
2009-02-12,-0.32634293162846006
2009-02-13,-0.3255319146828697
2009-02-14,-0.3246859736736951
2009-02-15,-0.3238036326456495
2009-02-16,-0.3228834585570439
2009-02-17,-0.3219240611670102
2009-02-18,-0.32092409305369074
2009-02-19,-0.3198822494105116
2009-02-20,-0.3187972679570521
2009-02-21,-0.3176679288990272
2009-02-22,-0.3164930545772222
2009-02-23,-0.3152715095129679
2009-02-24,-0.31400220003706636
2009-02-25,-0.312684074146091
2009-02-26,-0.31131612124409
2009-02-27,-0.30989737194613554
2009-02-28,-0.3084268976781459
2009-03-01,-0.30690381047133997
2009-03-02,-0.3053272626839316
2009-03-03,-0.3036964465427445
2009-03-04,-0.30201059389219154
2009-03-05,-0.3002689757558983
2009-03-06,-159.34820243236936
2009-03-07,-313.03332906630203
2009-03-08,-554.3566264538895
2009-03-09,303.2877007761763
2009-03-10,86.62474081157234
2009-03-11,38.852335652774855
2009-03-12,139.87720100724437
2009-03-13,223.9483921179617
2009-03-14,-194.04558291942158
2009-03-15,-421.83139925361684
2009-03-16,152.03379619220505
2009-03-17,-154.16602886772125
2009-03-18,-192.4269515671058
2009-03-19,-25.841105486479137
2009-03-20,179.05662886919708
2009-03-21,200.87718194692025
2009-03-22,-239.56107673907172
2009-03-23,548.611214413133
2009-03-24,663.5910800358815
2009-03-25,248.0686266771936
2009-03-26,163.96622894712527
2009-03-27,136.82872634725754
2009-03-28,-359.5852295913064
2009-03-29,-528.8470777820057
2009-03-30,346.73677021813455
2009-03-31,183.67342174476107
2009-04-01,211.53764598785165
2009-04-02,603.9467532393701
2009-04-03,643.0799340688063
2009-04-04,48.131607180719584
2009-04-05,40.57734199236438
2009-04-06,382.4813452995222
2009-04-07,98.6291653099197
2009-04-08,-12.282443162974232
2009-04-09,-30.611969632194814
2009-04-10,-487.8353684865415
2009-04-11,-288.5601164444761
2009-04-12,-514.9426713201956
2009-04-13,-322.8713378295852
2009-04-14,-60.348013492988684
2009-04-15,-99.57976430493727
2009-04-16,-68.3212182900661
2009-04-17,48.31680825465082
2009-04-18,-247.72078797261747
2009-04-19,-501.8230770184691
2009-04-20,109.83322813494124
2009-04-21,-39.58546365375878
2009-04-22,-129.6628105189211
2009-04-23,-46.70180099843856
2009-04-24,209.2819472147221
2009-04-25,107.74630727653312
2009-04-26,73.36943353045353
2009-04-27,451.2436958789822
2009-04-28,117.39725591897513
2009-04-29,78.48733091758913
2009-04-30,89.12642168499406
2009-05-01,267.1014874784669
2009-05-02,-12.17519940598504
2009-05-03,-311.9907025789598
2009-05-04,298.40885771575813
2009-05-05,133.18432359842518
2009-05-06,10.240457497064199
2009-05-07,102.55796948599891
2009-05-08,238.7049162999774
2009-05-09,-13.143995212252776
2009-05-10,-235.42302967235446
2009-05-11,485.94645026026046
2009-05-12,289.119932406873
2009-05-13,95.12783128097726
2009-05-14,112.8522966338569
2009-05-15,229.38949274704282
2009-05-16,-147.8478741870913
2009-05-17,-365.194730004383
2009-05-18,166.95741580709182
2009-05-19,-3.953574782519354
2009-05-20,-67.66600936395116
2009-05-21,-21.85937355853639
2009-05-22,71.95062601327118
2009-05-23,-410.43518596245667
2009-05-24,-660.1490911039809
2009-05-25,-16.52692190250127
2009-05-26,-135.3928960822941
2009-05-27,-25.051738066897087
2009-05-28,14.799816481421658
2009-05-29,229.16065672076547
2009-05-30,79.61188261989264
2009-05-31,-201.89469485640075
2009-06-01,394.9418948649254
2009-06-02,153.2317023529631
2009-06-03,7.436075359992174
2009-06-04,50.825091374104886
2009-06-05,126.56338335720648
2009-06-06,-94.05975700042654
2009-06-07,-376.09303304689456
2009-06-08,-264.0780436652385
2009-06-09,555.3444280784224
2009-06-10,504.8049863016786
2009-06-11,660.1519404676819
2009-06-12,823.1549587800455
2009-06-13,324.07966528585166
2009-06-14,169.95689427153775
2009-06-15,394.34200638836046
2009-06-16,485.15574710134933
2009-06-17,378.2713137401697
2009-06-18,467.58467733840735
2009-06-19,481.1957975928726
2009-06-20,154.5582334479477
2009-06-21,-311.40483043489075
2009-06-22,140.21421515034126
2009-06-23,-23.09033984072994
2009-06-24,168.50270585418366
2009-06-25,365.9581975006622
2009-06-26,406.00296856326895
2009-06-27,-64.26232502111998
2009-06-28,-537.629586143381
2009-06-29,-66.39339381588434
2009-06-30,-278.49452751399076
2009-07-01,-501.8068423168879
2009-07-02,-413.1067642845501
2009-07-03,42.12832732266361
2009-07-04,-264.14041293800256
2009-07-05,-446.42066870307644
2009-07-06,612.1923355543786
2009-07-07,399.8202736339572
2009-07-08,198.661591482507
2009-07-09,50.66265771704457
2009-07-10,84.60527342542082
2009-07-11,-56.14682458464813
2009-07-12,-384.2074347126145
2009-07-13,190.37941799410328
2009-07-14,353.21414840473517
2009-07-15,229.5207443005147
2009-07-16,185.37722301994472
2009-07-17,218.16814634085858
2009-07-18,-89.8305599265459
2009-07-19,-578.0269512721497
2009-07-20,-33.69668137916233
2009-07-21,-338.19638172805753
2009-07-22,-805.8142734830144
2009-07-23,-516.2794024950581
2009-07-24,-56.93535136828905
2009-07-25,-319.3247143262106
2009-07-26,-255.31458471429505
2009-07-27,114.36550881085714
2009-07-28,-351.5790330747823
2009-07-29,-265.48348743035785
2009-07-30,23.113640187970304
2009-07-31,188.42350779650042
2009-08-01,-184.16453729501518
2009-08-02,-561.8544533960176
2009-08-03,74.56340576709408
2009-08-04,6.069221228173774
2009-08-05,-172.87277643421658
2009-08-06,-339.71102717176836
2009-08-07,-220.93501047687823
2009-08-08,-333.43129569881785
2009-08-09,-419.54607610284256
2009-08-10,45.26728336386441
2009-08-11,-89.69793946402933
2009-08-12,-422.4036415955088
2009-08-13,-321.2382599165612
2009-08-14,-161.7655201985981
2009-08-15,-401.71247709461386
2009-08-16,-737.0717105972162
2009-08-17,-335.667858250099
2009-08-18,-327.82270771234107
2009-08-19,-100.95732713497091
2009-08-20,-167.2364895591545
2009-08-21,-192.1124642626619
2009-08-22,-730.9982517687313
2009-08-23,-1181.1393057133882
2009-08-24,-337.3410362531995
2009-08-25,-471.35334812189103
2009-08-26,-418.0757453243423
2009-08-27,-411.93411959708646
2009-08-28,-306.980971386336
2009-08-29,-592.1724073217956
