date,seasonal,trend,residual
2010-05-01,-782.0142638576276,8872.799313600248,-105.83296674262056
2010-05-02,-1213.430649475216,8873.000356817165,33.72466765805075
2010-05-03,-408.5425367045922,8873.20177869127,183.54617501332177
2010-05-04,-31.22059455026932,8873.403586106644,-121.72194955637316
2010-05-05,-186.0675980133754,8873.605785077147,-39.20297906377164
2010-05-06,-95.55278822018748,8873.808381956038,22.171281264149
2010-05-07,-51.13939558955143,8874.011383327559,-24.085320738007795
2010-05-08,-646.2019829439249,8874.214795661288,-92.26135471736416
2010-05-09,-1177.884569371708,8874.418625550987,33.54469382072057
2010-05-10,-396.0061490910432,8874.622879953353,144.56035213769064
2010-05-11,88.36335568886415,8874.82756550691,-216.2307131957732
2010-05-12,253.26463459418665,8875.032688273097,-117.95357286728358
2010-05-13,276.1032455832668,8875.238255292255,-21.10025087552276
2010-05-14,235.04888355461625,8875.44427441644,-30.106699971056518
2010-05-15,-322.1840091816345,8875.650753704396,-88.52403652276189
2010-05-16,-755.5397001900602,8875.857701421259,99.9278317688022
2010-05-17,113.81672321592818,8876.0651261068,208.426900677272
2010-05-18,579.5959046685099,8876.273035541122,-57.81623220963229
2010-05-19,370.6412971647202,8876.48143628794,27.442683547338675
2010-05-20,321.81836204641576,8876.690334829287,59.09338612429747
2010-05-21,272.8740688046455,8876.89973742495,35.97577677040499
2010-05-22,-166.1313460442837,8877.109649867354,-11.153720823071126
2010-05-23,-470.0193329285969,8877.32007762562,229.78883830297852
2010-05-24,103.8153344862978,8877.53102580701,354.39030670669126
2010-05-25,469.05649904366834,8877.742497771786,32.33558618454481
2010-05-26,472.761028724968,8877.954494583513,91.49510169151836
2010-05-27,359.7609411430041,8878.167016490974,36.04662536602154
2010-05-28,259.21892855416127,8878.380063116781,15.831216329057495
2010-05-29,-68.31288621909778,8878.59363370802,-91.64408048892255
2010-05-30,-480.83852934301774,8878.807727466445,-17.18315612342667
2010-05-31,229.720666558364,8879.022344065885,123.2442813757516
