date,season
2008-09-05,660.8412140691396
2008-09-06,162.1782914224627
2008-09-07,-353.06692728124125
2008-09-08,392.859111654569
2008-09-09,517.168524170471
2008-09-10,571.3883484928812
2008-09-11,558.311898078566
2008-09-12,-28.488807863250308
2008-09-13,-1059.541145917331
2008-09-14,-1112.2270707734226
2008-09-15,-223.4200384838786
2008-09-16,-65.23686075063878
2008-09-17,221.4892766638886
2008-09-18,125.16849669727634
2008-09-19,-278.41642258227967
2008-09-20,-1016.4897045076078
2008-09-21,-1076.128167760323
2008-09-22,-127.12063751336268
2008-09-23,-66.72554044493654
2008-09-24,-116.03849429645354
2008-09-25,-4.553956455902029
2008-09-26,-198.63175158881174
2008-09-27,-944.9155200181457
2008-09-28,-944.1259221817693
2008-09-29,-288.9719697927555
2008-09-30,-175.0782779840467
2008-10-01,-185.0439005053487
2008-10-02,85.15905412188266
2008-10-03,249.78136355163178
2008-10-04,-934.3178870749734
2008-10-05,-1502.4901871663985
2008-10-06,-1145.0297763757922
2008-10-07,-271.88461416839704
2008-10-08,-217.45283308594225
2008-10-09,-89.61599934342394
2008-10-10,-324.8888579114362
2008-10-11,-1188.7829784112303
2008-10-12,-1197.4207837922158
2008-10-13,-230.41685464151442
2008-10-14,-250.82616473608329
2008-10-15,-324.8172134637264
2008-10-16,-216.1821394752388
2008-10-17,-356.7185130967504
2008-10-18,-1177.868657303784
2008-10-19,-1006.1426096002159
2008-10-20,-238.9536963095575
2008-10-21,-249.9400022268847
2008-10-22,-47.727940156194684
2008-10-23,299.1737942279714
2008-10-24,-368.7381338250868
2008-10-25,-1232.0380266107795
2008-10-26,-1043.0996060699465
2008-10-27,170.91862537213137
2008-10-28,-101.51341532797676
2008-10-29,-155.80564165718246
2008-10-30,110.5482764220811
2008-10-31,235.93745115434075
2008-11-01,-1055.5894056148818
2008-11-02,-850.6263866932289
2008-11-03,250.2137446353332
2008-11-04,-320.41761897235426
2008-11-05,-301.28023073530795
2008-11-06,94.61826388262014
2008-11-07,-279.7538822916787
2008-11-08,-1116.7346509716917
2008-11-09,-1002.5036548414299
2008-11-10,-75.61969562236487
2008-11-11,10.58845119221482
2008-11-12,186.50238353739456
2008-11-13,310.3114194115044
2008-11-14,416.8500196542994
2008-11-15,-872.0288578327434
2008-11-16,-648.107339618248
2008-11-17,-205.19418497133853
2008-11-18,-95.87272222960749
2008-11-19,242.48923875680717
2008-11-20,696.9772901536538
2008-11-21,285.9120843335585
2008-11-22,-626.8364300125058
2008-11-23,-961.1826308146847
2008-11-24,-434.6261594326285
2008-11-25,-176.5991084238448
2008-11-26,-30.825101005913538
2008-11-27,351.1474170662445
2008-11-28,132.1704546186386
2008-11-29,-1033.0359421693397
2008-11-30,-857.6923601193607
2008-12-01,-559.0548945672799
2008-12-02,-78.85525435216145
2008-12-03,144.3779845786916
2008-12-04,-106.21109997443686
2008-12-05,-76.1203816998566
2008-12-06,-211.2085510567795
2008-12-07,-214.28292401027437
2008-12-08,60.825395495480514
2008-12-09,143.4642499237568
2008-12-10,115.93924648178118
2008-12-11,-107.88266471768601
2008-12-12,-351.9061010507091
2008-12-13,-482.8209707348758
2008-12-14,-629.2354991729062
2008-12-15,-375.6274968869821
2008-12-16,209.4986571750119
2008-12-17,528.0880828114625
2008-12-18,66.01938604220543
